doc_id,conf_journal,pub_year_val,researchers
485,"ph. d. diss. , univ. washington , seattle ,",,wj erckmann
486,"bt technology journal ,",2005.0,gm maclarty
487,,2006.0,cg students
488,"proceedings : biological sciences ,",1998.0,"r sprengelmeyer , m rausch , ut eysel , h przuntek"
489,"proceedings of the 14th acm international conference on & hellip ; ,",2005.0,"yb wu , q li , rs bot , x chen"
490,"national marine fisheries service , seattle , washington ,",,n fisheries
491,"menopause-new york - ,",2002.0,"m hashimoto , m miyao , m akishita , t hosoi , k toba ,"
492,"proceedings of the 27th intersociety energy conversion & hellip ; ,",1992.0,"t benjamin , g rezniko , r donelsonâ ? ¦"
493,"the vldb journal the international journal on very large & hellip ; ,",2003.0,"r fileto , l liu , c pu , ed assad , cb medeiros"
494,"acm transactions on database systems ,",1976.0,"pp griffiths , bw wade"
495,"proceedings of acm sigcomm computer communications review ,",,"h kanakia , pp mishra , a reibman"
496,"acm transactions on database systems ,",1979.0,rh thomas
497,"information and software technology ,",1996.0,"i gorton , s motwani"
498,"md ,",,"da bader , j jã ¡ jã ¡"
499,"san jose , california , usa , marz ,",,"s sarawagi , s thomas , r agrawal"
500,"journal of emergency medicine ,",1994.0,"dj bentrem , ee mcgovern , ml hammarskjoeld , rf"
501,,1993.0,df delong
502,"technical report csl-tr-95-xxx , stanford university ,",,"c holt , m heinrich , jp singh , jl hennessy"
503,"proceedings of vldb ,",,o martin
504,"technical report lids-p-2460 , massachusetts institute of",,"a nediä ? , d bertsekas"
505,"management science ,",2000.0,ja van mieghem
506,"proceedings of acm sigmod ,",2001.0,hvj jag901
507,,1994.0,p cotton
508,,1993.0,"t shimizu , d fujita"
509,,1993.0,m bodanszky
510,"electronic school ,",,rj coley
511,"& hellip ; of the very large data bases ( vldb ) conference , cairo , egypt ,",,rr goldsteinj
512,"electronic design ,",,"pj hanlon , bl price"
513,"& hellip ; symposium , 25 th , anaheim , calif , proceedings . part 1 ,",1979.0,"tm evans , jm cooksey"
514,"submitted for publication ,",1994.0,g drettakis
515,"new directions for higher education ,",2003.0,t ehrlich
516,,,ja goldsmith
517,,1976.0,km nadakarni
518,"european rotorcraft forum , 25 th , rome , italy , proceedings. ,",1999.0,"mh peters , pv bayly , da peters"
519,"phil . mag ,",,"im boswarva , ab lidiard"
520,"proceedings of the 12th annual acm international conference & hellip ; ,",2004.0,"m uysal , f yarman-vural"
521,"proceedings of the 13th annual acm international conference & hellip ; ,",2005.0,"s lauf , i burnett"
522,"proc . 28th icrc , ( tsukuba , japan , 2003 )",,m mostafa
523,phil .,,dj thouless
524,"icarus-new york - ,",1998.0,"gc collins , jw head , rt pappalardo"
525,"lecture notes in computer science ,",2000.0,"r cramer , i damgard , u maurer"
526,"acm computing surveys ( csur ) ,",1989.0,e shapiro
527,,1997.0,cd spinellis
528,,1998.0,"rm light , r lynds , ej oã?neil jr"
529,"proceedings of the sigmod conference , boston , june ,",,a guttrnan
530,"& hellip ; and computation . preliminary version in proc . 28th & hellip ; ,",,"a atserias , ml bonet , jl esteban"
531,"unpublished manuscript ,",,"we piper , m mccallum , as joyce"
532,"proc . 28th ieee international symposium on multiple-valued & hellip ; ,",,"a ngom , z obradovic , i stojmenovic"
533,"proc . int . seaweed symp ,",,"jr turvey , pr simpson"
534,"unpublished manuscript ,",2005.0,"jz huang , n liu , m pourahmadi"
535,"zurich , switzerland . acm press , new york ,",,yn lakshman
536,"procs . of the 7th human interface symposium ,",,"r kijima , m hirose"
537,"cochrane database syst rev ,",2000.0,"j shepherd , r weston , g peersman , iz napuli"
538,,,"rw moore , a jagatheesan"
539,,,"a tanaka , n tokui , a momeni"
540,,,"w walter , m pasyanos , a rodgers , k mayeda , a"
541,"acc . chem . res ,",,l francis
542,,1986.0,"rs nikhil , k pingali"
543,"proceedings of the international conference on very large & hellip ; ,",2003.0,c koch
544,submitted for,,"t sorgente , eb fernandez , mm larrondo-petrie"
545,proc . second acm international conference on,,"ga schloss , mj wynblatt"
546,at .,,"vf kolesov , vk khoruzhii"
547,,,jl douce
548,supp .,,a info
549,"proceedings of acm multimedia ,",2003.0,"m hefeeda , a habib , b botev , d xu , b bhargava"
550,,,"cr weisbin , jr einstein , fg pin"
551,"electronic letters ,",1991.0,"l fortuna , g muscato , g nunnari"
552,"history of programming languages -- ii table of contents ,",1996.0,r hudson
553,"new directions for adult and continuing education ,",1995.0,"m fiddler , c marienau"
554,,,p jianzhong
555,"proceedings of chi ,",1991.0,a cypher
556,"md ,",,abt force
557,,,"c delporte-gallet , h fauconnier , r guerraoui , v"
558,"powder metallurgy alloys symposium [ abstracts ] , bombay , india & hellip ; ,",1980.0,"ak chakraborty , kb jape"
559,,1996.0,d clark
560,people,,v ford
561,"proc . acm sigmod conf ,",,d embley
562,"journal of personality and social psychology ,",1987.0,"pa rippetoe , rw rogers"
563,at,,"m strassl , a kasenbacher , e wintner"
564,"new directions for adult and continuing education ,",1996.0,"pa sissel , md hohn"
565,"proc . ieee ,",1970.0,"gg lendaris , gl stanley"
566,"proceedings of acm conference on proving assertions about & hellip ; ,",1972.0,rm burstall
567,"social studies and the young learner ,",1993.0,c sage
568,,,"m fernandez , j kang , a levy , d suciu"
569,"& hellip ; of the twenty-first annual acm symposium on theory of & hellip ; ,",1989.0,"t rabin , m ben-or"
570,,,"p bimmel , u rampillon"
571,,,"sj lim , yk ng"
572,"proceedings of the 31st international conference on very & hellip ; ,",2005.0,"d berardi , d calvanese , g de giacomo , r hull , m"
573,"mount lyell remediation research and demonstration program . & hellip ; ,",,l koehnken
574,"new directions for higher education ,",1986.0,dw steeples
575,"mit technical report , massachusetts institute of technology ,",,"s devadas , k keutzer , s malik , a wang"
576,"proceedings of tricomm ,",,"d verma , h zhang , d ferrari"
577,,,"k crowston , rt wigand"
578,"san diego ,",,f shahzadi
579,"unpublished manuscript ,",1993.0,da ross
580,"mayo clinic proceedings ,",1994.0,"wj sandborn , wj tremaine , kp batts , jh pemberton"
581,,,"jc rebelo , rr silva"
582,"proceedings 25 th annual 1991 ieee international carnahan & hellip ; ,",1991.0,"jl nettles , aj witsmeer , p seitz , m bichsel"
583,"adolescence-san diego - ,",2001.0,"mb carr , ta vandiver"
584,,,"at huckleberry , ja wolf"
585,"new directions for higher education ,",1973.0,n sanford
586,,2004.0,wl winston
587,"proceedings of the 1992 acm sigmod international conference & hellip ; ,",1992.0,c mohan
588,,,"g devetag , m warglien"
589,& hellip ; . acm international conference on management of data ( sigmod,,"c faloutsos , m ranganathan"
590,"ibm almaden research center , march ,",,"s cen , jwdp rules"
591,"the vldb journal the international journal on very large & hellip ; ,",2003.0,"s helmer , g moerkotte"
592,"computerworld ,",,c stedman
593,"proceedings of the international conference on very large & hellip ; ,",2003.0,"p buneman , m grohe , c koch"
594,"md ,",,"tv colby , mn koss , wd travis"
595,"proc . 28th annual hawaii int . conf . on system sciences ,",,"m mandviwalla , k sandoe"
596,"information and software technology ,",1988.0,"a martin , rkh law"
597,"procs . 13th annual meeting of the berkeley linguistics & hellip ; ,",,ee sweetser
598,"technical report msr-tr-2004-105 , microsoft corporation , dec. .",,"gc hunt , jr larus"
599,"new directions for adult and continuing education ,",2001.0,ba quigley
600,"computer networks ,",2001.0,"m beigl , hw gellersen , a schmidt"
601,"information and software technology ,",,f gandel
602,"journal of emergency medicine ,",1993.0,"gm newland , lr wolf , ja bishop , gc hamilton"
603,"the academy of management review ,",1996.0,"r reed , dj lemak , jc montgomery"
604,"phil . mag ,",,"ow richardson , kt compton"
605,,,"k lund , v goebel"
606,"proc int symp warwick ,",,"pr norris , dp kelly"
607,"report to deet ,",,"j stanley , d ingram , g chittick"
608,"on management of data ,",,"r vingralek , y breitbart , g weikum"
609,"microsoft corporation ,",,msn messenger
610,"vldb ,",1985.0,"k satoh , m tsuchida , f nakamura , k oomachi"
611,"acm press , new york ,",,"d robertson , j augustä ±"
612,"proc . acm sigmod conf. , san jose , ca , may ,",,"s acharya , r alonso , m franklin , s zdonik , b disks"
613,,,"j cohen , m withgott , p piernot"
614,,1960.0,at boisen
615,,,f assistance
616,"new directions for adult and continuing education ,",1991.0,gj lopos
617,"electronic library ,",2001.0,jc fagan
618,"genes to cells ,",2002.0,"a fukuhara , k irie , a yamada , t katata , t honda , k"
619,,1974.0,b galatis
620,,2001.0,rd pennings
621,,,jd miller
622,"at spectrosc ,",,"ht delves , j woodward"
623,"proc . int . congr . math. , berkeley ,",,vg drinfeld
624,"new directions for higher education ,",2002.0,lw willard
625,"cochrane database syst rev ,",2002.0,"f lombardi , m taricco , a de tanti , e telaro , a"
626,"& hellip ; kristallografie und petrografie , eth zurich , switzerland (",,r bialek
627,"new directions for higher education ,",1983.0,aj falender
628,"acm sigmod record ,",2004.0,"p andritsos , a fuxman , a kementsietsidis , rj"
629,proceedings of the 23rd international symposium on,,"a ambainis , a david"
630,"sigmod record ,",1990.0,"sigmod record , 1990"
631,"sigmod record ,",,"mk chan , f ada , hw man"
632,,2004.0,"pm shearer , ps earle"
633,"wien , at ,",,j braun-blanquet
634,"procs of a cl &#39; 89 ,",,"m webster , m mm ` cus"
635,"journal of emergency medicine ,",2001.0,g asaeda
636,"acm sigmis database ,",2001.0,"p besson , f rowe"
637,"information and software technology ,",1999.0,"j derrick , e boiten"
638,,,"d kruglinski , g sheperd , s wingo"
639,,,"r carmona , f jimã © nez-garrido , r domãnguez - castro"
640,"proceedings of the international conference on very large & hellip ; ,",2003.0,"g cormode , d srivastava"
641,,,"aa premet , h strade"
642,new york : manpower,,p patterns
643,"ieee transactions on knowledge and data engineering. ,",2004.0,"ht shen , y shu , b yu"
644,proc . acm,,"a gill , j launchbury"
645,,,"p blanchard , h weisen , s alberti , s coda , p gomez ,"
646,,1996.0,"e chang , h garcia-molina"
647,,,", rj mcqueen"
648,"& hellip ; international endoscopy conference with live demonstration & hellip ; ,",,o tsuneo
649,proc . 1989 acm engineering design,,j hr
650,"the academy of management journal ,",1997.0,"sj wayne , lm shore , rc liden"
651,,,pt tosic
652,"proceedings of the 31st vldb conference , trondheim , norway ,",2005.0,"a bilke , j bleiholder , c bohm , k draba , f naumann ,"
653,"proc . 26th int . conf . on phenomena in ionized gases ( icpig - & hellip ; ,",,"r brandenburg , kv kozlov , am morozov , he wagner , p"
654,"thesis , university of washington , seattle , washington 1975",,ne buroker
655,"see ref ,",,e beck
656,"crc , new york ,",1997.0,"id clark , p fritz"
657,,,"g mihaila , f naumann , l raschid , me vidal"
658,"i nuovo cimento ,",1972.0,"pm mathews , m lakshmanan"
659,,,ga duthie
660,to,,e oudet
661,"information and software technology ,",1997.0,h saiedian
662,"proc . 28th isata-international symposium on automotive & hellip ; ,",,"m gadola , d vetturi , p maffezzoni"
663,"unpublished manuscript ,",,l macdonald
664,"proceedings of the international conference on very large & hellip ; ,",2003.0,"s chaudhuri , p ganesan , v narasayya"
665,& hellip ; of the 22 thinternational conference on very large data,,"s dar , mj franklin , b jã ³ nsson"
666,"sigmod record , special issue on metadata for digital media ,",,kr bã?hm
667,"new directions for higher education ,",1980.0,km o'donnell
668,"approaches to emotion ,",,rj davidson
669,submitted for,,"pp kã $ renlampi , p tynjã $ lã $ , p strã ¶ m"
670,,,j jianming
671,"bt technology journal ,",1999.0,av lewis
672,proceedings of the acm sigmod international conference on,,"r agrawal , n gehani , j srinivasan"
673,"technical report , computer science department , stanford",,"l gravano , k chang"
674,,,jf seara
675,"& hellip ; study for the european demonstration programme on iczm ,",,g king
676,"25th international conference on very large data bases , & hellip ; ,",,r munz
677,"virology-new york - ,",1995.0,"tj evans , mg jacquemin , pj farrell"
678,"management science ,",1979.0,wg ouchi
679,"new directions for adult and continuing education ,",1998.0,"ks mcdonald , lm hite"
680,"journal of emergency medicine ,",1998.0,"jd rizos , be digravio , mj sehl , jm tallon"
681,"proceedings of the 14th acm international conference on & hellip ; ,",2005.0,"c luo , z jiang , wc hou"
682,"proceedings of the 1994 acm sigmod international conference & hellip ; ,",1994.0,"e kã 1/4 hn , t tschernko , k schwarz"
683,at,,"x wang , ddl chung"
684,"proceedings of iamg98 , isola dâ ?? ischia , naples , 1998 ,",,"m favalli , f giannini , mt pareschi , m ranci"
685,,2005.0,"z hu , c fan , js marron , x he , bf qaqish , g karaca ,"
686,"vivo demonstration of a defect in glyoxylate metabolism . n & hellip ; ,",,"ew frederick , mt rabkin , rh richie , lh smith"
687,"new directions for teaching and learning ,",1995.0,"bj zimmerman , as paulsen"
688,"acm sigmod record ,",2005.0,b cooper
689,"unpublished manuscript ,",,"e nascimento , i debus"
690,,,"i gorton , a liu , p brebner"
691,"athens , greece ,",,a malikouti-drachman
692,proc . 28th conf . int &#39; l soc . animal genetics,,jw keeleâ ? ¦
693,"middle east technical university ,",,o sehitoglu
694,"proceedings ofâ ?? nonlinear variational problemsâ ?? , isola d & hellip ; ,",,"f murat , l tartar"
695,,,"a barua , ab whinston , f yin"
696,"unpublished manuscript ,",,"hf dahl , ã ? sã ¸ rensen"
697,"proceedings of short papers.-maribor : institute of & hellip ; ,",,lb sokolinsky
698,"academy of management journal ,",2001.0,"k lovelace , dl shapiro , lr weingart"
699,"see ref ,",,k cressman
700,,,m ulieru
701,,2005.0,n on-line
702,,1992.0,"ld wilde , lk koegel , rl koegel"
703,"acm sigchi bulletin ,",1986.0,"r catrambone , jm carroll"
704,"conf . om management of data , san francisco ca , may ,",,"j banerjee , w kim , hk kim , hf korth"
705,"cochrane database syst rev ,",2000.0,"n pattison , l mccowan"
706,"journal of personality and social psychology ,",1999.0,"j kruger , d dunning"
707,"athens , greece ,",,ba agency
708,"computerworld ,",,k gow
709,"acm transactions on database systems ,",,"w yair , cs veda , w kon"
710,"lecture notes in computer science ,",1999.0,"j gomes , o faugeras"
711,"computerworld ,",,s lais
712,,,"c ware , w knight"
713,"vldb ,",2000.0,"s chaudhuri , g weikum"
714,"proceedings of the 23rd annual international conference of & hellip ; ,",,i bishop
715,"proceedings of the eleventh acm international conference on & hellip ; ,",2003.0,"c chambers , w feng , w feng , d saha"
716,,,"t hanyu , m kameyama"
717,"lecture notes in computer science ,",1995.0,e gimenez
718,"proceedings : biological sciences ,",1995.0,"tg barraclough , ph harvey , s nee"
719,,,"jc dehnert , bk grant , jp banning , r johnson , t"
720,"vldb ,",2003.0,"f tian , dj dewitt"
721,"journal of personality and social psychology ,",,"hc triandis , c mccusker , ch hui"
722,proc . 11th acm,,a yao
723,"ieee computer ,",,"sb navathe , r elmasri , ja larson"
724,,,a cockburn
725,volume,,l feynman
726,,,ds dodson
727,proc . int . cong . math . stockholm,,yv linnik
728,,1998.0,a keller
729,,1999.0,"nd diamantidis , eg koukios"
730,"cornea-new york - ,",2002.0,"je jumblatt , lt cunningham , y li , mm jumblatt"
731,"artificial intelligence review ,",1997.0,"cx ling , h wang"
732,,1995.0,"dt pham , x liu"
733,"phil . mag ,",,jr wilton
734,"phil . mag ,",,agm michell
735,"bt technology journal ,",1997.0,c mackie
736,"sigmod record ,",2002.0,"sigmod record , 2002"
737,,1995.0,ka carlson
738,"san diego : academicpress ,",,"ea paul , fe clark"
