item_id,paper_name,author_team,series_name,doc_year
13141,a database interface for an integrated cad system,"c jullien , a leblond , j lecourvoisier","proceedings of the 23rd acm/ieee conference on design & hellip ; ,",1986.0
13142,review of intensive assessment recommendations conducted at the assistive technology and assessment,kj miess,,2001.0
13143,data bubbles for non-vector data : speeding-up hierarchical clustering in arbitrary metric spaces,"j zhou , j sander","proceedings of the international conference on very large & hellip ; ,",2003.0
13144,an d teal,"j shaw , n albion , ej hanker","& hellip ; control : wind tunnel demonstration of fully effective & hellip ; ,",
13145,"seer cancer statistics review , 1973-1991 : tables and graphs . national cancer institute . nih pub . no .","lag ries , ba miller , bf hankey , cl kosary , a","md ,",
13146,safe areas of computation ( sac ) for secure computing,alm dos santos,,2000.0
13147,the softening of hardware,f vahid,,
13148,itâ ?? s time to end information anarchy .,s culp,,
13149,"haradome , â ?? temp er atur e depend ece of resistivities of sn0,-based gas sensors exposed to co , h , ,","m nitta , s otani , mj haradone","electronic materials ,",
13150,non-zero-sum gaze and persuasion,"jn bailenson , ac beall , j blascovich , j loomis , m","& hellip ; manuscript , university of california , santa barbara , ca ,",2003.0
13151,rock mechanics and crustal stress,"j kemeny , n cook","demonstration of a risk-based approach to high-level waste & hellip ; ,",
13152,relational cliches : constraining constructive induction during relational learning,"g silverstein , mj pazzani",proceedings,
13153,bi-directional path tracing,"ep lafortune , yd willems","proceedings of compugraphics ,",1993.0
13154,extremal bipartite graphs with a unique k-factor,"a hoffmann , l volkmann",,
13155,understanding availability,"r bhagwan , s savage , gm voelker","lecture notes in computer science ,",2003.0
13156,the flow of water in an inclined channel of rectangular section,h jeffreys,"phil . mag ,",
13157,on the gravitational effects of distant rotating masses,"l bass , fae pirani","phil . mag ,",
13158,more information : bibliographic instruction resources .,ll phillips,"new directions for teaching and learning ,",1984.0
13159,fourier analysis with respect to bilinear maps,"o blasco , j calabuig",,
13160,structural clinical interview for dsm-iiir new york psychiatric institute,"r spitzer , jb williams , m gibbon","new york ,",
13161,"polar fft , rectopolar fft","a averbuch , rr coifman , dl donoho , m israeli , j","and applications . technical report , stanford university ,",
13162,on a historical relational algebra : two views,"au tansel , j cliord","proceedings acm sigmod conference on management of data ,",
13163,a review of theories & research on group development,ap beck,unpublished,
13164,new approaches to parsing conjunctions using prolog,"s fong , rc berwick","proceedings of the 23rd conference on association for & hellip ; ,",1985.0
13165,many faces of risk : free speech versus public safety,jl jervis,"new directions for higher education ,",2004.0
13166,querying the internet with pier,n ahmed,,
13167,social studies : citizenship education for building nations and educating global citizens .,"mc mckinney-browning , jl barthâ ? ¦","social studies and the young learner ,",1994.0
13168,parametric state-feedback control for arbitrary eigenvalue assignment with minimum sensitivity,"tj owens , jo ` reilly","& hellip ; proceedings d [ see also iee proceedings-control theory and & hellip ; ,",1989.0
13169,"august 30 , 2000 , oregon department of geology and mineral industries , baker city field office ,",m ferns,"ecology and environment , inc. , seattle ,",
13170,"do n't be lazy , be consistent : postgres-r , a new way to implement database replication","b kemme , g alonso","vldb ,",2000.0
13171,approaching the ml performance with iterative decoding,"e papagiannis , ma ambroze , m tomlinson",,
13172,co2 as an exhaust emissions surrogate in small dieselized mines,"mk gangal , ed dainty , g kunchur","procs . 5th us mine ventilation symposium ,",
13173,on the computation of tc of relational operators,y ioannidis,"proc . of 12th vldb conf ,",
13174,biodiversity profile of india,"e species , t species , pa network",,
13175,specialist epilepsy nurses for treating epilepsy,"p bradley , b lindsay","cochrane database syst rev ,",2001.0
13176,hybrid systems,rl grossmanâ ? ¦,,1993.0
13177,vprof : a virtual function call profiler for c++,g aigner,"unpublished manuscript ,",
13178,information storage and retrieval : a survey and functional description,j minker,"acm sigir forum ,",1977.0
13179,the inviscid limit for density-dependent incompressible uids,r danchin,,
13180,differential cryptanalysis of the data encryption standard,"e biham , a shamir",,1994.0
13181,emotions : a general psychoevolutionary theory,r plutchik,"approaches to emotion ,",1984.0
13182,"on the einstein , rosen , podolski paradox .",js bell,"physics i ,",
13183,"shin ` ichi satoh , the sr-tree : an index structure for high-dimensional nearest neighbor queries",n katayama,proceedings of the 1997 acm sigmod international conference,
13184,institutional commitment to fairness in college teaching,rc rodabaugh,"new directions for teaching and learning ,",1996.0
13185,conjecturing and argumentation in high-school geometry students,kr koedinger,"new directions in the teaching and learning of geometry , eds & hellip ; ,",
13186,"building opportunities , enforcing obligations","f dolittle , v knox , c miller , s rowser",,1998.0
13187,query flocks : a generalization of association-rule mining,"jd ullman , r motwani , s nestorov",,
13188,"an introductory cours e in computer graphics , chartwell-bratt , kent , 1986 , 144 pages",r kingslake,,
13189,modeling concepts for vlsi cad objects ( abstract only ),"ds batory , w kim","proceedings of the 1985 acm sigmod international conference & hellip ; ,",1985.0
13190,"sex differences in emotion : expression , experience , and physiology","am kring , ah gordon","journal of personality and social psychology ,",1998.0
13191,object fusion in mediator systems,"y papakonstantinou , s abiteboul , h garcia-molina","vldb ,",1996.0
13192,phage dna packaging,"h fujisawa , m morita","genes to cells ,",1997.0
13193,"weblab ! a universal and interactive teaching , learning , and laboratory environment for the world","cm boroni , fw goosey , m grinder , rj ross , p",,
13194,properties of emerging organizations,"j katz , wb gartner","the academy of management review ,",1988.0
13195,satish 2772 thatte,"g kakivaya , a layman , hf nielsen",,
13196,zebrafish daz-like protein controls translation via the sequence ` guuc ',"s maegawa , m yamashita , k yasuda , k inoue","genes to cells ,",2002.0
13197,"ã cents â ? ¬ å?on relaxation oscillations , ã cents â ? ¬ â ?",b van der pol,phil .,
13198,outcome measurement : showing results in the nonprofit sector,"mc plantz , mt greenway , m hendricks","new directions for program evaluation ,",
13199,wireless lans,"fj derfler jr , l freed","pc magazine ,",
13200,it agenda 2004 : which technologies will it leaders put to the test this year,m brandel,"computerworld ,",
13201,connecting on the net,"j hill , j ozer , t mace","pc magazine ,",
13202,thin clientsâ ?? overnightâ ?? hit,j fulton,"computer networks ,",
13203,some experimental results on distributed join algorithms in a local area network,"h lu , m carey","proc . 11th intl. conf . on vldb ,",
13204,method for optimal actuator and sensor placement for lar ge flexible space structures [ z ],kb lim,"proceedings of the aiaa guidance , navigation an d control & hellip ; ,",
13205,infoskills : a holistic approach to on-line user education,l rutter,"electronic library ,",2002.0
13206,aging on parisi 's tree p. 265,"jp bouchaud , ds dean","journal de physique i ,",1995.0
13207,dynamic profiling of online auctions using curve clustering,"w jank , g shmueli","submitted for publication ,",2003.0
13208,"the growth of the firm in planned economies in transition : institutions , organizations , and","mw peng , ps heath","the academy of management review ,",1996.0
13209,a new solution to the hidden surface problem,"m newell , r newell , t sancha","proc . acm ann . conf ,",
13210,vaporware tactics elicit mixed views,sj johnston,"computerworld ,",
13211,on image denoising methods,"a buades , b coll , jm morel",,
13212,'' a wonderfully terrible place to be '' : learning in practitioner inquiry communities .,sl lytle,"new directions for adult and continuing education ,",1996.0
13213,"an assessment of fire , climate , and apache history in the sacramento mountains , new mexico","mw kaye , tw swetnam","physical geography ,",1999.0
13214,transportation of chinook salmon and steelhead smolts 1968-80 and its impact on adult returns to the,dl park,"mar. fish . serv. , seattle , washington . 20p ,",
13215,digital phase modulation,"jb anderson , t aulin , ce sundberg",,
13216,one big pile of knowledge,b laberis,"computerworld ,",
13217,the population ecology of the limpets : lottia gigantea ( gray ) and several species of acmaea (,js stimson,,1968.0
13218,"extending entity-relationship systems to support hypotheses , constraints , versions , and documents","mf bosco , m gibelli","information and software technology ,",1991.0
13219,an improved failures model for communicating processes,"sd brookes , aw roscoe","lecture notes in computer science ,",1985.0
13220,"the enlightenment , an interpretation ; the rise of modern paganism .",p gay,,1966.0
13221,towards event-driven modelling for database design,"p poncelet , m teisseire , r cicchetti",,1994.0
13222,a fast two-stage algorithm for computing pagerank and its extensions,"cpc lee , gh golub , sa zenios",,
13223,deadlock detection in distributed database systems : a new algorithm and a comparative performance,"n krivokapiä ? , a kemper , e gudes","the vldb journal the international journal on very large & hellip ; ,",1999.0
