item_id,item_code,list_price,cat,b_name
18447,0a33883,43.95,audio video accessories,lenovo
18448,,13.95,,checkoutstore
18449,,,printers,intuit
18450,,,gps mapping software,intuit
18451,,,computers accessories,innovera
18452,,,blank media,innovera
18453,,,darkroom supplies,innovera
18454,,,storage presentation materials,innovera
18455,,329.5,fishfinders,humminbird
18456,,19.79,storage presentation materials,post-it
18457,,33.99,printer accessories,hp
18458,,42.99,printer accessories,hp
18459,,,printers,hp
18460,,435.99,home audio theater,middle atlantic
18461,,,gps mapping software,hon
18462,,,storage presentation materials,hon
18463,,,connectors adapters,guardian
18464,,,computers accessories,gpx
18465,,1199.99,projection screens,da-lite
18466,,130.18,printers,epson
18467,csc-250-u2,198.58,,buslink
18468,,,computers accessories,duck
18469,,105.0,,draper
18470,gs-300,38.72,cases bags,dolica
18471,,,laminating supplies,wilson jones
18472,,29.37,,wausau
18473,,19.36,computers accessories,wilson
18474,,21.41,uninterrupted power supply ups,uniball
18475,,27.33,computer accessories,uniball
18476,,,printers,targus
18477,rg0315,37.22,bags cases,targus
18478,,,,steelmaster by mmf industries
18479,,,,steelmaster by mmf industries
18480,,,printers,srs
18481,,54.52,printers,southworth
18482,,,printers,southworth
18483,,8.0,distribution,softalk
18484,,,,smead
18485,,,,smead
18486,,,,smead
18487,,,printers,smead
18488,,,laminating supplies,smead
18489,,,storage presentation materials,dixon
18490,backup usb flash drive,68.64,computer components,edge
18491,,9.99,media storage organization,american clocks
18492,,,storage presentation materials,smead
18493,,,,smead
18494,,,printers,olympus
18495,,22.14,storage presentation materials,sharpie
18496,,28.92,storage presentation materials,scotch
18497,,21.27,computers accessories,scotch
18498,,149.99,computers accessories,roxio
18499,,26.35,printers,rolodex
18500,,,printer accessories,rolodex
18501,,,printers,post-it
18502,,,storage presentation materials,post-it
18503,,,office electronics,post-it
18504,,,laminating supplies,post-it
18505,,,printers,post-it
18506,,,printers,post-it
18507,,5115.0,projection screens,da-lite
18508,,153.61,audio video accessories,pilot pen corporation of america
18509,,,home security systems,pentel
18510,,,laminating supplies,pendaflex
18511,,,laminating supplies,pendaflex
18512,,,printer accessories,s j paper
18513,,,cables interconnects,paper mate
18514,,68.41,,panasonic
18515,,,,oxford
18516,,,printers,oxford
18517,,,accessories supplies,ofm
18518,,37.32,computers accessories,nuance
18519,,,computers accessories,nuance
18520,,148.26,storage presentation materials,xerox
18521,,174.0,cables interconnects,xantech
18522,,75.06,printer staples,x-acto
18523,,45.0,connectors adapters,v7
18524,,23.0,adapter rings,wilson jones
18525,,117.0,radios,universal
18526,,53.0,radios,universal
18527,,96.0,storage presentation materials,universal
18528,,43.0,cables interconnects,tripp lite
18529,du-sd1016g-c,30.25,blank media,dane-elec
18530,,54.87,storage presentation materials,tops
18531,,32.47,storage presentation materials,tops
18532,,35.29,storage presentation materials,tops
18533,,13.62,electronic dictionaries thesauri translators,tops
18534,,14.45,storage presentation materials,tops
18535,,,laminating supplies,tops
18536,,74.43,shredders,swingline
18537,,38.45,shredders,swingline
18538,,33.86,shredders,swingline
18539,,431.13,printer staples,swingline
18540,,29.31,printer staples,swingline
18541,,43.0,cash registers,steelmaster by mmf industries
18542,,121.83,shredders,stanley
18543,,34.61,printer staples,stanley
18544,,54.55,printer staples,stanley
18545,,49.0,laminating supplies,s j paper
18546,,63.0,laminating supplies,smead
18547,,44.0,laminating supplies,smead
18548,,38.0,laminating supplies,smead
18549,,67.0,laminating supplies,smead
18550,,45.0,laminating supplies,smead
18551,,49.0,laminating supplies,smead
18552,,45.0,laminating supplies,smead
18553,,93.82,shredders,sheaffer
18554,,25.54,shredders,sharpie
18555,,25.54,shredders,sharpie
18556,,38.39,shredders,sharpie
18557,,33.68,shredders,sharpie
18558,,40.17,shredders,sharpie
18559,,51.49,blank media,scotch
18560,,22.0,storage presentation materials,saunders
18561,,65.83,shredders,safco
18562,,127.0,storage presentation materials,rubbermaid
18563,,30.0,laminating supplies,rolodex
18564,,36.0,laminating supplies,rediform
18565,,24.0,laminating supplies,rediform
18566,gn-bgtr,16.31,complete tripod units,kinamax
18567,,,printers,hon
18568,,22.87,gps system accessories,fiskars
18569,,,office electronics,dayminder premiere
18570,,50.99,printer accessories,chartpak
18571,be-ls15-s08,23.98,bags cases,built ny
18572,,,connectors adapters,boss
18573,,,laminating supplies,best rite
18574,avpse7tnc3e,39.99,audio video accessories,computer associates
18575,,8.84,selector boxes,middle atlantic
18576,,,printers,hon
18577,,8.84,selector boxes,middle atlantic
18578,,22.26,gift cards,microsoft
18579,,33.99,distribution,pioneer
18580,sbx-12w,25.26,arts crafts 4-for-3 offer,pioneer
18581,,,laminating supplies,pendaflex
18582,,,printer accessories,s j paper
18583,,90.0,,panasonic
18584,,,storage presentation materials,oxford
18585,,,,oxford
18586,,435.0,label makers,safco
18587,,146.0,laminating supplies,quartet
18588,,39.0,portfolios,avery
18589,,16.34,storage presentation materials,pacon
18590,,84.46,storage presentation materials,navigator
18591,,11.74,storage presentation materials,national
18592,,70.59,shredders,mcgill
18593,,674.0,laminating supplies,hon
18594,,27.0,storage presentation materials,westcott
18595,,25.12,shredders,fiskars
18596,,34.0,storage presentation materials,charles leonard
18597,,295.0,radios,best rite
18598,,161.0,radios,best rite
18599,,277.0,radios,best rite
18600,,121.0,tv mounts,bell ' o
18601,,,projection screens,da-lite
18602,,29.87,storage presentation materials,national
18603,,,storage presentation materials,mcgill
18604,,,,comprehensive
18605,,51.99,bags cases,goodhope bags
18606,,63.05,laser printer toner,moon tech
18607,72-5055,22.15,home security systems,trademark global
18608,72-4130-4,14.99,home security systems,trademark global
18609,72-1463-4,9.71,surveillance cameras,trademark global
18610,72-1613,35.4,motion detectors,trademark global
18611,cdr0880,266.99,surveillance cameras,clover
18612,,164.99,bags cases,seahorse
18613,603,46.77,cordless telephones,dsi
18614,,17.28,bags cases,vanguard
18615,,179.95,printers,clarion
18616,wrt160n-rm,28.95,routers,cisco
18617,,29.99,computers accessories,tribeca
18618,,44.99,computer components,brother
18619,dr200,83.99,laser printer toner,brother
18620,,23.99,computers accessories,tribeca
18621,,,office electronics,the board dudes
18622,,,usb flash drives,action
18623,f2e9142-wht,24.99,connectors adapters,belkin
18624,atw-701 / l,,microphone systems,audio-technica
18625,athm30,,headphones,audio-technica
18626,ipad01-blk,9.99,cases sleeves,motion systems
18627,63204510,32.31,media storage organization,atlantic
18628,mb957z/a,189.99,photo editing,apple
18629,smt750,274.74,pdus,apc
18630,28040557,,photo editing,adobe
18631,dv1-vr,89.99,camcorders,general electric
18632,gt701r,,modems,actiontec
18633,,0.92,office electronics accessories,acco
18634,,37.73,digital picture frames,aluratek
18635,,24.99,computers accessories,tribeca
18636,,51.86,laser pointers,da-lite
18637,121203,116.02,projection screens,draper
18638,cb-dp0f11-s1,9.52,video cables,siig
18639,cr6001a-bk,163.0,portable cd players,crosley
18640,,69.99,,ubi soft
18641,cn-gp1011-s3,22.92,network cards,siig
18642,kl60l,9.37,label makers,casio
18643,fva2014,9.99,computers accessories,tribeca
18644,ex-z16bk,98.0,point shoot digital cameras,casio
18645,msnf05,15.27,mouse pads,team promark
18646,,,printer accessories,cardinal
18647,4480a242,11.72,printer ink toner,canon
18648,8367a001aa,124.95,printer ink toner,canon
18649,360200,60.09,sports outdoor gps,bushnell
18650,,30.0,laminating supplies,rubbermaid
18651,53615,11.45,accessories,motorola
18652,qpb-5,19.79,camcorder batteries,case logic
18653,iuhw5,16.61,vehicle mounts,scosche
18654,70060,99.99,monitors,mobi
18655,kb-595bu,35.23,computers accessories,solidtek
18656,,22.58,sports outdoor gps,midland
18657,059-05442,113.03,audio video accessories,microsoft
18658,cb-hd0112-s1,11.45,hdmi cables,siig
18659,m-krl110,9.99,computers accessories,merkury innovations
18660,ht-21-bk,23.99,headphones,meelectonics
18661,,,covers,m-edge
18662,20025,28.0,,maxsa
18663,,255.62,printer ink toner,hp
18664,ipad-ll-gmt,37.6,cases sleeves,ifrogz
18665,av2-42,,projection screens,da-lite
18666,,,all-in-one printers,lexmark
18667,,66.55,cases sleeves,typad
18668,30704,39.93,educational computers accessories,leapfrog
18669,3771,29.41,computers accessories,avanquest
18670,easyshare m580 purple,169.99,point shoot digital cameras,kodak
18671,kvr667d2d8f5/2g,49.74,memory,kingston
18672,ktd8300/1g,58.52,memory,kingston
18673,ktl-tp667 / 2g,26.99,memory,kingston
18674,m12864e40,16.74,computers accessories,kingston
18675,kth-zd8000b / 1g,15.74,memory,kingston
18676,pr-ez1,31.1,bags cases,keyspan
18677,u2-dvdrw-sl,48.82,computers accessories,kanguru solutions
18678,,41.36,basic,canon
18679,2948b001,12.99,inkjet printer ink,canon
18680,,,printers,cables unlimited
18681,,89.99,audio video accessories,vonnic
18682,,39.0,laminating supplies,dome
18683,,119.0,computers accessories,battery-biz
18684,,35.0,portfolios,avery
18685,,25.88,shredders,bic
18686,,40.85,computer accessories,stanley
18687,,762.6,power supplies,tripp lite
18688,wg311,20.9,networking products,netgear
18689,,104.99,home theater systems,netgear
18690,m575,22.98,cases bags,young micro
18691,,22.95,mice,team pro mark
18692,,21.25,computers accessories,mukii
18693,r6950 twin frozr iii pe oc,387.01,graphics cards,msi
18694,spn5400,4.99,car chargers,motorola
18695,motw430abc,59.99,no-contract phones,motorola
18696,86052010,9.05,mouse pads,wincraft
18697,,,,mmf
18698,cb-dp0b11-s1,15.14,video cables,siig
18699,2401510,7.15,,micro sata cables
18700,,,blank media,memorex
18701,sp51p-bk,44.01,headphones,meelectonics
18702,,66.99,bags cases,mcbrine luggage
18703,cd-392,8.98,disc jewel cases,maxell
18704,20151,20.85,audio video accessories,encore
18705,,682.77,audio video accessories,master
18706,,36.49,mp3 players,mach speed
18707,,339.99,television stands entertainment centers,luxor
18708,,637.0,television stands entertainment centers,luxor
18709,931352-0403,55.48,mice,logitech
18710,939-000181,23.95,cooling pads,logitech
18711,,145.99,overhead projectors,da-lite
18712,,629.99,remote controls,da-lite
18713,fan-4led-80bu,,computers accessories,link depot
18714,15m1330,47.99,inkjet printer ink,lexmark
18715,lmc400,25.99,chargers,arkon
18716,8484875,20.81,film,kodak
18717,easyshare m550 tan,64.48,point shoot digital cameras,kodak
18718,cf/16gb-u 2,33.74,blank media,kingston
18719,kac-memf/2g,29.24,memory,kingston
18720,kth-xw4400e6 / 1g,18.74,memory,kingston
18721,dt101g2/16gb,17.5,usb flash drives,kingston
18722,e03601p2m,31.6,,keytronicems
18723,jhp370,14.9,headphones,jwin
18724,ir-5400-sl,16.38,,buslink
18725,,24.99,computers accessories,tribeca
18726,ion video2pc,39.65,video converters,ion
18727,,,computers accessories,hp
18728,ip-642,23.75,,incipio
18729,isd391b,59.99,speakers,ilive
18730,it4ll-gmt,11.99,cases,ifrogz
18731,,66.99,printer accessories,hp
18732,q6511x,171.99,laser printer toner,hp
18733,,417.06,,hon
18734,81409,11.58,mice,hello kitty
18735,ssxhkt2055,17.24,electronic alarm clocks,hello kitty
18736,b123-001,45.02,,tripp lite
18737,,,cables interconnects,heatshift
18738,hacnt,11.95,,hawking technology
18739,gc23095,17.75,computers accessories,griffin technology
18740,gb02198,13.44,cases,griffin technology
18741,fip115,22.0,cases,siskiyou
18742,,,computers accessories,griffin technology
18743,,,printers,grade-a
18744,gn097-usb,14.99,vehicle mounts,arkon
18745,,25.89,inkjet printer ink,hp
18746,,,hardware,genius
18747,tl26400,9.87,batteries,general electric
18748,,12.0,television stands entertainment centers,atlantic
18749,ty356ll/a,264.98,computer accessories,filemaker inc.
18750,,11.8,,fellowes
18751,,169.0,projection screens,da-lite
18752,mbr1200cp,142.66,networking products,cradlepoint
18753,6184,,accessories supplies,da-lite
18754,s015384,23.59,impact dot matrix printer ribbons,epson
18755,t044520,17.7,inkjet printer ink,epson
18756,e91bp-8,1.99,aa,energizer
18757,,8.78,corded telephones,emerson
18758,24751,12.54,audio video accessories,encore
18759,,19.97,computers accessories,elmer 's
18760,m84nwv-srm,101.27,projection screens,elite
18761,edgdm-225773-pe,21.25,memory cards,edge
18762,edgdmdg004gdisk,11.44,usb flash drives,edge
18763,,,label makers,dymo
18764,1 5le25,10.49,9v,duracell
18765,drinvm100,31.02,power inverters,duracell
18766,xdm31155m-sa,306.0,printer accessories,xerox
18767,dpr-1260,41.95,print servers,d-link
18768,108r00717,232.0,,xerox
18769,,143.44,computers accessories,xerox
18770,ml95k,184.52,accessories supplies,xantech
18771,wkb2000,39.95,keyboards,acp
18772,,16.99,mouse pads,wincraft
18773,,7.1,,wausau
18774,cd1103w,7.95,corded telephones,vtech
18775,viv-sc-nik,11.95,battery chargers,vivitar
18776,k-60596-02,79.95,case bag accessories,vivitar
18777,900367,114.99,graphics cards,visiontek
18778,,9.99,computers accessories,tribeca
18779,b130-101a,115.19,ethernet cables,tripp lite
18780,,5.55,cables interconnects,verbatim
18781,,31.52,computers accessories,vaultz
18782,,53.49,screen filters,v7
18783,,15.42,computers accessories,tribeca
18784,usr5686g,88.23,modems,usrobotics
18785,,,,universal
18786,wp110,24.77,housings,dicapac
18787,,25.2,storage presentation materials,uniball
18788,smx1000lcd,195.94,uninterrupted power supply ups,tripp lite
18789,p606-006-r,10.71,parallel cables,tripp lite
18790,,30.39,networking products,tripp lite
18791,b004-dua2-k-r,115.99,switches,tripp lite
18792,tk-803r,109.99,kvm switches,trendnet
18793,tpe-s44,59.99,switches,trendnet
18794,tl-wa701nd,27.99,networking products,tp-link
18795,,79.99,networking products,tp link
18796,ao-008038-203,12.99,gps mapping software,delorme us software
18797,df-7026-uvkit,1.49,filters,sunpak
18798,,41.94,,encore
18799,th-an-cm,67.24,usb cables,atdec
18800,681620239355,19.98,mouse pads,team promark llc
18801,tc20z1,15.15,labeling tapes,brother
18802,pauk10u,14.43,access-control keypads,targus
18803,"kx16 , kx13",25.53,car electronics accessories,talk works
18804,20097684,44.99,computer accessories,symantec
