publication_id,journal_name,paper_authors,work_title
26000,,f eg,"1023 , part ii , question 10a"
26001,proceedings of the 23rd,m chodorow,"s. , byrd , roy . j. , and heidorn , george . e. 1985 . '' extracting semantic hierarchies from a large on -"
26002,,a parthasarathy,vedanta treatise
26003,"unpublished manuscript ,","wm cohen , rr nelson , j walsh",a first look at the results of the 1994 carnegie mellon survey of industrial r & d in the united
26004,"lecture notes in computer science ,",p master,the age of adaptive computing is here
26005,"unpublished manuscript ,","mn gibbs , djc mackay",efficient implementation of gaussian processes for interpolation
26006,,"a adi , d botzer , o etzion , t yatzkar-haham",monitoring business processes through event correlation based on dependency model
26007,proceedings of the 1995 acm sigmod international conference,"j ashley , m flickner , j hafner , d lee , w niblack ,",the query by image content system
26008,"bt technology journal ,",i dufour,full text full text available on the publisher site publisher sitesource bt technology journal
26009,"acm sigmod record ,",j patel,systems and prototypes
26010,,"ew howerth , de stallknect",hemorrhagic disease in wildlife in the united states
26011,acm sigmod,"cs jensen , j cliord , r elmasri , sk gadia , p hayes ,",editors . a glossary of temporal database concepts
26012,,jmh o & apos neill,geologic controls on distribution of hydrothermal vents on the superfast-spreading southern east
26013,,"mj alderson , bl betker",assessing post-bankruptcy performance : an analysis of reorganized firms ' cash flows
26014,"cambridge , to appear in ,","ve korepin , ag izergin , nm bogoliubov","quantum inverse scattering method , correlation functions and algebraic bethe ansatz"
26015,,r jacobson,microsoft excel 2000/visual basic for applications fundamentals
26016,"extrait du procs verbal de la s6ance du ,",a saas,g6ochimie de l'iode dans les principaux types de sols franais
26017,"& hellip ; of research and demonstration projects . elsevier applied & hellip ; ,","pg rouxhet , n mozes",physico-chemical bases of microbial adhesion .
26018,,re scullyâ ? ¦,histological typing of female genital tract tumours
26019,"conf . on very large data bases ,","sd berchtold , d keim , hp kriegel",the x-tree : an index structure for high-dimensional data . 22 ndint
26020,"proceedings : biological sciences ,","nb metcalfe , se ure",diurnal variation in flight performance and hence potential predation risk in small birds
26021,,m flury,experimentelle analyse der mischungstruktur in turbulenten nicht vorgemischten flammen
26022,"san diego ,","j schmahmann , j doyon , aw toga , m petrides , ac",mri atlas of the human cerebellum academic press
26023,"proc . of the 1997 acm sigmod int . conference on management & hellip ; ,","l gravano , cck chang , h garc",a-molina und a. paepcke : starts : stanford proposal for internet meta-searching
26024,,1991,illiberal education : the politics of race and sex on campus
26025,,f schwarz,efficient factorization of linear ode 's
26026,"companion to economic geography ,",r martin,institutional approaches in economic geography
26027,"bt technology journal ,","td ` roza , g bilchev",an overview of location-based services
26028,"proc . afips ,","rj swan , sh fuller , dp siewiorek","cm * - a modular , multi-microprocessor"
26029,proceedings of the 28th international conference on vldb,g bruno,"adems , an adaptable and extensible mediation service application to biological sources"
26030,,"ra becker , jm chambers , ar wilks",splus reference manual
26031,"proceedings of the 2004 acm sigmod international conference & hellip ; ,","m dill , a kraiss , s sigg , t zurek",service-oriented bi : towards tight integration of business intelligence into operational
26032,submitted for,"md zaharia , l dorst",modeling and visualization of 3d polygonal mesh surfaces using geometric algebra
26033,"md ,",a mueller,"fast sequential and parallel algorithms for association rule mining : a comparison , university of"
26034,,"gj heydinger , mk salaani , wr garrott , pa grygier",vehicle dynamics modelling for the national advanced driving simulator
26035,,s mann,pencigraphyâ ?? with agc : joint parameter estimation in both domain and range of functions in same
26036,,h feng,integrations inquiry of theory and method
26037,"pc magazine ,",b machrone,the price of wireless shopping
26038,"lecture notes in computer science ,","c boyd , w mao",on a limitation of ban logic
26039,"computerworld. ,","gf mclean , b johnson",auditors mount campaign for dp abuse laws .
26040,"european rotorcraft forum , 25 th , rome , italy , proceedings. ,","hf von geyr , n kroll",application of 3 d-preconditioning for the prediction of helicopter fuselage drag considering
26041,"cochrane database syst rev ,","c dezateux , s walters , i balfour-lynn",inhaled corticosteroids for cystic fibrosis
26042,"cochrane database syst rev ,","l malmberg , m fenton",individual psychodynamic psychotherapy and psychoanalysis for schizophrenia and severe mental
26043,"management science ,",w sadowski,a few remarks on the assortment problem
26044,"proc . acm pods conference ,","p buneman , w fan , s weinstein",path constraints on structured and semistructured data
26045,"proc . vldb , s ,","s deloch , nm mattos",integrating sql databases with contentspecic search engines
26046,proc . acm sigmod,"g grã $ fe , d dewitt",the exodus query optimizer
26047,"proc . of acm-sigmod int â ?? l conference on management of & hellip ; ,","v harinarayan , a rajaraman",j. : ullman . implementing data cubes efficiently
26048,"md ,","k gultekin , mc miller , dp hamilton","to appear in the proceedings of the astrophysics of gravitational wave sources , college park"
26049,proc . 2001 acm sigmod intl. conf . managment of,"a deshpande , mn garofalakis",rr independence is good : dependency-based histogram synopses for high-dimensional data
26050,"acm sigmod record ,","r kimball , k strehlo",why decision support fails and how to fix it
26051,"bt technology journal ,","mp hollier , an rimell , ds hands , rm voelcker",multi-modal perception
26052,"computer networks ,","mk perdikeas , is venieris",parlay-based service engineering in a converged internet-pstn environment
26053,"submitted for publication ,","m bawa , h garcia-molina , a gionis , r motwani",estimating aggregates on a peer-to-peer network
26054,"lecture notes in computer science ,","pr wilson , ms johnstone , m neely , d boles",dynamic storage allocation : a survey and critical review
26055,proceedings of the 23rd international symposium of the,"sr tannenbaum , wg stillwell , h ji , pl skipper , mc",heterocyclic amines in cooked foods : possible human carcinogens
26056,"jg : demonstration of igm cytomegalovirus-antibodies as an & hellip ; ,",m langenhuysen,"the , th , nieweg , ho , kapsenberg"
26057,at .,bg dubovskii,sectioned systems
26058,"& hellip ; manuscript , university of california , santa barbara ,","m hegarty , dr montello",individual differences in environmental spatial cognition
26059,"journal of web semantics ,","i horrocks , pf patel-schneider , s bechhofer , d",owl rules : a proposal and prototype implementation
26060,"senâ ?? i gakkaishi ,","y ohkoshi , j watanabe , w okumura , y gotoh , m",catastrophic neck-flow transition during laser-heated drawing d poly ( ethylene terephthalate ) fiber
26061,,s pagano,gf ( 4 ) - representations of bias matroids of signed graphs : the 3-connected case .
26062,"proc . of the a cm-sigmod intl. conf . on management of data ,","m gyssens , d van gucht",the powerset operator as an algebraic tool for understanding least fixpoint semantics in the context
26063,"journal of emergency medicine ,","c moores , d dire",movement disorders as a manifestation of nonketotic hyperglycaemia
26064,"new directions for teaching and learning ,",bw speck,unveiling some of the mystery of professional judgment in classroom assessment
26065,"bt technology journal ,","p singh , m minsky , i eslick",computing commonsense
26066,"new directions for program evaluation ,",rh moos,assessing the program environment : implications for program evaluation and design
26067,,"g charness , d levin",the origin of the winnerâ ?? s curse
26068,"& hellip ; conferenceonverylargedatabases , bombay , india , september ,","mj carey , dj dewitt","ã cents â ? ¬ å?of objects and databases : a decade of turmoil , ''"
26069,"computer networks ,","f arts , p barri , i clemminck , a niemegeers , b",network processor requirements and benchmarking
26070,"sleep-new york - ,","ef pace-schott , j kaji , r stickgold , ja hobson",nightcap measurement of sleep quality in self-described good and poor sleepers
26071,,"a ferguson , d bridge",generalised prioritisation : a new way of combining similarity metrics
26072,"submitted for publication ,","jm anglin , tm alexander , cj johnson",word learning and the growth of potentially knowable vocabulary
