scholar_id,conf_abbrev,subject_title,author_group,pub_date
25984,"the histochemical journal ,",an ultrastructural study of the morphology and lectin-binding properties of human mast cell granules,"cjp jones , cj kirkpatrick , rw stoddart",1988.0
25985,"electronic design ,",personal computers play host to board array processors,"j molinari , c preston",
25986,,folding pathways of a helix-turn-helix model protein,"d hoffmann , ew knapp",
25987,,implementation of multiwavelength information processing using optical wave mixing,w wu,1996.0
25988,"proc . of the acm sigmod con-ferrncc on man , agement of","wal , t. imielinski , and a. swami . mining associa . t. ion rules between sets of items in large dat ,",r agra,
25989,"unpublished manuscript ,",the impact of policy interventions on a pre-industrial population system in the austrian alps,"o veichtlbauer , e hanser , a zeileis , f leisch",
25990,"san diego ,",biogeochemistry : an analysis of global change : academic press,wh schlesinger,
25991,"lecture notes in computer science ,",comparison of view-based object recognition algorithms using realistic 3d models,"v blanz , b schoelkopf , h buelthoff , c burges , v",1996.0
25992,"ieee computer ,",fault-tolerant systems in commercial applications,o serlin,
25993,"technical report , department of statistics , stanford","andjohnstone , im ( 1992a ) minimaxestimationviawaveletshrinkage",dl donoho,
25994,proceedings of the 1995 acm sigmod international conference,an effective hash algorithm for mining association rules,"j park , m chen , p yu",
25995,"cochrane database syst rev ,",antidepressants for depression in medical illness,"d gill , s hatcher",2000.0
25996,"geography ,",transport for the disabled,r gant,
25997,"& hellip ; conference on informatics , athens , greece . available at : www & hellip ; ,",neural networks for fast and efficient classification of multispectral remote sensing data,"n vassilas , s perantonis , e charou , s varoufakis ,",
25998,"new directions for teaching and learning ,",which non-native speaker ? differences between international students and us resident ( language,jm reid,1997.0
25999,"proc . 28th asilomar conference , pacific grove , october ,","graf , and k. wang , speech assisted video processing : interpolation and lowâ bitrate coding",hp chen,
26000,,"1023 , part ii , question 10a",f eg,
26001,proceedings of the 23rd,"s. , byrd , roy . j. , and heidorn , george . e. 1985 . '' extracting semantic hierarchies from a large on -",m chodorow,
26002,,vedanta treatise,a parthasarathy,1984.0
26003,"unpublished manuscript ,",a first look at the results of the 1994 carnegie mellon survey of industrial r & d in the united,"wm cohen , rr nelson , j walsh",
26004,"lecture notes in computer science ,",the age of adaptive computing is here,p master,2002.0
26005,"unpublished manuscript ,",efficient implementation of gaussian processes for interpolation,"mn gibbs , djc mackay",
26006,,monitoring business processes through event correlation based on dependency model,"a adi , d botzer , o etzion , t yatzkar-haham",
26007,proceedings of the 1995 acm sigmod international conference,the query by image content system,"j ashley , m flickner , j hafner , d lee , w niblack ,",
26008,"bt technology journal ,",full text full text available on the publisher site publisher sitesource bt technology journal,i dufour,2004.0
26009,"acm sigmod record ,",systems and prototypes,j patel,2002.0
26010,,hemorrhagic disease in wildlife in the united states,"ew howerth , de stallknect",2002.0
26011,acm sigmod,editors . a glossary of temporal database concepts,"cs jensen , j cliord , r elmasri , sk gadia , p hayes ,",
26012,,geologic controls on distribution of hydrothermal vents on the superfast-spreading southern east,jmh o & apos neill,1998.0
26013,,assessing post-bankruptcy performance : an analysis of reorganized firms ' cash flows,"mj alderson , bl betker",
26014,"cambridge , to appear in ,","quantum inverse scattering method , correlation functions and algebraic bethe ansatz","ve korepin , ag izergin , nm bogoliubov",
26015,,microsoft excel 2000/visual basic for applications fundamentals,r jacobson,1999.0
26016,"extrait du procs verbal de la s6ance du ,",g6ochimie de l'iode dans les principaux types de sols franais,a saas,
26017,"& hellip ; of research and demonstration projects . elsevier applied & hellip ; ,",physico-chemical bases of microbial adhesion .,"pg rouxhet , n mozes",1987.0
26018,,histological typing of female genital tract tumours,re scullyâ ? ¦,1994.0
26019,"conf . on very large data bases ,",the x-tree : an index structure for high-dimensional data . 22 ndint,"sd berchtold , d keim , hp kriegel",
26020,"proceedings : biological sciences ,",diurnal variation in flight performance and hence potential predation risk in small birds,"nb metcalfe , se ure",1995.0
26021,,experimentelle analyse der mischungstruktur in turbulenten nicht vorgemischten flammen,m flury,1999.0
26022,"san diego ,",mri atlas of the human cerebellum academic press,"j schmahmann , j doyon , aw toga , m petrides , ac",
26023,"proc . of the 1997 acm sigmod int . conference on management & hellip ; ,",a-molina und a. paepcke : starts : stanford proposal for internet meta-searching,"l gravano , cck chang , h garc",
26024,,illiberal education : the politics of race and sex on campus,1991,1991.0
26025,,efficient factorization of linear ode 's,f schwarz,
26026,"companion to economic geography ,",institutional approaches in economic geography,r martin,2000.0
26027,"bt technology journal ,",an overview of location-based services,"td ` roza , g bilchev",2003.0
26028,"proc . afips ,","cm * - a modular , multi-microprocessor","rj swan , sh fuller , dp siewiorek",
26029,proceedings of the 28th international conference on vldb,"adems , an adaptable and extensible mediation service application to biological sources",g bruno,
26030,,splus reference manual,"ra becker , jm chambers , ar wilks",1991.0
26031,"proceedings of the 2004 acm sigmod international conference & hellip ; ,",service-oriented bi : towards tight integration of business intelligence into operational,"m dill , a kraiss , s sigg , t zurek",2004.0
26032,submitted for,modeling and visualization of 3d polygonal mesh surfaces using geometric algebra,"md zaharia , l dorst",
26033,"md ,","fast sequential and parallel algorithms for association rule mining : a comparison , university of",a mueller,
26034,,vehicle dynamics modelling for the national advanced driving simulator,"gj heydinger , mk salaani , wr garrott , pa grygier",
26035,,pencigraphyâ ?? with agc : joint parameter estimation in both domain and range of functions in same,s mann,
26036,,integrations inquiry of theory and method,h feng,2001.0
26037,"pc magazine ,",the price of wireless shopping,b machrone,
26038,"lecture notes in computer science ,",on a limitation of ban logic,"c boyd , w mao",1994.0
26039,"computerworld. ,",auditors mount campaign for dp abuse laws .,"gf mclean , b johnson",1982.0
26040,"european rotorcraft forum , 25 th , rome , italy , proceedings. ,",application of 3 d-preconditioning for the prediction of helicopter fuselage drag considering,"hf von geyr , n kroll",1999.0
26041,"cochrane database syst rev ,",inhaled corticosteroids for cystic fibrosis,"c dezateux , s walters , i balfour-lynn",2000.0
26042,"cochrane database syst rev ,",individual psychodynamic psychotherapy and psychoanalysis for schizophrenia and severe mental,"l malmberg , m fenton",2001.0
26043,"management science ,",a few remarks on the assortment problem,w sadowski,1959.0
26044,"proc . acm pods conference ,",path constraints on structured and semistructured data,"p buneman , w fan , s weinstein",
26045,"proc . vldb , s ,",integrating sql databases with contentspecic search engines,"s deloch , nm mattos",
26046,proc . acm sigmod,the exodus query optimizer,"g grã $ fe , d dewitt",
26047,"proc . of acm-sigmod int â ?? l conference on management of & hellip ; ,",j. : ullman . implementing data cubes efficiently,"v harinarayan , a rajaraman",
26048,"md ,","to appear in the proceedings of the astrophysics of gravitational wave sources , college park","k gultekin , mc miller , dp hamilton",
26049,proc . 2001 acm sigmod intl. conf . managment of,rr independence is good : dependency-based histogram synopses for high-dimensional data,"a deshpande , mn garofalakis",
26050,"acm sigmod record ,",why decision support fails and how to fix it,"r kimball , k strehlo",1995.0
26051,"bt technology journal ,",multi-modal perception,"mp hollier , an rimell , ds hands , rm voelcker",1999.0
26052,"computer networks ,",parlay-based service engineering in a converged internet-pstn environment,"mk perdikeas , is venieris",2001.0
26053,"submitted for publication ,",estimating aggregates on a peer-to-peer network,"m bawa , h garcia-molina , a gionis , r motwani",2004.0
26054,"lecture notes in computer science ,",dynamic storage allocation : a survey and critical review,"pr wilson , ms johnstone , m neely , d boles",1995.0
26055,proceedings of the 23rd international symposium of the,heterocyclic amines in cooked foods : possible human carcinogens,"sr tannenbaum , wg stillwell , h ji , pl skipper , mc",
26056,"jg : demonstration of igm cytomegalovirus-antibodies as an & hellip ; ,","the , th , nieweg , ho , kapsenberg",m langenhuysen,
26057,at .,sectioned systems,bg dubovskii,
26058,"& hellip ; manuscript , university of california , santa barbara ,",individual differences in environmental spatial cognition,"m hegarty , dr montello",
26059,"journal of web semantics ,",owl rules : a proposal and prototype implementation,"i horrocks , pf patel-schneider , s bechhofer , d",2005.0
26060,"senâ ?? i gakkaishi ,",catastrophic neck-flow transition during laser-heated drawing d poly ( ethylene terephthalate ) fiber,"y ohkoshi , j watanabe , w okumura , y gotoh , m",
26061,,gf ( 4 ) - representations of bias matroids of signed graphs : the 3-connected case .,s pagano,
26062,"proc . of the a cm-sigmod intl. conf . on management of data ,",the powerset operator as an algebraic tool for understanding least fixpoint semantics in the context,"m gyssens , d van gucht",
