music_entry_id,total_time,release_time,item_price,album_name,label_info,song,style,musician
33699,6:03,"June 15 , 2012",$ 0.99,No Other,2012 Riotvan,No Other ( Instrumental ),Dance & Electronic,Good Guy Mikesh & Filburt
33700,7:23,"November 17 , 2012",$ 0.89,No Problem ( feat . Lee Morgan ),( p ) Wnts,No Problem ( feat . Lee Morgan ),Jazz,Barney Wilen
33701,7:23,"February 27 , 2012",$ 0.89,"No Problem ( feat . Lee Morgan , Miles Davis , Kenny Dorham )",( p ) Wnts,No Problem ( feat . Lee Morgan ),Jazz,Barney Wilen
33702,4:33,"February 27 , 2012",$ 0.89,"No Problem ( feat . Lee Morgan , Miles Davis , Kenny Dorham )",( p ) Wnts,Valmontana ( feat . Lee Morgan ),Jazz,Barney Wilen
33703,6:59,"February 27 , 2012",$ 0.89,"No Problem ( feat . Lee Morgan , Miles Davis , Kenny Dorham )",( p ) Wnts,Prelude in Blue ( feat . Miles Davis ),Jazz,Barney Wilen
33704,2:53,"February 27 , 2012",$ 0.89,"No Problem ( feat . Lee Morgan , Miles Davis , Kenny Dorham )",( p ) Wnts,Petit Bac Blues ( feat . Kenny Dorham ),Jazz,Barney Wilen
33705,2:59,"February 27 , 2012",$ 0.89,"No Problem ( feat . Lee Morgan , Miles Davis , Kenny Dorham )",( p ) Wnts,Un tÌ © moin dans la ville ( feat . Kenny Dorham ),Jazz,Barney Wilen
33706,3:15,"February 27 , 2012",$ 0.89,"No Problem ( feat . Lee Morgan , Miles Davis , Kenny Dorham )",( p ) Wnts,Life Is One Long Struggle,Jazz,Barney Wilen
33707,3:51,"February 27 , 2012",$ 0.89,"No Problem ( feat . Lee Morgan , Miles Davis , Kenny Dorham )",( p ) Wnts,Radio Taxi Melody,Jazz,Barney Wilen
33708,4:20,"February 27 , 2012",$ 0.89,"No Problem ( feat . Lee Morgan , Miles Davis , Kenny Dorham )",( p ) Wnts,Vamp,Jazz,Barney Wilen
33709,5:52,"February 27 , 2012",$ 0.89,"No Problem ( feat . Lee Morgan , Miles Davis , Kenny Dorham )",( p ) Wnts,Nuages,Jazz,Barney Wilen
33710,3:48,"February 27 , 2012",$ 0.89,"No Problem ( feat . Lee Morgan , Miles Davis , Kenny Dorham )",( p ) Wnts,Minor Swing,Jazz,Barney Wilen
33711,3:35,"February 27 , 2012",$ 0.89,"No Problem ( feat . Lee Morgan , Miles Davis , Kenny Dorham )",( p ) Wnts,Menilmontant,Jazz,Barney Wilen
33712,4:29,"February 27 , 2012",$ 0.89,"No Problem ( feat . Lee Morgan , Miles Davis , Kenny Dorham )",( p ) Wnts,Jazz sur Seine,Jazz,Barney Wilen
33713,2:47,"February 27 , 2012",$ 0.89,"No Problem ( feat . Lee Morgan , Miles Davis , Kenny Dorham )",( p ) Wnts,Que reste t-il de nos amours ?,Jazz,Barney Wilen
33714,2:45,"February 27 , 2012",$ 0.89,"No Problem ( feat . Lee Morgan , Miles Davis , Kenny Dorham )",( p ) Wnts,Epistrophy,Jazz,Barney Wilen
33715,3:40,"February 27 , 2012",$ 0.89,"No Problem ( feat . Lee Morgan , Miles Davis , Kenny Dorham )",( p ) Wnts,John 's Groove,Jazz,Barney Wilen
33716,6:38,"February 27 , 2012",$ 0.89,"No Problem ( feat . Lee Morgan , Miles Davis , Kenny Dorham )",( p ) Wnts,Bag 's and Barney Blues,Jazz,Barney Wilen
33717,4:16,"February 15 , 2005",$ 0.99,No Problem - From King Of Crunk/Chopped & Screwed ( DMD Single ),2004 Reprise Records for the U.S. and WEA International Inc. for the world outside the U.S.,No Problem ( Chopped & Screwed Album Version ),Rap & Hip-Hop,Lil Scrappy
33718,3:34,"January 1 , 1978",$ 0.99,No Problem Here,2012 Mac McAnally,Opinion On Love,"Country , Folk",Mac McAnally
33719,1:38,"January 1 , 1978",$ 0.99,No Problem Here,2012 Mac McAnally,Funeral,"Country , Folk",Mac McAnally
33720,4:33,"January 1 , 1978",$ 0.99,No Problem Here,2012 Mac McAnally,Driving Away My Pain,"Country , Folk",Mac McAnally
33721,3:44,"January 1 , 1978",$ 0.99,No Problem Here,2012 Mac McAnally,It 's Only Love,"Country , Folk",Mac McAnally
33722,3:15,"January 1 , 1978",$ 0.99,No Problem Here,2012 Mac McAnally,She 's a Doll,"Country , Folk",Mac McAnally
33723,1:47,"January 1 , 1978",$ 0.99,No Problem Here,2012 Mac McAnally,The Lord and the Devil,"Country , Folk",Mac McAnally
33724,4:10,"January 1 , 1978",$ 0.99,No Problem Here,2012 Mac McAnally,Lazy in Love,"Country , Folk",Mac McAnally
33725,3:15,"January 1 , 1978",$ 0.99,No Problem Here,2012 Mac McAnally,Country Boy,"Country , Folk",Mac McAnally
33726,2:25,"January 1 , 1978",$ 0.99,No Problem Here,2012 Mac McAnally,Catherine,"Country , Folk",Mac McAnally
33727,5:30,"January 1 , 1978",$ 0.99,No Problem Here,2012 Mac McAnally,No Problem Here,"Country , Folk",Mac McAnally
33728,1:34,"June 24 , 2014",$ 0.99,No Problem Saloon,( c ) 2014 Crammed Discs/Joeboy Productions,No Problem Saloon,Pop,Oy
33729,3:12,"June 24 , 2014",$ 0.99,No Problem Saloon,( c ) 2014 Crammed Discs/Joeboy Productions,Akwaaba,Pop,Oy
33730,2:48,"June 24 , 2014",$ 0.99,No Problem Saloon,( c ) 2014 Crammed Discs/Joeboy Productions,Hallelujah ! Hair !,Pop,Oy
33731,3:45,"June 24 , 2014",$ 0.99,No Problem Saloon,( c ) 2014 Crammed Discs/Joeboy Productions,Market Place,Pop,Oy
33732,3:21,"June 24 , 2014",$ 0.99,No Problem Saloon,( c ) 2014 Crammed Discs/Joeboy Productions,Doondari,Pop,Oy
33733,0:35,"June 24 , 2014",$ 0.99,No Problem Saloon,( c ) 2014 Crammed Discs/Joeboy Productions,Funny I,Pop,Oy
33734,3:11,"June 24 , 2014",$ 0.99,No Problem Saloon,( c ) 2014 Crammed Discs/Joeboy Productions,My Name Is Happy,Pop,Oy
33735,3:44,"June 24 , 2014",$ 0.99,No Problem Saloon,( c ) 2014 Crammed Discs/Joeboy Productions,Tortoise And Hunter,Pop,Oy
33736,3:46,"June 24 , 2014",$ 0.99,No Problem Saloon,( c ) 2014 Crammed Discs/Joeboy Productions,Bienvenue Chez Toi,Pop,Oy
33737,4:06,"June 24 , 2014",$ 0.99,No Problem Saloon,( c ) 2014 Crammed Discs/Joeboy Productions,Millionaire In Beggar 's Wear,Pop,Oy
33738,2:40,"June 24 , 2014",$ 0.99,No Problem Saloon,( c ) 2014 Crammed Discs/Joeboy Productions,Stars On Gold,Pop,Oy
33739,0:49,"June 24 , 2014",$ 0.99,No Problem Saloon,( c ) 2014 Crammed Discs/Joeboy Productions,Funny II,Pop,Oy
33740,4:11,"June 24 , 2014",$ 0.99,No Problem Saloon,( c ) 2014 Crammed Discs/Joeboy Productions,Do n't Run Run,Pop,Oy
33741,4:46,"June 24 , 2014",$ 0.99,No Problem Saloon,( c ) 2014 Crammed Discs/Joeboy Productions,"No , I Do n't Snore",Pop,Oy
33742,2:21,"June 24 , 2014",$ 0.99,No Problem Saloon,( c ) 2014 Crammed Discs/Joeboy Productions,See You Next Time,Pop,Oy
33743,3:12,"June 24 , 2014",$ 0.99,No Problem Saloon,( c ) 2014 Crammed Discs/Joeboy Productions,Carry Us Home ( Bonus Track ),Pop,Oy
33744,2:57,"June 24 , 2014",$ 0.99,No Problem Saloon,( c ) 2014 Crammed Discs/Joeboy Productions,Chicken Beer ( Low-fi Live Version ) ( Bonus Track ),Pop,Oy
33745,3:18,"February 7 , 2011",$ 0.99,No Problem,"2011 Control Freak , under exclusive license to V2 Records International Limited T/A Cooperative Music",Cross The Fader,Alternative Rock,Jamaica
33746,2:56,"February 7 , 2011",$ 0.99,No Problem,"2011 Control Freak , under exclusive license to V2 Records International Limited T/A Cooperative Music",I Think I Like U 2,Alternative Rock,Jamaica
33747,2:54,"February 7 , 2011",$ 0.99,No Problem,"2011 Control Freak , under exclusive license to V2 Records International Limited T/A Cooperative Music",Short and Entertaining,Alternative Rock,Jamaica
33748,3:20,"February 7 , 2011",$ 0.99,No Problem,"2011 Control Freak , under exclusive license to V2 Records International Limited T/A Cooperative Music",Secrets,Alternative Rock,Jamaica
33749,3:22,"February 7 , 2011",$ 0.99,No Problem,"2011 Control Freak , under exclusive license to V2 Records International Limited T/A Cooperative Music",Jericho,Alternative Rock,Jamaica
33750,3:15,"February 7 , 2011",$ 0.99,No Problem,"2011 Control Freak , under exclusive license to V2 Records International Limited T/A Cooperative Music",Gentleman,Alternative Rock,Jamaica
33751,3:13,"February 7 , 2011",$ 0.99,No Problem,"2011 Control Freak , under exclusive license to V2 Records International Limited T/A Cooperative Music",The Outsider,Alternative Rock,Jamaica
33752,3:22,"February 7 , 2011",$ 0.99,No Problem,"2011 Control Freak , under exclusive license to V2 Records International Limited T/A Cooperative Music",By The Numbers,Alternative Rock,Jamaica
33753,3:24,"February 7 , 2011",$ 0.99,No Problem,"2011 Control Freak , under exclusive license to V2 Records International Limited T/A Cooperative Music",Junior,Alternative Rock,Jamaica
33754,3:15,"February 7 , 2011",$ 0.99,No Problem,"2011 Control Freak , under exclusive license to V2 Records International Limited T/A Cooperative Music",She 's Gon na,Alternative Rock,Jamaica
33755,3:35,"February 7 , 2011",$ 0.99,No Problem,"2011 Control Freak , under exclusive license to V2 Records International Limited T/A Cooperative Music",When Do You Wan na Stop Working,Alternative Rock,Jamaica
33756,7:03,"February 7 , 2011",$ 0.99,No Problem,"2011 Control Freak , under exclusive license to V2 Records International Limited T/A Cooperative Music",Jericho ( Tepr Remix ),Alternative Rock,Jamaica
33757,3:13,"February 7 , 2011",$ 0.99,No Problem,"2011 Control Freak , under exclusive license to V2 Records International Limited T/A Cooperative Music",I Think I Like U 2 ( Breakbot Remix ),Alternative Rock,Jamaica
33758,3:49,"February 7 , 2011",$ 0.99,No Problem,"2011 Control Freak , under exclusive license to V2 Records International Limited T/A Cooperative Music",Short And Entertaining ( Goose Remix ),Alternative Rock,Jamaica
33759,3:13,"February 7 , 2011",$ 0.99,No Problem,"2011 Control Freak , under exclusive license to V2 Records International Limited T/A Cooperative Music",I Think I Like U 2 ( Cafe Demo - Acoustic Version ),Alternative Rock,Jamaica
33760,3:13,"February 7 , 2011",$ 0.99,No Problem,"2011 Control Freak , under exclusive license to V2 Records International Limited T/A Cooperative Music",Short And Entertaining ( Cafe Demo - Acoustic Version ),Alternative Rock,Jamaica
33761,3:07,"August 29 , 2014",$ 0.99,No Problems ( feat . Lil ' Durk & Mykell Vaughn ) [ Explicit ],2014 1dot1 Records Inc.,No Problems ( feat . Lil ' Durk & Mykell Vaughn ) [ Explicit ],"Dance & Electronic , Rap & Hip-Hop , East Coast",Reek Da Villian
33762,6:40,"May 4 , 2012",$ 0.99,"No Problems , Now !",Underground Avenue,"No Problems , Now ! ( Original Mix )","Electronica , Dance & Electronic , House",R&B er
33763,3:55,"April 2 , 2002",$ 0.99,"No Shoes , No Shirt , No Problems",Underground Avenue,Young,Country,Kenny Chesney
33764,4:52,"April 2 , 2002",$ 0.99,"No Shoes , No Shirt , No Problems",Underground Avenue,I Remember,Country,Kenny Chesney
33765,4:43,"April 2 , 2002",$ 0.99,"No Shoes , No Shirt , No Problems",Underground Avenue,A Lot of Things Different,Country,Kenny Chesney
33766,3:20,"April 2 , 2002",$ 1.29,"No Shoes , No Shirt , No Problems",Underground Avenue,The Good Stuff,Country,Kenny Chesney
33767,3:59,"April 2 , 2002",$ 1.29,"No Shoes , No Shirt , No Problems",Underground Avenue,Big Star,Country,Kenny Chesney
33768,3:34,"April 2 , 2002",$ 0.99,"No Shoes , No Shirt , No Problems",Underground Avenue,On the Coast of Somewhere Beautiful,Country,Kenny Chesney
33769,3:53,"April 2 , 2002",$ 0.99,"No Shoes , No Shirt , No Problems",Underground Avenue,Never Gon na Feel Like That Again,Country,Kenny Chesney
33770,4:11,"April 2 , 2002",$ 0.99,"No Shoes , No Shirt , No Problems",Underground Avenue,Dreams,Country,Kenny Chesney
33771,3:29,"April 2 , 2002",$ 0.99,"No Shoes , No Shirt , No Problems",Underground Avenue,"No Shoes , No Shirt , No Problems ( Re-Tracked / Master Version )",Country,Kenny Chesney
33772,3:48,"April 2 , 2002",$ 0.99,"No Shoes , No Shirt , No Problems",Underground Avenue,Live Those Songs,Country,Kenny Chesney
33773,5:49,"April 2 , 2002",$ 0.99,"No Shoes , No Shirt , No Problems",Underground Avenue,One Step Up,Country,Kenny Chesney
33774,3:45,"April 2 , 2002",$ 0.99,"No Shoes , No Shirt , No Problems",Underground Avenue,I Ca n't Go There ( Acoustic Version ),Country,Kenny Chesney
33775,3:55,"April 2 , 2002",$ 0.99,"No Shoes , No Shirt , No Problems",Underground Avenue,Young,Country,Kenny Chesney
33776,4:52,"April 2 , 2002",$ 0.99,"No Shoes , No Shirt , No Problems",Underground Avenue,I Remember,Country,Kenny Chesney
33777,4:43,"April 2 , 2002",$ 0.99,"No Shoes , No Shirt , No Problems",Underground Avenue,A Lot of Things Different,Country,Kenny Chesney
33778,3:20,"April 2 , 2002",$ 1.29,"No Shoes , No Shirt , No Problems",Underground Avenue,The Good Stuff,Country,Kenny Chesney
33779,3:59,"April 2 , 2002",$ 1.29,"No Shoes , No Shirt , No Problems",Underground Avenue,Big Star,Country,Kenny Chesney
33780,3:34,"April 2 , 2002",$ 0.99,"No Shoes , No Shirt , No Problems",Underground Avenue,On the Coast of Somewhere Beautiful,Country,Kenny Chesney
33781,3:53,"April 2 , 2002",$ 0.99,"No Shoes , No Shirt , No Problems",Underground Avenue,Never Gon na Feel Like That Again,Country,Kenny Chesney
33782,4:11,"April 2 , 2002",$ 0.99,"No Shoes , No Shirt , No Problems",Underground Avenue,Dreams,Country,Kenny Chesney
33783,3:29,"April 2 , 2002",$ 0.99,"No Shoes , No Shirt , No Problems",Underground Avenue,"No Shoes , No Shirt , No Problems ( Re-Tracked / Master Version )",Country,Kenny Chesney
33784,3:48,"April 2 , 2002",$ 0.99,"No Shoes , No Shirt , No Problems",Underground Avenue,Live Those Songs,Country,Kenny Chesney
33785,5:49,"April 2 , 2002",$ 0.99,"No Shoes , No Shirt , No Problems",Underground Avenue,One Step Up,Country,Kenny Chesney
33786,3:45,"April 2 , 2002",$ 0.99,"No Shoes , No Shirt , No Problems",Underground Avenue,I Ca n't Go There ( Acoustic Version ),Country,Kenny Chesney
33787,3:56,"November 22 , 2010",$ 0.99,No Sky Today,Underground Avenue,No Sky Today,Rock,No Sky Today
33788,4:03,"November 22 , 2010",$ 0.99,No Sky Today,Underground Avenue,She 's On Fire,Rock,No Sky Today
33789,3:41,"November 22 , 2010",$ 0.99,No Sky Today,Underground Avenue,Final Hour,Rock,No Sky Today
33790,3:56,"November 22 , 2010",$ 0.99,No Sky Today,Underground Avenue,Heavy Is The Debt,Rock,No Sky Today
33791,3:43,"November 22 , 2010",$ 0.99,No Sky Today,Underground Avenue,Another Goodbye,Rock,No Sky Today
33792,5:03,"November 22 , 2010",$ 0.99,No Sky Today,Underground Avenue,Escape,Rock,No Sky Today
33793,3:33,"November 22 , 2010",$ 0.99,No Sky Today,Underground Avenue,Break Up,Rock,No Sky Today
33794,1:58,"November 22 , 2010",$ 0.99,No Sky Today,Underground Avenue,Intermezzo,Rock,No Sky Today
33795,4:02,"November 22 , 2010",$ 0.99,No Sky Today,Underground Avenue,Real Life,Rock,No Sky Today
33796,6:07,"November 22 , 2010",$ 0.99,No Sky Today,Underground Avenue,Into The Sun,Rock,No Sky Today
33797,3:39,"November 22 , 2010",$ 0.99,No Sky Today,Underground Avenue,Pieces,Rock,No Sky Today
33798,4:39,"November 22 , 2010",$ 0.99,No Sky Today,Underground Avenue,Grinder,Rock,No Sky Today
33799,2:42,"June 2 , 2015",$ 0.99,No Sugar,2011 ( C ) 2011 DRB Records,No Sugar ( Radio Edit ),Dance & Electronic,"Joey Negro , Gramophonedzie ft Shea Soul"
33800,7:06,"June 2 , 2015",$ 0.99,No Sugar,2011 ( C ) 2011 DRB Records,No Sugar ( Club Mix ),Dance & Electronic,"Joey Negro , Gramophonedzie ft Shea Soul"
33801,6:03,"June 2 , 2015",$ 0.99,No Sugar,2011 ( C ) 2011 DRB Records,No Sugar ( Zed Bias Remix ),Dance & Electronic,"Joey Negro , Gramophonedzie ft Shea Soul"
33802,5:37,"June 2 , 2015",$ 0.99,No Sugar,2011 ( C ) 2011 DRB Records,No Sugar ( Bangatang 2step Remix ),Dance & Electronic,"Joey Negro , Gramophonedzie ft Shea Soul"
33803,6:43,"June 2 , 2015",$ 0.99,No Sugar,2011 ( C ) 2011 DRB Records,No Sugar ( Joey 's London Bump ),Dance & Electronic,"Joey Negro , Gramophonedzie ft Shea Soul"
33804,5:42,"June 2 , 2015",$ 0.99,No Sugar,2011 ( C ) 2011 DRB Records,No Sugar ( Dave Jones Remix ),Dance & Electronic,"Joey Negro , Gramophonedzie ft Shea Soul"
33805,4:59,"June 2 , 2015",$ 0.99,No Sugar,2011 ( C ) 2011 DRB Records,No Sugar ( Zed Bias Twisted Dub Mix ),Dance & Electronic,"Joey Negro , Gramophonedzie ft Shea Soul"
33806,4:31,"September 9 , 2011",$ 1.29,No. 5 Collaborations Project,2011 ( C ) 2011 DRB Records,Lately ( Devlin ),Pop,Ed Sheeran
33807,3:21,"September 9 , 2011",$ 1.29,No. 5 Collaborations Project,2011 ( C ) 2011 DRB Records,You ( + Wiley ),Pop,Ed Sheeran
33808,4:14,"September 9 , 2011",$ 1.29,No. 5 Collaborations Project,2011 ( C ) 2011 DRB Records,Family ( + P Money ),Pop,Ed Sheeran
33809,3:42,"September 9 , 2011",$ 1.29,No. 5 Collaborations Project,2011 ( C ) 2011 DRB Records,Radio ( Feat . JME ),Pop,Ed Sheeran
33810,5:28,"September 9 , 2011",$ 1.29,No. 5 Collaborations Project,2011 ( C ) 2011 DRB Records,Little Lady ( + Mikill Pane ),Pop,Ed Sheeran
33811,4:21,"September 9 , 2011",$ 1.29,No. 5 Collaborations Project,2011 ( C ) 2011 DRB Records,Drown Me Out ( + Ghetts ),Pop,Ed Sheeran
33812,4:03,"September 9 , 2011",$ 1.29,No. 5 Collaborations Project,2011 ( C ) 2011 DRB Records,Nightmares ( + Random Impulse + Sway + Wretch 32 ),Pop,Ed Sheeran
33813,5:30,"September 9 , 2011",$ 1.29,No. 5 Collaborations Project,2011 ( C ) 2011 DRB Records,Goodbye To You ( + Dot Rotten ),Pop,Ed Sheeran
33814,3:25,"July 30 , 2015",$ 1.29,Nobody Has To Know ( feat . Ty Dolla $ ign ) [ Major Lazer and KickRaux Remix ] [ Explicit ],2011 ( C ) 2011 DRB Records,Nobody Has To Know ( feat . Ty Dolla $ ign ) [ Major Lazer and KickRaux Remix ] [ Explicit ],Dance & Electronic,Kranium
33815,3:20,"May 15 , 2007",$ 1.29,Nobody 's Perfect,( C ) 2007 Disney,Nobody 's Perfect,Soundtracks,Hannah Montana
33816,4:06,"October 29 , 2013",$ 1.29,Nocturnal ( Deluxe Edition ),"( C ) 2013 The Verve Music Group , a Division of UMG Recordings , Inc.",Falling,Pop,Yuna
33817,4:11,"October 29 , 2013",$ 1.29,Nocturnal ( Deluxe Edition ),"( C ) 2013 The Verve Music Group , a Division of UMG Recordings , Inc.",Mountains,Pop,Yuna
33818,3:46,"October 29 , 2013",$ 1.29,Nocturnal ( Deluxe Edition ),"( C ) 2013 The Verve Music Group , a Division of UMG Recordings , Inc.",Rescue,Pop,Yuna
33819,3:34,"October 29 , 2013",$ 1.29,Nocturnal ( Deluxe Edition ),"( C ) 2013 The Verve Music Group , a Division of UMG Recordings , Inc.",Lights And Camera,Pop,Yuna
33820,3:55,"October 29 , 2013",$ 1.29,Nocturnal ( Deluxe Edition ),"( C ) 2013 The Verve Music Group , a Division of UMG Recordings , Inc.",Lovely Intermission,Pop,Yuna
33821,3:47,"October 29 , 2013",$ 1.29,Nocturnal ( Deluxe Edition ),"( C ) 2013 The Verve Music Group , a Division of UMG Recordings , Inc.",Someone Who Can,Pop,Yuna
33822,3:32,"October 29 , 2013",$ 1.29,Nocturnal ( Deluxe Edition ),"( C ) 2013 The Verve Music Group , a Division of UMG Recordings , Inc.",I Want You Back,Pop,Yuna
33823,3:27,"October 29 , 2013",$ 1.29,Nocturnal ( Deluxe Edition ),"( C ) 2013 The Verve Music Group , a Division of UMG Recordings , Inc.",Come Back,Pop,Yuna
33824,3:39,"October 29 , 2013",$ 1.29,Nocturnal ( Deluxe Edition ),"( C ) 2013 The Verve Music Group , a Division of UMG Recordings , Inc.",Colors,Pop,Yuna
33825,3:42,"October 29 , 2013",$ 1.29,Nocturnal ( Deluxe Edition ),"( C ) 2013 The Verve Music Group , a Division of UMG Recordings , Inc.",I Wan na Go,Pop,Yuna
33826,3:52,"October 29 , 2013",$ 1.29,Nocturnal ( Deluxe Edition ),"( C ) 2013 The Verve Music Group , a Division of UMG Recordings , Inc.",Escape,Pop,Yuna
33827,3:52,"October 29 , 2013",$ 1.29,Nocturnal ( Deluxe Edition ),"( C ) 2013 The Verve Music Group , a Division of UMG Recordings , Inc.",Hanging On ( Bonus Track ),Pop,Yuna
33828,3:33,"October 29 , 2013",$ 1.29,Nocturnal ( Deluxe Edition ),"( C ) 2013 The Verve Music Group , a Division of UMG Recordings , Inc.",Bravest Everything ( Bonus Track ),Pop,Yuna
33829,3:37,"October 29 , 2013",$ 1.29,Nocturnal ( Deluxe Edition ),"( C ) 2013 The Verve Music Group , a Division of UMG Recordings , Inc.",Call Everyone ( Bonus Track ),Pop,Yuna
33830,4:06,"October 28 , 2013",$ 1.29,Nocturnal,"( C ) 2013 The Verve Music Group , a Division of UMG Recordings , Inc.",Falling,Pop,Yuna
33831,4:11,"October 28 , 2013",$ 1.29,Nocturnal,"( C ) 2013 The Verve Music Group , a Division of UMG Recordings , Inc.",Mountains,Pop,Yuna
33832,3:46,"October 28 , 2013",$ 1.29,Nocturnal,"( C ) 2013 The Verve Music Group , a Division of UMG Recordings , Inc.",Rescue,Pop,Yuna
33833,3:34,"October 28 , 2013",$ 1.29,Nocturnal,"( C ) 2013 The Verve Music Group , a Division of UMG Recordings , Inc.",Lights And Camera,Pop,Yuna
33834,3:55,"October 28 , 2013",$ 1.29,Nocturnal,"( C ) 2013 The Verve Music Group , a Division of UMG Recordings , Inc.",Lovely Intermission,Pop,Yuna
33835,3:47,"October 28 , 2013",$ 1.29,Nocturnal,"( C ) 2013 The Verve Music Group , a Division of UMG Recordings , Inc.",Someone Who Can,Pop,Yuna
33836,3:32,"October 28 , 2013",$ 1.29,Nocturnal,"( C ) 2013 The Verve Music Group , a Division of UMG Recordings , Inc.",I Want You Back,Pop,Yuna
33837,3:27,"October 28 , 2013",$ 1.29,Nocturnal,"( C ) 2013 The Verve Music Group , a Division of UMG Recordings , Inc.",Come Back,Pop,Yuna
33838,3:39,"October 28 , 2013",$ 1.29,Nocturnal,"( C ) 2013 The Verve Music Group , a Division of UMG Recordings , Inc.",Colors,Pop,Yuna
33839,3:42,"October 28 , 2013",$ 1.29,Nocturnal,"( C ) 2013 The Verve Music Group , a Division of UMG Recordings , Inc.",I Wan na Go,Pop,Yuna
33840,3:50,"October 28 , 2013",$ 1.29,Nocturnal,"( C ) 2013 The Verve Music Group , a Division of UMG Recordings , Inc.",Escape,Pop,Yuna
33841,4:42,"June 24 , 2014",$ 1.29,Noise vs Beauty,Amorphous Music 2014,F.U.N.,"Electronica , Dance & Electronic , Dubstep",Bassnectar
33842,4:06,"June 24 , 2014",$ 1.29,Noise vs Beauty,Amorphous Music 2014,Now ( feat . Rye Rye ),"Electronica , Dance & Electronic , Dubstep",Bassnectar
33843,3:05,"June 24 , 2014",$ 1.29,Noise vs Beauty,Amorphous Music 2014,Loco Ono,"Electronica , Dance & Electronic , Dubstep",Bassnectar
