dblp_scholar_id,yr_published,journal_name,creator_list
13338,2001.0,"journal of emergency nursing ,",sm hohenhaus
13339,,"san diego ,","ga robinson , ha crissman"
13340,1972.0,"phil . mag. ,","b roebuck , km entwistle"
13341,1988.0,,"js freudenberg , dp looze"
13342,1995.0,"journal of emergency nursing ,",sp hohm
13343,2000.0,"icdcs workshop of knowledge discovery and data mining in the & hellip ; ,","cc aggarwal , jl wolf , kl wu , ps yu"
13344,,"proc . ieee ,","lo chua , sm kang"
13345,,"proc . int . reliability phys . syp ,","sk groothuis , wh schroen"
13346,1997.0,"bt technology journal ,","sr moor , ke gleen , j gunne-braden"
13347,,"unpublished manuscript ,","j inman , m zeelenberg"
13348,1990.0,"computerworld. ,","c von simson , c wilder"
13349,,"solid freeform fabrication proceedings ,","a lightman , g han"
13350,,,"f monay , d gatica-perez"
13351,,"proceedings of acm multimedia 2000 ,",tfsms srinivasan
13352,,microsoft,e callahan
13353,,,y kado
13354,,"phil . mag ,",t martin
13355,,"acm sigmod record ,","cs jensen , j cliord , sk gadia , a segev"
13356,1982.0,"fed proc ,",cf nathan
13357,2000.0,"information & software technology ,","j gray , a liu , l scott"
13358,,,h selye
13359,2002.0,"sigmod conference ,","as szalay , j gray , a thakar , pz kunszt , t malik , j"
13360,,"i , comm . anal . geom ,",c mca
13361,,"california sea grant report . santa barbara , california ,",ja reynolds
13362,1995.0,"international studies-bombay then new delhi - ,",p sahadevan
13363,2001.0,,s marx
13364,2000.0,,"k hinkley , j pierce , m sinclair , e horvitz"
13365,1999.0,"courses and lectures-international centre for mechanical & hellip ; ,","n lesh , c rich , cl sidner"
13366,1988.0,,s bisgaard
13367,,"proceedings of the acm sigact sigmod sigart symposium on & hellip ; ,","g ramesh , wa maniatty , mj zaki"
13368,,,j gray
13369,1999.0,"proceedings of the fifth acm sigkdd international conference & hellip ; ,","rj bayardo , r agrawal"
13370,1992.0,"journal of emergency medicine ,","gm bosse , tc arnold"
13371,,proc . of the 29th hawaii intâ ?? l conf . on system sciences (,a ic
13372,2000.0,"new directions for teaching and learning ,","re stake , ej cisneros-cohernour"
13373,,,"x huang , a an , n cercone , g promhouse"
13374,,"computerworld ,",j emigh
13375,2005.0,"proceedings of the 13th annual acm international conference & hellip ; ,","j wang , c xu , e chng , l duan , k wan , q tian"
13376,,acm,"g copeland , sk decomp"
13377,,"md ,","l mohadjer , j montaquila , j waksberg , b bell , p"
13378,1990.0,"acm sigmod record ,","l lei , gh moll , j kouloumdjian"
13379,,"proc . acm cikm ,","s park , sw kim , js cho , s padmanabhan"
13380,1995.0,"acm transactions on database systems ,","ima chen , r hull , d mcleod"
13381,,"ieee computer ,","m oskin , f chong , i chuang"
13382,1990.0,"new directions for teaching and learning ,",tr bywater
13383,1996.0,"journal of emergency medicine ,","k frush , r ware , t kinney"
13384,1992.0,"journal of emergency medicine ,","rd schmidt , tw schmidt"
13385,1995.0,"transplantation proceedings ,","l yang , pl mottram , wr han , yc smart"
13386,1986.0,"computerworld. ,",m betts
13387,1988.0,"sensory biology of aquatic animals ,",aj kalmijn
13388,,"& hellip ; international symposium proceedings . seattle/washington ,",d wright
13389,1979.0,"communications in mathematical physics ,","b gidas , wm ni , l nirenberg"
13390,2004.0,"proc . acm sigmod ,","pg ipeirotis , l gravano"
13391,2002.0,"cochrane database syst rev ,","gm kerkhoffs , bh rowe , wj assendelft , k kelly , pa"
13392,,,"a kokrady , cp ravikumar"
13393,,ieee transactions on knowledge and data,"m kantarcioglu , c clifton"
13394,,"proceedings of the 22nd vldb conference , bombay , indien ,","r meo , g psaila , s ceri"
13395,2000.0,"tropical geography ,",k yu
13396,,,ce proposer
13397,,"proc . of sigmod ,","gp shapiro , c connell"
13398,2000.0,"sigmod record ,",acms anthology
13399,,"serie i ,",ss chern
13400,,"vldb ,",rm macgregor
13401,,"procs aaai ,",ma redmond
13402,,"see ref ,","rw bullard , mr banerjee , f chen , r elizondo , ba"
13403,2001.0,"cochrane database syst rev ,","j smucny , c flynn , l becker , r glazier"
13404,1982.0,"acm sigplan notices ,",pd stotts
13405,,electronic,rj voigt
13406,,submitted for,"g madico , ca gaydos , j boman , tc quinn"
13407,,see,n webster
13408,,"proc . acm sigcomm conference ( sigcommâ ?? 88 ) ,",l david
13409,,proc . acm symp . on computational,r lipton
13410,2000.0,"discussiones mathematicae graph theory ,","sl fitzpatrick , rj nowakowski"
13411,,,"cs herrmann , m pauen , bk min , na busch , j rieger"
13412,,,"k matsuoka , e takeishi , h asano"
13413,1991.0,"no to shinkei ,","t hayashi , s anegawa , r torigoe"
13414,,"proceedings of the 25 thanniversary conference of the new & hellip ; ,",s thompson
13415,,"technical report , laboratory for computer science , massachusetts","v kuncak , m rinard"
13416,2000.0,"academy of management review ,","s shane , s venkataraman"
13417,,"the vldb conference ,",k nervag
13418,2004.0,"bt technology journal ,","vm bove , j mallett"
13419,1999.0,"unpublished manuscript ,","dj chambers , rn freeman , as koch"
13420,2005.0,"acc . chem . res ,",hf fisher
13421,2000.0,,ddl chung
13422,,,"d poussart , f bernier , m simoneau , d ouellet , n"
13423,,"proc. , int . conf . on timber engineering ,","wg stewart , ja dean , aj carr"
13424,,"ieee computer ,",bw wah
13425,,,"ja jacobs , jc gornick"
13426,2000.0,,j passivirta
13427,1992.0,"new directions for higher education ,",sb twombly
13428,1997.0,"artificial intelligence review ,","p langley , k pfleger , m sahami"
13429,,,"l getoor , n friedman , d koller , b taskar"
13430,1990.0,,p smith
13431,,,"j yang , hc ying , j widom"
13432,,"proc . 29th asilomar conf . signals , syst .",a papandreou-suppappola
13433,,"proc . 29th cirp int . seminar on manufacturing systems ,","k iwata , m onosato , k teramoto"
13434,,"typescript . santa barbara : university of california ,","j adams , s merrill iii"
13435,1998.0,"the vldb journal the international journal on very large & hellip ; ,","rt ng , p shum"
13436,2000.0,"cochrane database syst rev ,","ce adams , m eisenbruch"
13437,,microsoft,s lambert
13438,1983.0,"acm transactions on database systems ,",w de jonge
13439,1997.0,"proceedings-nels ,",j alderere
13440,,submitted for,"t westmann , d kossmann , s helmer , g moerkotte"
13441,,to,"m molloy , b reed"
13442,1994.0,"new directions for higher education ,",ph lewis
13443,2000.0,,"j van den bercken , jp dittrich , b seeger"
13444,,"proc . int . soc . citriculture ,","ds moreno , ce kennet"
13445,2003.0,,g ammons
13446,,,"at gau , s hardy , t randhawa"
13447,,"phil . mag ,","s saimoto , wf hosford , wa backofen"
13448,2003.0,,gm sur
13449,1992.0,"sigmod record ,",d jonsson
13450,,lecture notes in computer,"m bellare , o goldreich"
13451,,"electronic geosciences ,","on ucan , b sen , am albora , a ã?zmen"
13452,2004.0,"academy of management journal ,","gtm hult , sf slater"
13453,1994.0,"journal of emergency medicine ,","dg hansen , kr challoner , de smith"
13454,1996.0,,"s andler , j hansson , j eriksson , j mellin , m"
13455,,"proceedings ifip/ieee international conference on management & hellip ; ,","d lewis , t tiropanis , a mcewan , c redmond , v wade ,"
13456,1999.0,"proceedings of the 1999 acm sigmetrics international & hellip ; ,","j padhye , j kurose , d towsley , r koodli"
13457,,"electronic letters ,",j gordon
13458,1986.0,"fed . proc ,","sg younkin , b goodridge , j katz , g lockett , d"
13459,1998.0,"information and software technology ,","i hrazdira , j skorpkova , m dolnkova , c ebert"
13460,2005.0,"proceedings of the 13th annual acm international conference & hellip ; ,","h tong , j he , m li , c zhang , wy ma"
13461,2001.0,"proceedings of the 2001 acm sigmod international conference & hellip ; ,","a adii , d botzer , o etzion , t yatzkar-haham"
13462,,"proc . acm-sigmod ,","l chen , z huang , r ramakrishnan"
13463,1985.0,"journal of personality and social psychology ,","ra baron , gw russell , rl arms"
13464,2003.0,,"t gill , b birney"
13465,,"mcarthur , d. bedunah , and cl wambolt , compilers . proceedings & hellip ; ,","bl kovalchik , w elmore"
13466,,"cochrane database syst rev ,",o thomson
13467,,,e rahm
13468,,"seattle , washington , usa-sept ,",s bologna
13469,,,"g carpenter , g goldszmidt"
13470,,,bt truong
13471,,"journal of personality and social psychology ,","mr lepper , d greene"
13472,2005.0,"bt technology journal ,","j darling , a sauvage"
13473,,"meteorologia i hydrologia ,","o andrejev , a sokolov"
13474,,"ed . d. ceperley , nrcc workshop proceedings ,",jp valleau
13475,1992.0,"proceedings of the 1992 acm sigmod international conference & hellip ; ,","a bhide , a goyal , hi hsiao , a jhingran"
13476,,"acm sigmod record ,","o etzion , paddo active"
13477,2001.0,"bt technology journal ,","a mcguire , aj flavin"
13478,,,e raposo
13479,,"computerworld ,","c holsapple , a whinston"
13480,1984.0,"conference on radar meteorology , 22 nd , zurich , switzerland ,","a hendry , ymm antar"
13481,1995.0,"sigmod conference ,","dl davison , g graefe"
13482,1996.0,"vldb ,","p seshadri , m livny , r ramakrishnan"
13483,,,je shuman
13484,,"pc magazine ,","d janowski , o kaven"
13485,,,b postlethwaite
13486,1992.0,"j. phys . i france ,","b caroli , c caroli , s fauve"
13487,,,"s babu , m garofalakis , r rastogi , a silberschatz"
13488,,"acc . chem . res ,",ch depuy
13489,,"unpublished manuscript ,","g vigliocco , j nicol"
13490,,submitted for,"g de micheli , a sangiovanni-vincentelli"
13491,,"md ,",j krist
13492,2004.0,"new directions for teaching and learning ,",md cox
13493,2001.0,"proceedings of the i mech e part d journal of automobile & hellip ; ,","ys song , jw hong , jt lee"
13494,1990.0,"new directions for teaching and learning ,","f gabelnick , j macgregor , r matthews , bl smith"
13495,1980.0,"ieee , proceedings ,",t okoshi
13496,,,md william glasser
13497,2003.0,"lecture notes in computer science ,","dw taylor , dw corne"
13498,2001.0,,rh luptonâ ? ¦
13499,,"proc . acm toplas ,","l lamport , r shostak"
13500,,"bt technology journal ,","kc tsui , b azvine , m plumbley"
13501,1986.0,"ieee , proceedings ,","hp baltes , rs popovic"
13502,,"appendix a. experiment results ( section 4.2 ) ,","y zhu , d shasha"
13503,1968.0,,a thomas
13504,,"acm press , new",m nuttall
13505,1992.0,"economic geography ,","s mclafferty , v preston"
13506,,,"aj abebe , dp solomatine"
13507,1994.0,"the academy of management review ,","tw lee , tr mitchell"
13508,,,"n thaper , n koudas"
13509,,"see ref ,",gr healy
13510,1991.0,"vldb ,","m palmer , sb zdonik"
13511,,"ieee computer ,","a chai , s ghosh"
13512,,"acm sigmod ,","s acharya , r alonso , m franklin , s zdonik"
13513,,,"g gomez , ya liu"
13514,,to,d sullivan
13515,,"acm sigmod conference ,","d quass , j widom"
13516,1911.0,"phil . mag ,",e rutherford
13517,2001.0,"area ,","i gregory , d dorling , h southall"
13518,,"the 27th international conference on very large data bases ( & hellip ; ,",a labrinidis andn
13519,,,r prasad
13520,1999.0,"bt technology journal ,",ea kendall
13521,1997.0,"bt technology journal ,","sm bouch , ic hayes , tj oldham"
13522,1974.0,"journal of the acm ( jacm ) ,","ma crane , dl iglehart"
13523,,,"s timoshenko , jn goodier"
13524,,"information and software technology ,","lb protsko , pg sorenson , jp tremblay"
13525,,,"h lu , s sahni"
13526,,"phil . mag ,",l rayleigh
13527,,"kbms workshop , national conference on artificial & hellip ; ,","pg selfridge , rj brachman"
13528,1992.0,"acm press frontier series ,","ai rudnicky , ag hauptmann"
13529,1993.0,,b heinrich
13530,,"proceedings of the 23rd japan congress on materials research & hellip ; ,","t handa , m fukuoka , s yoshizawa , y hashizume , m"
13531,,"seattle , washington : boeing corporation ,","t meskill , j griffiths"
13532,1993.0,"nato asi series f computer and systems sciences ,","pc honebein , tm duffy , bj fishman"
13533,1990.0,"acm sigmod record ,","a keller , p rathmann , j ullman , g wiederhold"
13534,,,"t griths , aaa fernandes , nw paton , n djafri"
13535,,,r hamilton
13536,1990.0,"computerworld. ,",j mason
13537,,,"h hedbom , s lindskog , s axelsson , e jonsson"
13538,,,"n craswell , p bailey , d hawking"
13539,2003.0,"computer networks ,","sy wang , cl chou , ch huang , cc hwang , zm yang , cc"
13540,,"acm sigmod ,",a ro & thalâ ? ¦
13541,,,"ds lee , mg kim , hk kim"
13542,1981.0,"new directions for program evaluation ,",jb gormly
13543,,"cochrane database syst rev ,","c silagy , lf stead"
13544,,,"pm stocker , r cantie"
13545,,"pc magazine ,",jc dvorak
13546,1999.0,"new directions for higher education ,",lg dotolo
13547,,proceedings of the 1993 acm sigmod international conference,"mj carey , dj de witt , jf naughton"
13548,1999.0,"journal of emergency medicine ,","dr vandierendonk , dj dire"
13549,,"toronto , canada , august ,","c pautasso , g alonso"
13550,2004.0,"new directions for teaching and learning ,",sm brookhart
13551,1983.0,"acm sigmod record ,",hc du
13552,1987.0,"proceedings of the sixth acm sigact-sigmod-sigart symposium & hellip ; ,",v hadzilacos
13553,,"proc . 29th int . congr . of the int . soc . for appl . ethology , & hellip ; ,","gs sanotra , ks vestergaard , mg thomsen"
13554,,"ieee computer ,",rf brender
13555,,"proc . ire ,",r adler
13556,1995.0,"journal of personality and social psychology ,","vh medvec , sf madey , t gilovich"
13557,2000.0,"annals-new york academy of sciences ,","ch takimoto , r thomas"
13558,1997.0,"bt technology journal ,",mj adams
13559,,,"mm breunig , hp kriegel , rt ng , j sanderâ ? ¦"
13560,,"proc intern continence society 29th ann meeting , denver , & hellip ; ,",cg nilsson
13561,,"see ref ,",u wyss
13562,,proc . of acm,"w wang , j haake"
13563,,"paper h3 . procs 3rd intl symp on the aerodynamics and & hellip ; ,","ae vardy , b dayman"
13564,,"electronic design ,",f goodenough
13565,,"san diego ,","s menzel , s strehle , m herrmann , h schlã ¶ rb , h"
13566,,"see ref ,","m satoh , c tohyama"
13567,1986.0,"new directions for teaching and learning ,",jm civikly
13568,,,lj gorenflo
13569,1993.0,"bt technology journal ,","kj blow , k smith"
13570,,"proc . acm sigmod-sigact symp . principles of database systems ,",o shumueli
13571,1981.0,"iee proceedings , part d - control theory and applications ,",pe crouch
13572,1999.0,"new directions for adult and continuing education ,",fh haanstra
13573,1993.0,"new directions for teaching and learning ,",l richlin
13574,2002.0,,"s dieluweit , h ibach , m giesen"
13575,,"submitted for publication ,","p stoica , m jansson"
13576,2002.0,,"a adcroft , jm campin , p heimbach , c hill , j"
13577,,"see ref ,",hc bredemeier
13578,,"md ,",jh greist
13579,,"acm press , new",t jw
13580,,"san diego , ca ,",sciiiu manual
13581,2002.0,"computer networks ,","z shan , c lin , dc marinescu , y yang"
13582,2005.0,"proceedings of the 13th annual acm international conference & hellip ; ,","b erol , jj hull"
13583,1996.0,,"a sheth , d georgakopoulos , s joosten , m"
13584,,"microsoft corporation ,",e solver
13585,,,c street
13586,,,"gm landau , l parida , o weimann"
13587,1995.0,,"d geiger , d heckerman"
13588,1999.0,"journal of emergency medicine ,","mj vanrooyen , tl thomas , kj clem"
13589,2000.0,"project management journal ,","jj jiang , g klein , tl means"
13590,,vol .,a septier
13591,,"conf . on very large databases ( vldb ) ,","tk sellis , n roussopoulos , c faloutsos"
13592,,"proceedings of the international conference on very large & hellip ; ,",ap kostelijk
