pub_id,researchers,conf_journal,doc_year
51893,"am atroun , m ouzzani , nl belkhodjia","vldb 1994 ,",
51894,hc cook,manual of histological demonstration,
51895,j mccarthy,"history of programming languages ,",1978.0
51896,"jb dennis , gr gao",,1995.0
51897,"dl preston , jh lubin , da pierce","seattle , washington , usa ,",
51898,ia tolokonnikov,at .,
51899,"et higgins , rn bond , r klein , t strauman","journal of personality and social psychology ,",1986.0
51900,r ervin,,
51901,wd sylwestrowicz,"phil . mag ,",
51902,"r davis , he shrobe","ieee computer ,",
51903,"al taylor , am koch","new directions for higher education ,",1996.0
51904,pg franklinkbj,"san diego : academic ,",
51905,"j so , nh vaidya",,
51906,"m nielsen , u platet",technical university of,
51907,"w case , py chul , jj guk , t watanabe","geography ,",1997.0
51908,s freedman,,2000.0
51909,dp heyman,"acm transactions on database systems ,",1982.0
51910,m satyanarayanan,"ieee computer ,",
51911,gh ware,,1955.0
51912,"a habib , m khan , b bhargava","computer networks ,",2004.0
51913,"p geographer , t geography","geography ,",2005.0
51914,dl breitburg,,1982.0
51915,t elliott,"computerworld. ,",1983.0
51916,"wc lee , g mitchell , x zhang","icdcs workshop of knowledge discovery and data mining in the & hellip ; ,",2000.0
51917,"y dallery , z liu , d towsley",,1994.0
51918,i bouty,"academy of management journal ,",2000.0
51919,jl tsai,,2005.0
51920,a cormsh-bowden,"san diego , ca ,",
51921,m paulk,"ieee computer ,",
51922,e jimenez,"powerpoint demonstration , empowerment week , may ,",
51923,pa hollander,"new directions for higher education ,",1980.0
51924,"j oger , bgw arnason","see allen ,",
51925,"ae guskin , ma bassis","new directions for higher education ,",1985.0
51926,"me law , cs rafferty , rw dutton",,1986.0
51927,nw cluts,,1995.0
51928,"pa bernstein , n goodman , e wang , c reeve , jb","acm tods ,",
51929,"rt ng , j yang","proceedings of the international conference on very large & hellip ; ,",1994.0
51930,rd rosner,"computer networks ,",
51931,"sy ni , cf wu , cl ma",proceedings of 2002 international conference on management,
51932,cm ellison,"computer networks ,",1999.0
51933,j birchenall,,
51934,"s brands , d chaum","lecture notes in computer science ,",1994.0
51935,pe sonnet,"org . prep . proc . int ,",
51936,"gw flake , s lawrence , cl giles , f coetzee",,
51937,"j putkonen , rs sletten , b hallet",,2003.0
51938,h lasnik,"proceedings-nels ,",
51939,"v vulupala , v kumar","mobile data management , 2002 . proceedings . third & hellip ; ,",2002.0
51940,"mi greenberg , sm jurgens , ej gracely","journal of emergency medicine ,",2002.0
51941,j norton,"social studies and the young learner ,",1992.0
51942,b vallette,,
51943,jd gurney,"md ,",
51944,"j lightbody , u wiesmann , b hadorn , n herschkowitz","lancet i ,",1971.0
51945,p krugman,,
51946,"mk ng , z huang","information and software technology ,",1999.0
51947,"w hall , h davis , a pickering , g hutchings","proceedings of acm hypertext &#39; 93 ,",1993.0
51948,"l de moura , h rue , m sorea",at,
51949,"mn afsar , jb hasted , j chamberlain","& hellip ; on infrared physics , zurich , switzerland , aug. 11-15 , 1975 . & hellip ; ,",1976.0
51950,ej perry,"mobilization-san diego - ,",2002.0
51951,bcp rayner,"electronic business ,",
51952,"e detjens , g gannot , r rudell , a sangiovanni -","proc . iccad ,",
51953,vn padmanabhan,,
51954,"wf finzer , l gould","watch what i do : programming by demonstration ,",
51955,"lj jagadeesan , r viswanathan","proceedings of the 5th acm international conference on & hellip ; ,",2005.0
51956,"pa franaszek , jt robinson , a thomasian","acm transactions on database systems ,",1992.0
51957,j addams,,
51958,wa redmond,,1994.0
51959,"y masumoto , vsn murty , m jury , mj mcphaden , p","unpublished manuscript ,",2002.0
51960,wf maxwell,financial,
51961,j lacan,"schriften i ,",
51962,ma griesel,submitted for,
51963,m chae,"electronic markets ,",2002.0
51964,"bm chen , a saberi , u ly","proc . 28th annual allerton conf . commun . contr . computing , & hellip ; ,",
51965,"p america , h obbink , r van ommering , f van der",,2000.0
51966,"n mii , t takeshita","information and software technology ,",1993.0
51967,"p apkarian , d noll",,
51968,"s goutas , p soupos , d christodoulakis","information and software technology ,",1991.0
51969,"ja tsitsipis , be mazomenos , c christoulas , s","& hellip ; interbalkanic plant protection conference , athens , greece ,",
51970,wj okin,,1997.0
51971,dm gillies,proc . 29th annual ieee/acm international symposium on,
51972,"j yuan , k mills",,
51973,"qn ahmed , sv vrbsky","journal of systems and software ,",2002.0
51974,"s banerjee , b bhattacharjee , c kommareddy","proc . of acm sigcomm ,",
51975,"cr fremling , jl rasmussen , re sparks , sp cobb , cf","proceedings of the international large river symposium ( lars & hellip ; ,",
51976,"j shanmugasundaram , h gang , k tufte , c zhang , djd",conference on very large data bases,
51977,"we cashin , rg downey","new directions for teaching and learning ,",1995.0
51978,pc fischer,in fernatzonul conference on very large databases .,
51979,"t modood , s may","international journal of educational research ,",2001.0
51980,rc merton,,
51981,lr derogatis,"md ,",
51982,"a rao , k lakshminarayanan , s surana , r karp , i","lecture notes in computer science ,",2003.0
51983,r pamatatau,"nz infotech weekly ,",
51984,"vd sevastâ ?? yanov , as koshelev , gn maslov","at . energ ,",
51985,"sl wang , cy kuo , tp hong",,
51986,jl fitzpatrick,"new directions for program evaluation ,",
51987,u gisi,"see ref ,",
51988,"cj brinker , gw scherer","san diego , ca ,",
51989,"w liu , w kostis , vk prasanna","proceedings of the 4th international workshop on parallel & hellip ; ,",1996.0
51990,"m franklin , b jonsson , d kossmann",acm sigmod international conference on the management of,
51991,"y chawathe , sa fink , s mccanne , ea brewer",,
51992,s maeis,,
51993,"t bertram , f svaricek",automatisierungstechnik,
51994,"p boncz , s manegold , m kersten","proc . 25th international conference on very large data bases & hellip ; ,",
51995,r gupta,"ms thesis ( under dual degree ) , iit , bombay , india , june",
51996,"a johnston , pw mcowan , h buxton","proceedings : biological sciences ,",1992.0
51997,"je hiller , e griffith , f jenner","database syst rev ,",
51998,r young,"proc . spie ,",1991.0
51999,e michelson,"new directions for adult and continuing education ,",1997.0
52000,a bullock,,
52001,"ka cagney , cr browning , m wen","unpublished manuscript ,",
52002,"jm williams , ma beno , hh wang , pcw leung , tj emge","acc . chem . res ,",
52003,"m atiquzzaman , s fu , w ivancic",,
52004,"d hull , de rimmer","phil . mag ,",
52005,"hc du , js sobolewski","acm transactions on database systems ,",1982.0
52006,"r wood , a bandura","journal of personality and social psychology ,",1989.0
52007,s bhatia,,1999.0
52008,"x su , g de veciana","computer networks ,",2003.0
52009,h boley,"acm sigplan notices ,",1986.0
52010,"a lindquist , g picci",,
52011,"j ng , k rajaraman , e altman","proceedings of the 12th annual acm international conference & hellip ; ,",2004.0
52012,"aab maggs , j pang , s seshan , a skaikh","proceedings acm sigcomm ,",
52013,v babrauskas,"md ,",
52014,"k sagonas , t swift , ds warren","proceedings of the 1994 acm sigmod international conference & hellip ; ,",1994.0
52015,j felsenstein,,1993.0
52016,wg clark,"fed proc ,",1981.0
52017,m tarokh,,
52018,k ajitabh,to,
52019,"h arisawa , k moriya , t miura","proc . vldb ,",
52020,"ed pontikakis , vs verykios , y theodoridis","athens , greece , june ,",
52021,"d solomon , m russinovich","microsoft press ,",
52022,"scpb gibbons , tc mowry",,
52023,"pad de maine , p xia",proc . 35th acm southeast,
52024,"p mockapetris , k dunlap",proceedings acm,
52025,"g moerkotte , pc lockemann","acm transactions on database systems ,",1991.0
52026,"g aist , j dowding , ba hockey , m rayner , j","software demonstration , budapest , hungary , april ,",
52027,"m pienaar , p van brakel","electronic library ,",1999.0
52028,"d serby , m harders , g szã?kely",procs . of the fourth international conference on medical,
52029,"hv jagadish , s al-khalifa , a chapman , lvs","the vldb journal the international journal on very large & hellip ; ,",2002.0
52030,"o fujimori , hm sobue , k yamada","the histochemical journal ,",1988.0
52031,hm levin,"new directions for program evaluation ,",1987.0
52032,"m sadker , d sadker","new directions for teaching and learning ,",1992.0
52033,dv parke,"biochem . i ,",
52034,a khoumsi,"information and software technology ,",2003.0
52035,"lm haas , mj carey , m livny , a shukla","the vldb journalâ ?? the international journal on very large & hellip ; ,",1997.0
52036,"a hinneburg , da keim , m wawryniuk","computer graphics and applications , ieee ,",1999.0
52037,"ja pearce , mj norry","contributions to mineralogy and petrology ,",1979.0
52038,yt sharma,"nirnay sagar press , bombay , india ,",
52039,"mw smith , ps james , dr tivey , d brown","the histochemical journal ,",1988.0
52040,"tw yan , m jacobsen , h garcia-molina , u dayal","www5 / computer networks ,",1996.0
52041,"dma hydrographic , t center","md ,",
52042,rv long,"proc . 29th annual meeting forestry committee great plains & hellip ; ,",
52043,"s mavromatis , j boi","proceedings of the 23rd annual international conference of & hellip ; ,",
52044,s mezick,,1998.0
52045,acms anthology,"sigmod record ,",1998.0
52046,r allan,"electronic design ,",
52047,as morse,"proc . int . symp. , udine , italy ,",
52048,s hutflesz,proc . acm sigmod,
52049,"i mathsoft , w seattle",,1998.0
52050,"a melnick , jd licht","blood-new york - ,",1999.0
52051,a press,"acc . chem . res ,",
52052,dm nakaji,"new directions for teaching and learning ,",1991.0
52053,j meyer,"written at the ibm almaden research center , submitted as & hellip ; ,",1999.0
52054,"t barclay , r barnes , j gray , p sundaresan","sigmod record ,",1994.0
52055,"d lambert , s slater",,
52056,"l raschid , j lobo",,1996.0
52057,"k schlacher , j holl , s fuchshumer",,
52058,"ls goodman , a gilmanâ ? ¦",,1975.0
52059,"l kaufman , pj rousseeuw",,1990.0
52060,"s mehrotra , t sellis","proceedings of the 2001 acm sigmod international conference & hellip ; ,",2001.0
52061,"vs ramachandran , d rogers-ramachandran","proceedings : biological sciences ,",1996.0
52062,"s wasta , c lott","social studies and the young learner ,",2000.0
52063,l libkin,"sigmod conference ,",1996.0
52064,"cn butcher , ae gilmour","dmfs reports i ,",
52065,"p andritsos , rj miller , p tsaparas",proceedings of the acm sigmod international conference on,
52066,p krishnan,"information and software technology ,",1995.0
52067,"s el yacoubi , a el jai , j karrakchou","applied mathematics and computer science ,",1998.0
52068,"l zhao , mj zaki","proceedings of the 2005 acm sigmod international conference & hellip ; ,",2005.0
52069,d thornburg,"electronic learning ,",
52070,"e freeman , d gelernter","sigmod record ,",1996.0
52071,"jg olin , rb kiland","symp . on aircraft wake turbulence , seattle , washington ,",
52072,"d mcleod , k narayanaswamy , rao bapa",proceedings of the sigmod conference on databases for,
52073,s zedler,"ma thesis , university of california , santa barbara ,",
52074,"pt beatty , bp robbins","new directions for adult and continuing education ,",1990.0
52075,", m mlivoncic , hj schek , r weber","vldb ,",2001.0
52076,"nx hoai , ri mckay , d essam","& hellip ; journal of intelligent information processing systems ,",
52077,s garcãa,,
52078,"c quirk , a menezes , c cherry",microsoft research technical report :,
52079,p mathieu,"presentation at ,",
52080,gsuv who,,
52081,i dates,"computer networks ,",2003.0
52082,eh weiss,"computerworld. ,",1983.0
52083,"d long , r wood , h koop",,1994.0
52084,"kg larsen , ji rasmussen",,
52085,"fcf freytag , n goodman",proceedmgs of acm sigmod conference . ( june,
52086,"p kuhn , m skuterude",,2001.0
52087,dr humphrey,"fed proc ,",1986.0
52088,"jw sargent , rj seffl","fed proc ,",1970.0
52089,"s chakrabarti , b dom , r agrawal , p raghavan",,1998.0
52090,"ac antoulas , dc sorensen",,
52091,"ms fontan , mj mataric",,
52092,jj thomson,"phil . mag ,",
52093,"v griffin , u seligsoh , s rapport",,1995.0
52094,"m kalyanakrishnan , rk iyer , ju patel","computer networks ,",1999.0
52095,b barrera,"electronic engineering ,",1998.0
52096,"h wu , b salzberg , gc sharp , sb jiang , h shirato , d","proceedings of the 2005 acm sigmod international conference & hellip ; ,",2005.0
52097,"bn fisker , g sã ¸ rensen","mtg. eaap , zurich , switzerland ,",
52098,rw rodieck,"from pigments to perception ,",
52099,h odenkamp,"proceedings of the 25 thieee photovoltaic specialists & hellip ; ,",
52100,"j han , y fu",,1995.0
52101,ct mowbray,"new directions for program evaluation ,",1988.0
52102,"ja oâ ?? sullivan , d agrawal , rs indeck , mw muller",,
52103,m eisenberg,"acm sigchi bulletin ,",1995.0
52104,qict force,,
52105,"tj cooke , jm shumway","urban geography ,",
52106,"b hunsberger , k smart","wisconsin studies in contemporary literature ,",1965.0
52107,t rizzo,,2000.0
52108,b bresar,"discussiones mathematicae graph theory ,",2003.0
52109,t hazumi,"international conference on bear research and management ,",
52110,s pejhan,proc of acm,
52111,l hart,"new directions for higher education ,",1987.0
52112,"aca del valle , jl dugelay",,
52113,a rosenthalâ ? ¦,proc . 1986 a cm-sigmod intl conf . on management of,
52114,rg o'sullivan,"new directions for program evaluation ,",1995.0
52115,rt azuma,"siggraph , san diego ,",
52116,m astrahanâ ? ¦,"acm-tods , june ,",
52117,"kkw chu , mh wong","proc acm sigact sigmod sigart symp princ database syst ,",1999.0
52118,sa cook,"proceedings of seventh annual acm symposium on theory of & hellip ; ,",1975.0
52119,bwl chee,"see jing ,",
52120,"ka marko , jv james , tm feldkamp , cv puskorius , ja","proc . isata 29th international symposium on automotive & hellip ; ,",
52121,iwwatl gestation,,
52122,ehpcm evers,"i > proc . 29th ann . int &#39; l symp . microarchitecture , < / i ,",
52123,gp scavone,"proc . int . computer music conference ,",
52124,"rj kusters , m van genuchten , f heemstra","information and software technology ,",1990.0
52125,"jd coleman , e klement , a savchenko , a goettsch","proceedings of the fourth acm international conference on & hellip ; ,",1997.0
52126,"m ch , x montaigne",,
52127,"e chang , h garcia-molina",,
52128,"k ohara , c ulpian , p seeman , rk sunahara","neuropsychopharmacology-san diego - ,",1993.0
52129,d stacey,oracle or sybaseâ ?? database programming &,
52130,g dramitinos,"proceedings of the 4th international workshop on object - & hellip ; ,",1995.0
52131,ja braunâ ? ¦,"social studies and the young learner ,",1993.0
52132,"k harknett , la gennetian",,
52133,tw dibblee,,1988.0
52134,d cheriton,"proc . of acm sigcomm ,",
52135,"n azarmi , r smith","bt technology journal ,",1995.0
52136,p robertson,"msc thesis . computer science department , university of",
52137,mjc gordon,,1979.0
52138,"f giannotti , g manco",,
52139,m amoser,"phd diss ( -- ) . zurich , switzerland ,",
52140,"gw burton , ku ingold","acc chem res ,",
52141,r novak,,
52142,ba vorontsov-velyaminov,,
52143,cam lebre,"bt technology journal ,",2001.0
52144,"a srivastava , mi miller , u grenander","proc . 29th annual allerton conference on communication , & hellip ; ,",
