entry_id,track,duration_min,music_style,issue_date,album,artist_title,copyright_info,music_price
130,Stronger ( Back On the Ground ),4:54,"Rock , Music , Pop , Teen Pop , Pop/Rock",2-Feb-10,Who I Am,Nick Jonas & The Administration,2010 Jonas Enterprises,$ 0.99
131,Stronger ( Back On the Ground ),4:54,"Rock , Music , Pop , Teen Pop , Pop/Rock",2-Feb-10,Who I Am,Nick Jonas & The Administration,2010 Jonas Enterprises,$ 0.99
132,Stronger ( Back On the Ground ),4:54,"Rock , Music , Pop , Teen Pop , Pop/Rock",2-Feb-10,Who I Am,Nick Jonas & The Administration,2010 Jonas Enterprises,$ 0.99
133,Bricks ( feat . Migos ),4:23,"Dance , Music , Electronic",24-Feb-15,Ultra Dance 16,Carnage,"2015 Ultra Records , LLC",$ 1.29
134,I See Fire,4:59,"Singer/Songwriter , Music",20-Jun-14,x ( Deluxe Edition ),Ed Sheeran,"2014 Asylum Records UK , a Warner Music UK Company , except track 16 2013 Warner Bros. . Entertainment Inc. and Metro-Goldwyn-Mayer Pictures Inc.",Album Only
135,Safe and Sound ( NOW What 's Next Bonus Track ),3:12,"Pop , Music",5-Feb-13,Now 45,Capital Cities,"Compilation 2013 NOW Joint Venture . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Catalog , 1750 North Vine Street , Hollywood , CA 90028 .",Album Only
136,The A Team ( Live ),5:01,"Singer/Songwriter , Music",3-Sep-12,iTunes Festival : London 2012 - EP,Ed Sheeran,2012 Warner Music UK LImited,$ 1.99
137,Credit,2:51,"Pop , Music , Rock , Pop/Rock , Dance , Teen Pop",9-Jan-15,Title ( Deluxe ),Meghan Trainor,"2014 , 2015 Epic Records , a division of Sony Music Entertainment",$ 1.29
138,Lips Are Movin,3:01,"Pop , Music , Pop/Rock , Dance , Rock , Teen Pop",9-Jan-15,Title,Meghan Trainor,"2014 , 2015 Epic Records , a division of Sony Music Entertainment",$ 1.29
139,Credit,2:51,"Pop , Music , Rock , Pop/Rock , Dance , Teen Pop",9-Jan-15,Title ( Deluxe ),Meghan Trainor,"2014 , 2015 Epic Records , a division of Sony Music Entertainment",$ 1.29
140,Credit,2:51,"Pop , Music , Rock , Pop/Rock , Dance , Teen Pop",9-Jan-15,Title ( Deluxe ),Meghan Trainor,"2014 , 2015 Epic Records , a division of Sony Music Entertainment",$ 1.29
141,Lips Are Movin,3:01,"Pop , Music , Pop/Rock , Dance , Rock , Teen Pop",9-Jan-15,Title,Meghan Trainor,"2014 , 2015 Epic Records , a division of Sony Music Entertainment",$ 1.29
142,Credit,2:51,"Pop , Music , Rock , Pop/Rock , Dance , Teen Pop",9-Jan-15,Title ( Deluxe ),Meghan Trainor,"2014 , 2015 Epic Records , a division of Sony Music Entertainment",$ 1.29
143,Credit,2:51,"Pop , Music , Rock , Pop/Rock , Dance , Teen Pop",9-Jan-15,Title ( Deluxe ),Meghan Trainor,"2014 , 2015 Epic Records , a division of Sony Music Entertainment",$ 1.29
144,Lips Are Movin,3:01,"Pop , Music , Pop/Rock , Dance , Rock , Teen Pop",9-Jan-15,Title,Meghan Trainor,"2014 , 2015 Epic Records , a division of Sony Music Entertainment",$ 1.29
145,Credit,2:51,"Pop , Music , Rock , Pop/Rock , Dance , Teen Pop",9-Jan-15,Title ( Deluxe ),Meghan Trainor,"2014 , 2015 Epic Records , a division of Sony Music Entertainment",$ 1.29
146,Credit,2:51,"Pop , Music , Rock , Pop/Rock , Dance , Teen Pop",9-Jan-15,Title ( Deluxe ),Meghan Trainor,"2014 , 2015 Epic Records , a division of Sony Music Entertainment",$ 1.29
147,Credit,2:51,"Pop , Music , Rock , Pop/Rock , Dance , Teen Pop",9-Jan-15,Title ( Deluxe ),Meghan Trainor,"2014 , 2015 Epic Records , a division of Sony Music Entertainment",$ 1.29
148,Credit,2:51,"Pop , Music , Rock , Pop/Rock , Dance , Teen Pop",9-Jan-15,Title ( Deluxe ),Meghan Trainor,"2014 , 2015 Epic Records , a division of Sony Music Entertainment",$ 1.29
149,Credit,2:51,"Pop , Music , Rock , Pop/Rock , Dance , Teen Pop",9-Jan-15,Title ( Deluxe ),Meghan Trainor,"2014 , 2015 Epic Records , a division of Sony Music Entertainment",$ 1.29
150,Lips Are Movin,3:01,"Pop , Music , Pop/Rock , Dance , Rock , Teen Pop",9-Jan-15,Title,Meghan Trainor,"2014 , 2015 Epic Records , a division of Sony Music Entertainment",$ 1.29
151,Credit,2:51,"Pop , Music , Rock , Pop/Rock , Dance , Teen Pop",9-Jan-15,Title ( Deluxe ),Meghan Trainor,"2014 , 2015 Epic Records , a division of Sony Music Entertainment",$ 1.29
152,Credit,2:51,"Pop , Music , Rock , Pop/Rock , Dance , Teen Pop",9-Jan-15,Title ( Deluxe ),Meghan Trainor,"2014 , 2015 Epic Records , a division of Sony Music Entertainment",$ 1.29
153,Credit,2:51,"Pop , Music , Rock , Pop/Rock , Dance , Teen Pop",9-Jan-15,Title ( Deluxe ),Meghan Trainor,"2014 , 2015 Epic Records , a division of Sony Music Entertainment",$ 1.29
154,Credit,2:51,"Pop , Music , Rock , Pop/Rock , Dance , Teen Pop",9-Jan-15,Title ( Deluxe ),Meghan Trainor,"2014 , 2015 Epic Records , a division of Sony Music Entertainment",$ 1.29
155,Dance Me If You Can,3:30,"Children 's Music , Music",9-Jun-09,Disney Channel Playlist,The Cheetah Girls,2009 Walt Disney Records,$ 1.29
156,New Classic,3:30,"Pop , Music , Soundtrack",16-Jun-09,Another Cinderella Story ( feat . Selena Gomez ) - EP,Selena Gomez,2009 Razor and Tie,$ 1.99
157,Music Feels Better ( Bonus Track ),3:10,"Pop , Music , Dance , House , Electronic , Rock , Teen Pop",23-Jul-13,Stars Dance,Selena Gomez,"2013 Hollywood Records , Inc.",$ 1.29
158,Music Feels Better ( Bonus Track ),3:10,"Pop , Music , Dance , House , Electronic , Rock , Teen Pop",23-Jul-13,Stars Dance,Selena Gomez,"2013 Hollywood Records , Inc.",$ 1.29
159,The Heart Wants What It Wants ( Official Video ),4:35,"Pop , Music , Teen Pop , Dance , Rock",24-Nov-14,For You,Selena Gomez,"2014 Hollywood Records , Inc.",$ 1.99
160,Everything Is Not As It Seems ( Series Theme Song ),0:50,"Soundtrack , Music , TV Soundtrack , Children 's Music",4-Aug-09,Wizards of Waverly Place ( Songs from and Inspired By the TV Series & Movie ),Selena Gomez,2009 Disney,$ 1.29
161,Shake It Up,3:00,"Pop , Music , Teen Pop , Soundtrack , Soundtrack",15-Feb-11,Shake It Up - Single,Selena Gomez,2011 Walt Disney Records,$ 1.29
162,Tell Me Something I Do n't Know,3:21,"Pop , Music",5-Aug-08,Tell Me Something I Do n't Know - Single,Selena Gomez,2009 Razor and Tie,$ 1.29
163,Music Feels Better ( Bonus Track ),3:10,"Pop , Music , Dance , House , Electronic , Rock , Teen Pop",23-Jul-13,Stars Dance,Selena Gomez,"2013 Hollywood Records , Inc.",$ 1.29
164,Music Feels Better ( Bonus Track ),3:10,"Pop , Music , Dance , House , Electronic , Rock , Teen Pop",23-Jul-13,Stars Dance,Selena Gomez,"2013 Hollywood Records , Inc.",$ 1.29
165,The Heart Wants What It Wants ( Official Video ),4:35,"Pop , Music , Teen Pop , Dance , Rock",24-Nov-14,For You,Selena Gomez,"2014 Hollywood Records , Inc.",$ 1.99
166,Music Feels Better ( Bonus Track ),3:10,"Pop , Music , Dance , House , Electronic , Rock , Teen Pop",23-Jul-13,Stars Dance,Selena Gomez,"2013 Hollywood Records , Inc.",$ 1.29
167,End Credit Score Suite,7:18,"Children 's Music , Music , Soundtrack",14-Oct-08,Tinker Bell - Songs from and Inspired By Disney Fairies,Joel McNeely,2008 Walt Disney Records,$ 1.29
168,Rise,3:03,"Pop , Music , Rock",,Revival,Selena Gomez,2015 Interscope Records,Album Only
169,The Heart Wants What It Wants ( Official Video ),4:35,"Pop , Music , Teen Pop , Dance , Rock",24-Nov-14,For You,Selena Gomez,"2014 Hollywood Records , Inc.",$ 1.99
170,The Heart Wants What It Wants ( Official Video ),4:35,"Pop , Music , Teen Pop , Dance , Rock",24-Nov-14,For You,Selena Gomez,"2014 Hollywood Records , Inc.",$ 1.99
171,Wrapped Up ( Live ),3:01,"Pop , Music",21-Apr-15,Radio Disney Music Awards,Olly Murs,2015 Walt Disney Records,Album Only
172,Everything Is Not As It Seems ( Series Theme Song ),0:50,"Soundtrack , Music , TV Soundtrack , Children 's Music",4-Aug-09,Wizards of Waverly Place ( Songs from and Inspired By the TV Series & Movie ),Selena Gomez,2009 Disney,$ 1.29
173,Fly to Your Heart,3:13,"Children 's Music , Music",22-Sep-09,Tinker Bell and the Lost Treasure ( Soundtrack from the Motion Picture ),Selena Gomez,2009 Walt Disney Records,$ 1.29
174,New Classic ( Acoustic Version ),2:41,"Soundtrack , Music , Pop",1-Jan-08,Another Cinderella Story ( Original Motion Picture Soundtrack ),Selena Gomez & Drew Seeley,2008 Razor & Tie Direct,$ 1.29
175,New Classic ( Acoustic Version ),2:41,"Soundtrack , Music , Pop",1-Jan-08,Another Cinderella Story ( Original Motion Picture Soundtrack ),Selena Gomez & Drew Seeley,2008 Razor & Tie Direct,$ 1.29
176,Shake It Up,11:55,"Soundtrack , Music",12-Jul-11,Shake It Up : Break It Down ( Deluxe Edition ) [ Soundtrack from the TV Series ],Rosero McCoy,2011 Walt Disney Records,Album Only
177,Music Feels Better ( Bonus Track ),3:10,"Pop , Music , Dance , House , Electronic , Rock , Teen Pop",23-Jul-13,Stars Dance,Selena Gomez,"2013 Hollywood Records , Inc.",$ 1.29
178,New Classic,3:30,"Pop , Music , Soundtrack",16-Jun-09,Another Cinderella Story ( feat . Selena Gomez ) - EP,Selena Gomez,2009 Razor and Tie,$ 1.99
179,Everything Is Not As It Seems ( Series Theme Song ),0:50,"Soundtrack , Music , TV Soundtrack , Children 's Music",4-Aug-09,Wizards of Waverly Place ( Songs from and Inspired By the TV Series & Movie ),Selena Gomez,2009 Disney,$ 1.29
180,Magic Mirror,3:36,"Soundtrack , Music , Children 's Music",16-Oct-12,"Disney Fairies : Faith , Trust and Pixie Dust",Tiffany Thornton,2012 Walt Disney Records,$ 1.29
181,Music Feels Better ( Bonus Track ),3:10,"Pop , Music , Dance , House , Electronic , Rock , Teen Pop",23-Jul-13,Stars Dance,Selena Gomez,"2013 Hollywood Records , Inc.",$ 1.29
182,Music Feels Better ( Bonus Track ),3:10,"Pop , Music , Dance , House , Electronic , Rock , Teen Pop",23-Jul-13,Stars Dance,Selena Gomez,"2013 Hollywood Records , Inc.",$ 1.29
183,New Classic ( Acoustic Version ),2:41,"Soundtrack , Music , Pop",1-Jan-08,Another Cinderella Story ( Original Motion Picture Soundtrack ),Selena Gomez & Drew Seeley,2008 Razor & Tie Direct,$ 1.29
184,New Classic ( Acoustic Version ),2:41,"Soundtrack , Music , Pop",1-Jan-08,Another Cinderella Story ( Original Motion Picture Soundtrack ),Selena Gomez & Drew Seeley,2008 Razor & Tie Direct,$ 1.29
185,Come & Get It ( Dave Aud ' © Club Remix ),6:11,"Dance , Music , Electronic , Rock",28-May-13,Come & Get It Remixes,Selena Gomez,"2013 Hollywood Records , Inc.",$ 1.29
186,Music Feels Better ( Bonus Track ),3:10,"Pop , Music , Dance , House , Electronic , Rock , Teen Pop",23-Jul-13,Stars Dance,Selena Gomez,"2013 Hollywood Records , Inc.",$ 1.29
187,Music Feels Better ( Bonus Track ),3:10,"Pop , Music , Dance , House , Electronic , Rock , Teen Pop",23-Jul-13,Stars Dance,Selena Gomez,"2013 Hollywood Records , Inc.",$ 1.29
188,The Heart Wants What It Wants ( Official Video ),4:35,"Pop , Music , Teen Pop , Dance , Rock",24-Nov-14,For You,Selena Gomez,"2014 Hollywood Records , Inc.",$ 1.99
189,Come & Get It ( Dave Aud ' © Club Remix ),6:11,"Dance , Music , Electronic , Rock",28-May-13,Come & Get It Remixes,Selena Gomez,"2013 Hollywood Records , Inc.",$ 1.29
190,Good for You ( feat . A$ AP Rocky ) [ KASBO Remix ],3:41,"Pop , Music",4-Sep-15,Good for You ( feat . A$ AP Rocky ) [ Remixes ] - Single,Selena Gomez,2015 Interscope Records,$ 1.29
191,With Love,3:01,"Children 's Music , Music",9-Sep-08,Disney Girlz Rock 2,Hilary Duff,"2008 Walt Disney Records/Hollywood Records , Inc.",$ 1.29
192,Dance Me If You Can,3:30,"Children 's Music , Music",9-Jun-09,Disney Channel Playlist,The Cheetah Girls,2009 Walt Disney Records,$ 1.29
193,New Classic,3:30,"Pop , Music , Soundtrack",16-Jun-09,Another Cinderella Story ( feat . Selena Gomez ) - EP,Selena Gomez,2009 Razor and Tie,$ 1.99
194,Everything Is Not As It Seems ( Series Theme Song ),0:50,"Soundtrack , Music , TV Soundtrack , Children 's Music",4-Aug-09,Wizards of Waverly Place ( Songs from and Inspired By the TV Series & Movie ),Selena Gomez,2009 Disney,$ 1.29
195,New Classic ( Acoustic Version ),2:41,"Soundtrack , Music , Pop",1-Jan-08,Another Cinderella Story ( Original Motion Picture Soundtrack ),Selena Gomez & Drew Seeley,2008 Razor & Tie Direct,$ 1.29
196,Hakuna Matata,3:20,"Children 's Music , Music",9-Mar-10,Disneymania 7,Debby Ryan,2010 Walt Disney Records,$ 1.29
197,So Far Away ( with Haley ),6:48,"Dance , Music , Electronic",25-May-10,Ultra Weekend 6,Kaskade & Seamus Haji,"2010 Ultra Records , Inc.",$ 1.29
198,Bling Bling,2:36,"Soundtrack , Music",12-Jul-11,Shake It Up : Break It Down ( Soundtrack from the TV Series ),Windy Wagner,2011 Walt Disney Records,$ 1.29
199,We 're Dancing ( Alex Ghenea 3.0 Remix ),3:21,"Soundtrack , Music , Soundtrack , Pop",5-Mar-13,Shake It Up ( I < 3 Dance ) [ Music from the TV Series ],Bridgit Mendler,2013 Walt Disney Records,$ 1.29
200,Come & Get It ( Dave Aud ' © Club Remix ),6:11,"Dance , Music , Electronic , Rock",28-May-13,Come & Get It Remixes,Selena Gomez,"2013 Hollywood Records , Inc.",$ 1.29
201,Come & Get It ( Dave Aud ' © Club Remix ),6:11,"Dance , Music , Electronic , Rock",28-May-13,Come & Get It Remixes,Selena Gomez,"2013 Hollywood Records , Inc.",$ 1.29
202,Come & Get It ( Dave Aud ' © Club Remix ),6:11,"Dance , Music , Electronic , Rock",28-May-13,Come & Get It Remixes,Selena Gomez,"2013 Hollywood Records , Inc.",$ 1.29
203,Come & Get It ( Dave Aud ' © Club Remix ),6:11,"Dance , Music , Electronic , Rock",28-May-13,Come & Get It Remixes,Selena Gomez,"2013 Hollywood Records , Inc.",$ 1.29
204,Slow Down ( Smash Mode Remix ),5:21,"Dance , Music , Reggae , Rock , Electronic",20-Aug-13,Slow Down ( Remixes ),Selena Gomez,"2013 Hollywood Records , Inc.",$ 1.29
205,Slow Down ( Smash Mode Remix ),5:21,"Dance , Music , Reggae , Rock , Electronic",20-Aug-13,Slow Down ( Remixes ),Selena Gomez,"2013 Hollywood Records , Inc.",$ 1.29
206,Slow Down ( Smash Mode Remix ),5:21,"Dance , Music , Reggae , Rock , Electronic",20-Aug-13,Slow Down ( Remixes ),Selena Gomez,"2013 Hollywood Records , Inc.",$ 1.29
207,Slow Down ( Smash Mode Remix ),5:21,"Dance , Music , Reggae , Rock , Electronic",20-Aug-13,Slow Down ( Remixes ),Selena Gomez,"2013 Hollywood Records , Inc.",$ 1.29
208,Slow Down ( Smash Mode Remix ),5:21,"Dance , Music , Reggae , Rock , Electronic",20-Aug-13,Slow Down ( Remixes ),Selena Gomez,"2013 Hollywood Records , Inc.",$ 1.29
209,Slow Down ( Sure Shot Rockers Reggae Dub Remix ),3:15,"Reggae , Music , Electronic , Dance , Rock",20-Aug-13,Slow Down ( Reggae Remixes ) - Single,Selena Gomez,"2013 Hollywood Records , Inc.",$ 1.29
210,Slow Down ( Sure Shot Rockers Reggae Dub Remix ),3:15,"Reggae , Music , Electronic , Dance , Rock",20-Aug-13,Slow Down ( Reggae Remixes ) - Single,Selena Gomez,"2013 Hollywood Records , Inc.",$ 1.29
211,Slow Down ( Sure Shot Rockers Reggae Dub Remix ),3:15,"Reggae , Music , Electronic , Dance , Rock",20-Aug-13,Slow Down ( Reggae Remixes ) - Single,Selena Gomez,"2013 Hollywood Records , Inc.",$ 1.29
212,Finale,3:30,"Soundtrack , Music",12-Nov-13,Disney Classics,Bruce Healey & Barnette Ricci,2013 Walt Disney Records,$ 1.29
213,Music Feels Better ( Bonus Track ),3:10,"Pop , Music , Dance , House , Electronic , Rock , Teen Pop",23-Jul-13,Stars Dance,Selena Gomez,"2013 Hollywood Records , Inc.",$ 1.29
214,Good for You ( feat . A$ AP Rocky ) [ KASBO Remix ],3:41,"Pop , Music",4-Sep-15,Good for You ( feat . A$ AP Rocky ) [ Remixes ] - Single,Selena Gomez,2015 Interscope Records,$ 1.29
215,Good for You ( feat . A$ AP Rocky ) [ KASBO Remix ],3:41,"Pop , Music",4-Sep-15,Good for You ( feat . A$ AP Rocky ) [ Remixes ] - Single,Selena Gomez,2015 Interscope Records,$ 1.29
216,Music Feels Better ( Bonus Track ),3:10,"Pop , Music , Dance , House , Electronic , Rock , Teen Pop",23-Jul-13,Stars Dance,Selena Gomez,"2013 Hollywood Records , Inc.",$ 1.29
217,Music Feels Better ( Bonus Track ),3:10,"Pop , Music , Dance , House , Electronic , Rock , Teen Pop",23-Jul-13,Stars Dance,Selena Gomez,"2013 Hollywood Records , Inc.",$ 1.29
218,Rise,3:03,"Pop , Music , Rock",,Revival,Selena Gomez,2015 Interscope Records,Album Only
219,The Heart Wants What It Wants ( Official Video ),4:35,"Pop , Music , Teen Pop , Dance , Rock",24-Nov-14,For You,Selena Gomez,"2014 Hollywood Records , Inc.",$ 1.99
220,Perfect,4:02,"Pop , Music , Rock",,Revival ( Deluxe ),Selena Gomez,2015 Interscope Records,Album Only
221,Good for You ( feat . A$ AP Rocky ),3:41,"Pop , Music",19-Aug-15,Good for You ( feat . A$ AP Rocky ) - Single,Selena Gomez,2015 Interscope Records,$ 1.29
222,Perfect,4:02,"Pop , Music , Rock",,Revival ( Deluxe ),Selena Gomez,2015 Interscope Records,Album Only
223,Track 14,3:41,"Pop/Rock , Music , Pop , Dance , R&B / Soul",,Me 4 U,Omi,"2015 Ultra Records , LLC under exclusive license to Columbia Records , a Division of Sony Music Entertainment",Album Only
224,Track 14,3:41,"Pop/Rock , Music , Pop , Dance , R&B / Soul",,Me 4 U,Omi,"2015 Ultra Records , LLC under exclusive license to Columbia Records , a Division of Sony Music Entertainment",Album Only
225,Track 14,3:41,"Pop/Rock , Music , Pop , Dance , R&B / Soul",,Me 4 U,Omi,"2015 Ultra Records , LLC under exclusive license to Columbia Records , a Division of Sony Music Entertainment",Album Only
226,Track 14,3:41,"Pop/Rock , Music , Pop , Dance , R&B / Soul",,Me 4 U,Omi,"2015 Ultra Records , LLC under exclusive license to Columbia Records , a Division of Sony Music Entertainment",Album Only
227,Track 14,3:41,"Pop/Rock , Music , Pop , Dance , R&B / Soul",,Me 4 U,Omi,"2015 Ultra Records , LLC under exclusive license to Columbia Records , a Division of Sony Music Entertainment",Album Only
228,Track 14,3:41,"Pop/Rock , Music , Pop , Dance , R&B / Soul",,Me 4 U,Omi,"2015 Ultra Records , LLC under exclusive license to Columbia Records , a Division of Sony Music Entertainment",Album Only
229,Track 14,3:41,"Pop/Rock , Music , Pop , Dance , R&B / Soul",,Me 4 U,Omi,"2015 Ultra Records , LLC under exclusive license to Columbia Records , a Division of Sony Music Entertainment",Album Only
230,Track 14,3:41,"Pop/Rock , Music , Pop , Dance , R&B / Soul",,Me 4 U,Omi,"2015 Ultra Records , LLC under exclusive license to Columbia Records , a Division of Sony Music Entertainment",Album Only
231,Track 14,3:41,"Pop/Rock , Music , Pop , Dance , R&B / Soul",,Me 4 U,Omi,"2015 Ultra Records , LLC under exclusive license to Columbia Records , a Division of Sony Music Entertainment",Album Only
232,Track 14,3:41,"Pop/Rock , Music , Pop , Dance , R&B / Soul",,Me 4 U,Omi,"2015 Ultra Records , LLC under exclusive license to Columbia Records , a Division of Sony Music Entertainment",Album Only
233,Riva ( Restart the Game ) [ feat . Broken Back ] [ Radio Edit ],3:00,"House , Music , Dance",29-Jun-15,Ultra Summer 2 ( The Best In Deep and Tropical House ),Klingande,"2015 Ultra Records , LLC",$ 1.29
234,Bricks ( feat . Migos ),4:23,"Dance , Music , Electronic",24-Feb-15,Ultra Dance 16,Carnage,"2015 Ultra Records , LLC",$ 1.29
235,Cheerleader,2:54,"House , Music , Dance , Reggae , Pop",8-Apr-14,Cheerleader ( Remixes ) - Single,Omi,"2014 Ultra Records , LLC / Louder Than Life under exclusive license to Columbia Records , a Division of Sony Music Entertainment",$ 1.29
236,Cheerleader ( Felix Jaehn Remix ) [ Live 2015 ],3:00,"Pop/Rock , Music , Pop , Dance",21-Aug-15,Cheerleader ( Felix Jaehn Remix ) [ Live 2015 ] - Single,Omi,"2015 Ultra Records , LLC under exclusive license to Columbia Records , a Division of Sony Music Entertainment",$ 1.29
237,Cheerleader,2:54,"House , Music , Dance , Reggae , Pop",8-Apr-14,Cheerleader ( Remixes ) - Single,Omi,"2014 Ultra Records , LLC / Louder Than Life under exclusive license to Columbia Records , a Division of Sony Music Entertainment",$ 1.29
238,Cheerleader ( feat . Nicky Jam ) [ Felix Jaehn Remix ],3:00,"Latin Urban , Music , Latino",31-Jul-15,Cheerleader ( feat . Nicky Jam ) [ Felix Jaehn Remix ] - Single,Omi,"2015 Ultra Records , LLC under exclusive license to Columbia Records , a Division of Sony Music Entertainment",$ 1.29
