media_id,copyright_text,music_release_date,track,album_title_nm,musical_length,style,performer
138,"2014 , 2015 Epic Records , a division of Sony Music Entertainment",9-Jan-15,Lips Are Movin,Title,3:01,"Pop , Music , Pop/Rock , Dance , Rock , Teen Pop",Meghan Trainor
139,"2014 , 2015 Epic Records , a division of Sony Music Entertainment",9-Jan-15,Credit,Title ( Deluxe ),2:51,"Pop , Music , Rock , Pop/Rock , Dance , Teen Pop",Meghan Trainor
140,"2014 , 2015 Epic Records , a division of Sony Music Entertainment",9-Jan-15,Credit,Title ( Deluxe ),2:51,"Pop , Music , Rock , Pop/Rock , Dance , Teen Pop",Meghan Trainor
141,"2014 , 2015 Epic Records , a division of Sony Music Entertainment",9-Jan-15,Lips Are Movin,Title,3:01,"Pop , Music , Pop/Rock , Dance , Rock , Teen Pop",Meghan Trainor
142,"2014 , 2015 Epic Records , a division of Sony Music Entertainment",9-Jan-15,Credit,Title ( Deluxe ),2:51,"Pop , Music , Rock , Pop/Rock , Dance , Teen Pop",Meghan Trainor
143,"2014 , 2015 Epic Records , a division of Sony Music Entertainment",9-Jan-15,Credit,Title ( Deluxe ),2:51,"Pop , Music , Rock , Pop/Rock , Dance , Teen Pop",Meghan Trainor
144,"2014 , 2015 Epic Records , a division of Sony Music Entertainment",9-Jan-15,Lips Are Movin,Title,3:01,"Pop , Music , Pop/Rock , Dance , Rock , Teen Pop",Meghan Trainor
145,"2014 , 2015 Epic Records , a division of Sony Music Entertainment",9-Jan-15,Credit,Title ( Deluxe ),2:51,"Pop , Music , Rock , Pop/Rock , Dance , Teen Pop",Meghan Trainor
146,"2014 , 2015 Epic Records , a division of Sony Music Entertainment",9-Jan-15,Credit,Title ( Deluxe ),2:51,"Pop , Music , Rock , Pop/Rock , Dance , Teen Pop",Meghan Trainor
147,"2014 , 2015 Epic Records , a division of Sony Music Entertainment",9-Jan-15,Credit,Title ( Deluxe ),2:51,"Pop , Music , Rock , Pop/Rock , Dance , Teen Pop",Meghan Trainor
148,"2014 , 2015 Epic Records , a division of Sony Music Entertainment",9-Jan-15,Credit,Title ( Deluxe ),2:51,"Pop , Music , Rock , Pop/Rock , Dance , Teen Pop",Meghan Trainor
149,"2014 , 2015 Epic Records , a division of Sony Music Entertainment",9-Jan-15,Credit,Title ( Deluxe ),2:51,"Pop , Music , Rock , Pop/Rock , Dance , Teen Pop",Meghan Trainor
150,"2014 , 2015 Epic Records , a division of Sony Music Entertainment",9-Jan-15,Lips Are Movin,Title,3:01,"Pop , Music , Pop/Rock , Dance , Rock , Teen Pop",Meghan Trainor
151,"2014 , 2015 Epic Records , a division of Sony Music Entertainment",9-Jan-15,Credit,Title ( Deluxe ),2:51,"Pop , Music , Rock , Pop/Rock , Dance , Teen Pop",Meghan Trainor
152,"2014 , 2015 Epic Records , a division of Sony Music Entertainment",9-Jan-15,Credit,Title ( Deluxe ),2:51,"Pop , Music , Rock , Pop/Rock , Dance , Teen Pop",Meghan Trainor
153,"2014 , 2015 Epic Records , a division of Sony Music Entertainment",9-Jan-15,Credit,Title ( Deluxe ),2:51,"Pop , Music , Rock , Pop/Rock , Dance , Teen Pop",Meghan Trainor
154,"2014 , 2015 Epic Records , a division of Sony Music Entertainment",9-Jan-15,Credit,Title ( Deluxe ),2:51,"Pop , Music , Rock , Pop/Rock , Dance , Teen Pop",Meghan Trainor
155,2009 Walt Disney Records,9-Jun-09,Dance Me If You Can,Disney Channel Playlist,3:30,"Children 's Music , Music",The Cheetah Girls
156,2009 Razor and Tie,16-Jun-09,New Classic,Another Cinderella Story ( feat . Selena Gomez ) - EP,3:30,"Pop , Music , Soundtrack",Selena Gomez
157,"2013 Hollywood Records , Inc.",23-Jul-13,Music Feels Better ( Bonus Track ),Stars Dance,3:10,"Pop , Music , Dance , House , Electronic , Rock , Teen Pop",Selena Gomez
158,"2013 Hollywood Records , Inc.",23-Jul-13,Music Feels Better ( Bonus Track ),Stars Dance,3:10,"Pop , Music , Dance , House , Electronic , Rock , Teen Pop",Selena Gomez
159,"2014 Hollywood Records , Inc.",24-Nov-14,The Heart Wants What It Wants ( Official Video ),For You,4:35,"Pop , Music , Teen Pop , Dance , Rock",Selena Gomez
160,2009 Disney,4-Aug-09,Everything Is Not As It Seems ( Series Theme Song ),Wizards of Waverly Place ( Songs from and Inspired By the TV Series & Movie ),0:50,"Soundtrack , Music , TV Soundtrack , Children 's Music",Selena Gomez
161,2011 Walt Disney Records,15-Feb-11,Shake It Up,Shake It Up - Single,3:00,"Pop , Music , Teen Pop , Soundtrack , Soundtrack",Selena Gomez
162,2009 Razor and Tie,5-Aug-08,Tell Me Something I Do n't Know,Tell Me Something I Do n't Know - Single,3:21,"Pop , Music",Selena Gomez
163,"2013 Hollywood Records , Inc.",23-Jul-13,Music Feels Better ( Bonus Track ),Stars Dance,3:10,"Pop , Music , Dance , House , Electronic , Rock , Teen Pop",Selena Gomez
164,"2013 Hollywood Records , Inc.",23-Jul-13,Music Feels Better ( Bonus Track ),Stars Dance,3:10,"Pop , Music , Dance , House , Electronic , Rock , Teen Pop",Selena Gomez
165,"2014 Hollywood Records , Inc.",24-Nov-14,The Heart Wants What It Wants ( Official Video ),For You,4:35,"Pop , Music , Teen Pop , Dance , Rock",Selena Gomez
166,"2013 Hollywood Records , Inc.",23-Jul-13,Music Feels Better ( Bonus Track ),Stars Dance,3:10,"Pop , Music , Dance , House , Electronic , Rock , Teen Pop",Selena Gomez
167,2008 Walt Disney Records,14-Oct-08,End Credit Score Suite,Tinker Bell - Songs from and Inspired By Disney Fairies,7:18,"Children 's Music , Music , Soundtrack",Joel McNeely
168,2015 Interscope Records,,Rise,Revival,3:03,"Pop , Music , Rock",Selena Gomez
169,"2014 Hollywood Records , Inc.",24-Nov-14,The Heart Wants What It Wants ( Official Video ),For You,4:35,"Pop , Music , Teen Pop , Dance , Rock",Selena Gomez
170,"2014 Hollywood Records , Inc.",24-Nov-14,The Heart Wants What It Wants ( Official Video ),For You,4:35,"Pop , Music , Teen Pop , Dance , Rock",Selena Gomez
171,2015 Walt Disney Records,21-Apr-15,Wrapped Up ( Live ),Radio Disney Music Awards,3:01,"Pop , Music",Olly Murs
172,2009 Disney,4-Aug-09,Everything Is Not As It Seems ( Series Theme Song ),Wizards of Waverly Place ( Songs from and Inspired By the TV Series & Movie ),0:50,"Soundtrack , Music , TV Soundtrack , Children 's Music",Selena Gomez
173,2009 Walt Disney Records,22-Sep-09,Fly to Your Heart,Tinker Bell and the Lost Treasure ( Soundtrack from the Motion Picture ),3:13,"Children 's Music , Music",Selena Gomez
174,2008 Razor & Tie Direct,1-Jan-08,New Classic ( Acoustic Version ),Another Cinderella Story ( Original Motion Picture Soundtrack ),2:41,"Soundtrack , Music , Pop",Selena Gomez & Drew Seeley
175,2008 Razor & Tie Direct,1-Jan-08,New Classic ( Acoustic Version ),Another Cinderella Story ( Original Motion Picture Soundtrack ),2:41,"Soundtrack , Music , Pop",Selena Gomez & Drew Seeley
176,2011 Walt Disney Records,12-Jul-11,Shake It Up,Shake It Up : Break It Down ( Deluxe Edition ) [ Soundtrack from the TV Series ],11:55,"Soundtrack , Music",Rosero McCoy
177,"2013 Hollywood Records , Inc.",23-Jul-13,Music Feels Better ( Bonus Track ),Stars Dance,3:10,"Pop , Music , Dance , House , Electronic , Rock , Teen Pop",Selena Gomez
178,2009 Razor and Tie,16-Jun-09,New Classic,Another Cinderella Story ( feat . Selena Gomez ) - EP,3:30,"Pop , Music , Soundtrack",Selena Gomez
179,2009 Disney,4-Aug-09,Everything Is Not As It Seems ( Series Theme Song ),Wizards of Waverly Place ( Songs from and Inspired By the TV Series & Movie ),0:50,"Soundtrack , Music , TV Soundtrack , Children 's Music",Selena Gomez
180,2012 Walt Disney Records,16-Oct-12,Magic Mirror,"Disney Fairies : Faith , Trust and Pixie Dust",3:36,"Soundtrack , Music , Children 's Music",Tiffany Thornton
181,"2013 Hollywood Records , Inc.",23-Jul-13,Music Feels Better ( Bonus Track ),Stars Dance,3:10,"Pop , Music , Dance , House , Electronic , Rock , Teen Pop",Selena Gomez
182,"2013 Hollywood Records , Inc.",23-Jul-13,Music Feels Better ( Bonus Track ),Stars Dance,3:10,"Pop , Music , Dance , House , Electronic , Rock , Teen Pop",Selena Gomez
183,2008 Razor & Tie Direct,1-Jan-08,New Classic ( Acoustic Version ),Another Cinderella Story ( Original Motion Picture Soundtrack ),2:41,"Soundtrack , Music , Pop",Selena Gomez & Drew Seeley
184,2008 Razor & Tie Direct,1-Jan-08,New Classic ( Acoustic Version ),Another Cinderella Story ( Original Motion Picture Soundtrack ),2:41,"Soundtrack , Music , Pop",Selena Gomez & Drew Seeley
185,"2013 Hollywood Records , Inc.",28-May-13,Come & Get It ( Dave Aud ' © Club Remix ),Come & Get It Remixes,6:11,"Dance , Music , Electronic , Rock",Selena Gomez
186,"2013 Hollywood Records , Inc.",23-Jul-13,Music Feels Better ( Bonus Track ),Stars Dance,3:10,"Pop , Music , Dance , House , Electronic , Rock , Teen Pop",Selena Gomez
187,"2013 Hollywood Records , Inc.",23-Jul-13,Music Feels Better ( Bonus Track ),Stars Dance,3:10,"Pop , Music , Dance , House , Electronic , Rock , Teen Pop",Selena Gomez
188,"2014 Hollywood Records , Inc.",24-Nov-14,The Heart Wants What It Wants ( Official Video ),For You,4:35,"Pop , Music , Teen Pop , Dance , Rock",Selena Gomez
189,"2013 Hollywood Records , Inc.",28-May-13,Come & Get It ( Dave Aud ' © Club Remix ),Come & Get It Remixes,6:11,"Dance , Music , Electronic , Rock",Selena Gomez
190,2015 Interscope Records,4-Sep-15,Good for You ( feat . A$ AP Rocky ) [ KASBO Remix ],Good for You ( feat . A$ AP Rocky ) [ Remixes ] - Single,3:41,"Pop , Music",Selena Gomez
191,"2008 Walt Disney Records/Hollywood Records , Inc.",9-Sep-08,With Love,Disney Girlz Rock 2,3:01,"Children 's Music , Music",Hilary Duff
192,2009 Walt Disney Records,9-Jun-09,Dance Me If You Can,Disney Channel Playlist,3:30,"Children 's Music , Music",The Cheetah Girls
193,2009 Razor and Tie,16-Jun-09,New Classic,Another Cinderella Story ( feat . Selena Gomez ) - EP,3:30,"Pop , Music , Soundtrack",Selena Gomez
194,2009 Disney,4-Aug-09,Everything Is Not As It Seems ( Series Theme Song ),Wizards of Waverly Place ( Songs from and Inspired By the TV Series & Movie ),0:50,"Soundtrack , Music , TV Soundtrack , Children 's Music",Selena Gomez
195,2008 Razor & Tie Direct,1-Jan-08,New Classic ( Acoustic Version ),Another Cinderella Story ( Original Motion Picture Soundtrack ),2:41,"Soundtrack , Music , Pop",Selena Gomez & Drew Seeley
196,2010 Walt Disney Records,9-Mar-10,Hakuna Matata,Disneymania 7,3:20,"Children 's Music , Music",Debby Ryan
197,"2010 Ultra Records , Inc.",25-May-10,So Far Away ( with Haley ),Ultra Weekend 6,6:48,"Dance , Music , Electronic",Kaskade & Seamus Haji
198,2011 Walt Disney Records,12-Jul-11,Bling Bling,Shake It Up : Break It Down ( Soundtrack from the TV Series ),2:36,"Soundtrack , Music",Windy Wagner
199,2013 Walt Disney Records,5-Mar-13,We 're Dancing ( Alex Ghenea 3.0 Remix ),Shake It Up ( I < 3 Dance ) [ Music from the TV Series ],3:21,"Soundtrack , Music , Soundtrack , Pop",Bridgit Mendler
200,"2013 Hollywood Records , Inc.",28-May-13,Come & Get It ( Dave Aud ' © Club Remix ),Come & Get It Remixes,6:11,"Dance , Music , Electronic , Rock",Selena Gomez
201,"2013 Hollywood Records , Inc.",28-May-13,Come & Get It ( Dave Aud ' © Club Remix ),Come & Get It Remixes,6:11,"Dance , Music , Electronic , Rock",Selena Gomez
202,"2013 Hollywood Records , Inc.",28-May-13,Come & Get It ( Dave Aud ' © Club Remix ),Come & Get It Remixes,6:11,"Dance , Music , Electronic , Rock",Selena Gomez
203,"2013 Hollywood Records , Inc.",28-May-13,Come & Get It ( Dave Aud ' © Club Remix ),Come & Get It Remixes,6:11,"Dance , Music , Electronic , Rock",Selena Gomez
204,"2013 Hollywood Records , Inc.",20-Aug-13,Slow Down ( Smash Mode Remix ),Slow Down ( Remixes ),5:21,"Dance , Music , Reggae , Rock , Electronic",Selena Gomez
205,"2013 Hollywood Records , Inc.",20-Aug-13,Slow Down ( Smash Mode Remix ),Slow Down ( Remixes ),5:21,"Dance , Music , Reggae , Rock , Electronic",Selena Gomez
206,"2013 Hollywood Records , Inc.",20-Aug-13,Slow Down ( Smash Mode Remix ),Slow Down ( Remixes ),5:21,"Dance , Music , Reggae , Rock , Electronic",Selena Gomez
207,"2013 Hollywood Records , Inc.",20-Aug-13,Slow Down ( Smash Mode Remix ),Slow Down ( Remixes ),5:21,"Dance , Music , Reggae , Rock , Electronic",Selena Gomez
208,"2013 Hollywood Records , Inc.",20-Aug-13,Slow Down ( Smash Mode Remix ),Slow Down ( Remixes ),5:21,"Dance , Music , Reggae , Rock , Electronic",Selena Gomez
209,"2013 Hollywood Records , Inc.",20-Aug-13,Slow Down ( Sure Shot Rockers Reggae Dub Remix ),Slow Down ( Reggae Remixes ) - Single,3:15,"Reggae , Music , Electronic , Dance , Rock",Selena Gomez
210,"2013 Hollywood Records , Inc.",20-Aug-13,Slow Down ( Sure Shot Rockers Reggae Dub Remix ),Slow Down ( Reggae Remixes ) - Single,3:15,"Reggae , Music , Electronic , Dance , Rock",Selena Gomez
211,"2013 Hollywood Records , Inc.",20-Aug-13,Slow Down ( Sure Shot Rockers Reggae Dub Remix ),Slow Down ( Reggae Remixes ) - Single,3:15,"Reggae , Music , Electronic , Dance , Rock",Selena Gomez
212,2013 Walt Disney Records,12-Nov-13,Finale,Disney Classics,3:30,"Soundtrack , Music",Bruce Healey & Barnette Ricci
213,"2013 Hollywood Records , Inc.",23-Jul-13,Music Feels Better ( Bonus Track ),Stars Dance,3:10,"Pop , Music , Dance , House , Electronic , Rock , Teen Pop",Selena Gomez
214,2015 Interscope Records,4-Sep-15,Good for You ( feat . A$ AP Rocky ) [ KASBO Remix ],Good for You ( feat . A$ AP Rocky ) [ Remixes ] - Single,3:41,"Pop , Music",Selena Gomez
215,2015 Interscope Records,4-Sep-15,Good for You ( feat . A$ AP Rocky ) [ KASBO Remix ],Good for You ( feat . A$ AP Rocky ) [ Remixes ] - Single,3:41,"Pop , Music",Selena Gomez
216,"2013 Hollywood Records , Inc.",23-Jul-13,Music Feels Better ( Bonus Track ),Stars Dance,3:10,"Pop , Music , Dance , House , Electronic , Rock , Teen Pop",Selena Gomez
217,"2013 Hollywood Records , Inc.",23-Jul-13,Music Feels Better ( Bonus Track ),Stars Dance,3:10,"Pop , Music , Dance , House , Electronic , Rock , Teen Pop",Selena Gomez
218,2015 Interscope Records,,Rise,Revival,3:03,"Pop , Music , Rock",Selena Gomez
219,"2014 Hollywood Records , Inc.",24-Nov-14,The Heart Wants What It Wants ( Official Video ),For You,4:35,"Pop , Music , Teen Pop , Dance , Rock",Selena Gomez
220,2015 Interscope Records,,Perfect,Revival ( Deluxe ),4:02,"Pop , Music , Rock",Selena Gomez
221,2015 Interscope Records,19-Aug-15,Good for You ( feat . A$ AP Rocky ),Good for You ( feat . A$ AP Rocky ) - Single,3:41,"Pop , Music",Selena Gomez
222,2015 Interscope Records,,Perfect,Revival ( Deluxe ),4:02,"Pop , Music , Rock",Selena Gomez
223,"2015 Ultra Records , LLC under exclusive license to Columbia Records , a Division of Sony Music Entertainment",,Track 14,Me 4 U,3:41,"Pop/Rock , Music , Pop , Dance , R&B / Soul",Omi
224,"2015 Ultra Records , LLC under exclusive license to Columbia Records , a Division of Sony Music Entertainment",,Track 14,Me 4 U,3:41,"Pop/Rock , Music , Pop , Dance , R&B / Soul",Omi
225,"2015 Ultra Records , LLC under exclusive license to Columbia Records , a Division of Sony Music Entertainment",,Track 14,Me 4 U,3:41,"Pop/Rock , Music , Pop , Dance , R&B / Soul",Omi
226,"2015 Ultra Records , LLC under exclusive license to Columbia Records , a Division of Sony Music Entertainment",,Track 14,Me 4 U,3:41,"Pop/Rock , Music , Pop , Dance , R&B / Soul",Omi
227,"2015 Ultra Records , LLC under exclusive license to Columbia Records , a Division of Sony Music Entertainment",,Track 14,Me 4 U,3:41,"Pop/Rock , Music , Pop , Dance , R&B / Soul",Omi
228,"2015 Ultra Records , LLC under exclusive license to Columbia Records , a Division of Sony Music Entertainment",,Track 14,Me 4 U,3:41,"Pop/Rock , Music , Pop , Dance , R&B / Soul",Omi
229,"2015 Ultra Records , LLC under exclusive license to Columbia Records , a Division of Sony Music Entertainment",,Track 14,Me 4 U,3:41,"Pop/Rock , Music , Pop , Dance , R&B / Soul",Omi
230,"2015 Ultra Records , LLC under exclusive license to Columbia Records , a Division of Sony Music Entertainment",,Track 14,Me 4 U,3:41,"Pop/Rock , Music , Pop , Dance , R&B / Soul",Omi
231,"2015 Ultra Records , LLC under exclusive license to Columbia Records , a Division of Sony Music Entertainment",,Track 14,Me 4 U,3:41,"Pop/Rock , Music , Pop , Dance , R&B / Soul",Omi
232,"2015 Ultra Records , LLC under exclusive license to Columbia Records , a Division of Sony Music Entertainment",,Track 14,Me 4 U,3:41,"Pop/Rock , Music , Pop , Dance , R&B / Soul",Omi
233,"2015 Ultra Records , LLC",29-Jun-15,Riva ( Restart the Game ) [ feat . Broken Back ] [ Radio Edit ],Ultra Summer 2 ( The Best In Deep and Tropical House ),3:00,"House , Music , Dance",Klingande
234,"2015 Ultra Records , LLC",24-Feb-15,Bricks ( feat . Migos ),Ultra Dance 16,4:23,"Dance , Music , Electronic",Carnage
235,"2014 Ultra Records , LLC / Louder Than Life under exclusive license to Columbia Records , a Division of Sony Music Entertainment",8-Apr-14,Cheerleader,Cheerleader ( Remixes ) - Single,2:54,"House , Music , Dance , Reggae , Pop",Omi
236,"2015 Ultra Records , LLC under exclusive license to Columbia Records , a Division of Sony Music Entertainment",21-Aug-15,Cheerleader ( Felix Jaehn Remix ) [ Live 2015 ],Cheerleader ( Felix Jaehn Remix ) [ Live 2015 ] - Single,3:00,"Pop/Rock , Music , Pop , Dance",Omi
237,"2014 Ultra Records , LLC / Louder Than Life under exclusive license to Columbia Records , a Division of Sony Music Entertainment",8-Apr-14,Cheerleader,Cheerleader ( Remixes ) - Single,2:54,"House , Music , Dance , Reggae , Pop",Omi
238,"2015 Ultra Records , LLC under exclusive license to Columbia Records , a Division of Sony Music Entertainment",31-Jul-15,Cheerleader ( feat . Nicky Jam ) [ Felix Jaehn Remix ],Cheerleader ( feat . Nicky Jam ) [ Felix Jaehn Remix ] - Single,3:00,"Latin Urban , Music , Latino",Omi
239,"2015 Ultra Records , LLC under exclusive license to Columbia Records , a Division of Sony Music Entertainment",,Track 14,Me 4 U,3:41,"Pop/Rock , Music , Pop , Dance , R&B / Soul",Omi
240,"2015 Ultra Records , LLC under exclusive license to Columbia Records , a Division of Sony Music Entertainment",17-Jul-15,Cheerleader ( feat . Kid Ink ) [ Felix Jaehn vs Salaam Remi Remix ],Cheerleader ( feat . Kid Ink ) [ Felix Jaehn vs Salaam Remi Remix ] - Single,3:01,"Hip-Hop , Music,Hip-Hop / Rap , Electronic",Omi
241,"2015 Ultra Records , LLC under exclusive license to Columbia Records , a Division of Sony Music Entertainment",,Track 14,Me 4 U,3:41,"Pop/Rock , Music , Pop , Dance , R&B / Soul",Omi
242,"2014 Relativity Music Group , LLC",7-Oct-14,A Rose and a Kiss,The Best of Me ( Original Motion Picture Soundtrack ),4:48,"Soundtrack , Music",Aaron Zigman
243,"2013 Big Machine Records , LLC .",18-Jun-13,Did It for the Girl,"Dance Y' all , Vol . 1 - EP",3:11,"Country , Music",Greg Bates
244,"2015 The Valory Music Co. , LLC",3-Feb-15,When I Was Your Man,When I Was Your Man - Single,3:46,"Country , Music",Thomas Rhett
245,2013 KIDinaKORNER/Interscope Records,7-May-13,Brother,Love Songs Drug Songs - EP,3:48,"Alternative , Music , Rock , Adult Alternative",X Ambassadors
246,2013 KIDinaKORNER/Interscope Records,7-May-13,Brother,Love Songs Drug Songs - EP,3:48,"Alternative , Music , Rock , Adult Alternative",X Ambassadors
247,2013 KIDinaKORNER/Interscope Records,7-May-13,Brother,Love Songs Drug Songs - EP,3:48,"Alternative , Music , Rock , Adult Alternative",X Ambassadors
248,2015 KIDinaKORNER/Interscope Records,30-Jun-15,VHS Outro ( Interlude ),VHS,1:25,"Alternative , Music , Rock , Adult Alternative",X Ambassadors
249,2015 KIDinaKORNER/Interscope Records,30-Jun-15,VHS Outro ( Interlude ),VHS,1:25,"Alternative , Music , Rock , Adult Alternative",X Ambassadors
