object_id,author_team,publication_year,event_name
39020,"p eades , w lai , k misue , k sugiyama",,"proceedings of compugraphics ,"
39021,"l sheeran , ma sasse , j rimmer",2002.0,"electronic library ,"
39022,f kaempfer,,i.
39023,"q zhao , xz li , a mistry , r srikumar , o lomovskaya ,",,submitted for
39024,"x hong , m gerla , g pei , cc chiang",,
39025,kj boatright,1995.0,"new directions for higher education ,"
39026,hp kriegelâ ? ¦,1990.0,
39027,pnii newbornsâ ?? a,,
39028,"s kalyanasundaram , ekp chong , nb shroff",2002.0,"computer networks ,"
39029,"s droste , d wiesmann",2000.0,"lecture notes in computer science ,"
39030,p assâ ?? n,,
39031,"ds elliott , d huizinga , s menard",1989.0,
39032,"ds batory , m mannino",1986.0,"acm sigmod record ,"
39033,wl bischoff,1975.0,
39034,", pc lockemann",,
39035,"ca crowther , dj henderson-smart",2000.0,"cochrane database syst rev ,"
39036,"ch yu , n donaldson",,proc . int . fes soc .
39037,"soâ ?? day , f bieniosek , k anderson",,
39038,am boehmer,1971.0,"& hellip ; telemetering conference , washington , d. c , proceedings ,"
39039,"s agrawal , m syamala",2005.0,"proceedings of the 2005 acm sigmod international conference & hellip ; ,"
39040,"k zucker , a rosen , a tsaroacha , l de faria , d roth",1997.0,"transplantation proceedings ,"
39041,gl turin,1976.0,"ieee , proceedings ,"
39042,d kemp,1991.0,"geography ,"
39043,gh gonnet,,"eth , zurich , switzerland ,"
39044,gm stern,2000.0,"electronic business ,"
39045,a subramanian,,"stanford university , technical report stan-cs-89-1275 ,"
39046,w fan,,"acm-sigmod , may ,"
39047,"pb bowden , s raha",,"phil . mag ,"
39048,a hickman,,"pc magazine online ,"
39049,"a johnston , oj david , gf cooney",2000.0,"transplantation proceedings ,"
39050,r council,,
39051,d margaritoulis,1988.0,
39052,te timell,1986.0,
39053,"b sun , j chen",1997.0,"acm sigice bulletin ,"
39054,"g gardarin , p pucheral",,
39055,"im johnstone , b silverman",1994.0,
39056,sk heller,1983.0,
39057,dy yang,,
39058,"d bergstrijm , ml ambriola , g barbiellini , s",,"proc . 26th int . cosmic ray conf . ( salt lake city ) , 5 , 80 ,"
39059,mv srinivasan,,"& hellip ; journal of intelligent information processing systems ,"
39060,"l karlovic , k patrick",2003.0,"new directions for adult and continuing education ,"
39061,"bt smith , jm boyle , jj dongarra , bs garbow , y",1976.0,"lecture notes in computer science ,"
39062,f tian,,proceedings of the 2004 acm-sigmod
39063,"ml brodie , s chaudhuri",,
39064,"j richardson , p schwarz",,"proceedings of the 1991 acm sigmod international conference & hellip ; ,"
39065,"k muralidhar , r sarathy",1999.0,"acm transactions on database systems ,"
39066,bk bratbergsengen,,"proc . of the 10th int . conf . on vldb ,"
39067,"d kocur , r hudec , s marchevsky",2000.0,"radioengineering-prague - ,"
39068,"c gentry , a silverberg",2002.0,"lecture notes in computer science ,"
39069,fe nardine,1990.0,"new directions for adult and continuing education ,"
39070,j owen,,"md ,"
39071,"a junaid , il dubinsky",1997.0,"journal of emergency medicine ,"
39072,"h jagadish , lv lakshmanan , d srivastava , t yu",,"proceedings of the international conference on very large & hellip ; ,"
39073,"r hanbury-brown , rq twiss",,"phil . mag ,"
39074,e hewitt,,"univ. washington , seattle ,"
39075,"o danvy , cl talcott",,"technical report stan-cs-92-1426 , stanford university , san"
39076,"ct sah , rn noyce , w shockley",,
39077,jr abrial,,
39078,"s edelkamp , al lafuente , s leue",2001.0,"lecture notes in computer science ,"
39079,my vardi,1985.0,"proceedings of the fourth acm sigact-sigmod symposium on & hellip ; ,"
39080,"rj aalberts , t boyt , lh seidman",2002.0,"san diego law review ,"
39081,mh glantz,,"isbn ,"
39082,r gulati,1995.0,"the academy of management journal ,"
39083,r walker,1996.0,"urban geography ,"
39084,p raftopoulou,2003.0,
39085,md smith,1996.0,"new directions for higher education ,"
39086,"d alaska , nh montana",,
39087,"pm bentler , gj huba",,"journal of personality and social psychology ,"
39088,a meier,1995.0,"proceedings of the 21th international conference on very & hellip ; ,"
39089,m erdmannâ ? ¦,,"proc . of the 28th rencontre de moriond , les arcs , france ,"
39090,"m fernandez , wc tan , d suciuâ ? ¦",2000.0,"www9 / computer networks ,"
39091,bd kahan,1997.0,"transplantation proceedings ,"
39092,"cc aggarwal , ps yu",2000.0,"sigmod conference ,"
39093,"ma rothenberger , ur kulkarni , k dooley",,
39094,"n brown , c kindel",,"technical report , microsoft corp. ,"
39095,la fiedler,1964.0,"wisconsin studies in contemporary literature ,"
39096,b cole-gomolski,,"computerworld ,"
39097,mj miller,,"pc magazine ,"
39098,"jl lions , e magenes",1972.0,
39099,"ag sutcliffe , j galliers , s minocha",,
39100,"v aguilar , g woo",2000.0,"new directions for adult and continuing education ,"
39101,"s binetti , g notaro , r sabella",2000.0,"computer networks ,"
39102,"c nicastri , l athanasiadis",1995.0,"proceedings of the 23rd annual acm siguccs conference on & hellip ; ,"
39103,"jr bedell , v malik",1997.0,"journal of emergency medicine ,"
39104,"d evans , a pillay , b poizat",,"algebra i logika ,"
39105,"os stokke , lg anderson , n mirovitskaya",,"see ref ,"
39106,gm sacco,1986.0,"acm transactions on database systems ,"
39107,a bouguettayaâ ? ¦,,"corba and databases ,"
39108,"d kratsch , j spinrad",,
39109,"m jã ¸ rgensen , kh teigen",,
39110,m kovacs,,"unpublished manuscript ,"
39111,f leymann,2001.0,"proceedings of the 27th international conference on very & hellip ; ,"
39112,p southard,1994.0,"journal of emergency nursing ,"
39113,s chaudhuri,1995.0,"proceedings of the international conference on very large & hellip ; ,"
39114,gr hadley,,proc . int . workshop numerical
39115,"t natschlager , b ruf",,submitted for
39116,"j gray , r lorie",,"proc . intl. conf . on very large data bases , sept ,"
39117,j de knijf,,
39118,"se nepstad , c smith",1999.0,"mobilization-san diego - ,"
39119,pj haas,,"ibm data management technical conference , anaheim ca ,"
39120,"ka reinert , cr shiells",,unpublished
39121,w ladusaw,1992.0,"proceedings of salt ,"
39122,"p cousot , n halbwachs",1978.0,
39123,o lesyk,,"& hellip ; international conference on management of technology , iamot & hellip ; ,"
39124,s berchtold,,"proc . acm-sigmod conf ,"
39125,jh collins,,"anrw i ,"
39126,b sailer,,
39127,i pitowsky,1989.0,
39128,gg dodd,1969.0,"acm computing surveys ( csur ) ,"
39129,"rl priem , je butler",2001.0,"academy of management review ,"
39130,"m bartos , b lauer , hw honegger",,"proceedings of the 23rd neurobiol . conference ,"
39131,p piwowarski,1982.0,"acm sigplan notices ,"
39132,jb jochims,,
39133,"k bhargavan , c fournet , ad gordon",,
39134,"h haygood , q he , s smith , j snare",,
39135,"r hunter , ah robinson",,"proc . ieee ,"
39136,l freed,,"pc magazine ,"
39137,tw beed,,"geography ,"
39138,"m ye , c li , g chen , j wu",,
39139,r dragan,,"pc magazine ,"
39140,"pm jenlink , cm reigeluth , aa carr , lm nelson",,"unpublished manuscript ,"
39141,j zadã ¡ k,,
39142,"da berlincourt , c cmolik , h jaffe",,"proc . ire ,"
39143,"t ball , sk rajamani",,microsoft technical report
39144,"jm de graaf , wa kosters , jjw witteman",,
39145,m hendricksâ ? ¦,1990.0,"new directions for program evaluation ,"
39146,"g santis , v legrand , ss hong , e davison , i kirby ,",,submitted for
39147,k sima'an,1996.0,"proceedings coling ,"
39148,"j benajes , jm lujã ¡ n , v bermãºdez , jr serrano",2002.0,"proceedings of the i mech e part d journal of automobile & hellip ; ,"
39149,"jd laney , jl laney , tj wimsatt , pa moseley",1997.0,"social studies and the young learner ,"
39150,"a eisenberg , j melton",1998.0,"sigmod record ,"
39151,"mj freedman , m vutukuru , n feamster , h",,
39152,"jl bentley , ht kung , m schkolnick , cd thompson",1978.0,"journal of the acm ( jacm ) ,"
39153,m naor,1997.0,"unpublished manuscript ,"
39154,"a dziedzic , k mlynarczyk",,
39155,"t suzuki , s matsuda , jk tsuzuku , y yoshida , t",2001.0,"genes to cells ,"
39156,ef codd,1973.0,acm sigmod
39157,p scheuermann,,
39158,"vk chaudhri , a farquhar , r fikes , pd karp",,"technical report , stanford university ."
39159,"m main , rw wilhelm , ar cox",1996.0,"social studies and the young learner ,"
39160,"pl tarr , la clarke",,in proceedings of acm
39161,"j li , j janotti , dsj de coutu , dr karger",,mit laboratory for computer
39162,"pr kurzweil , ad frogameni , dw jackson",1995.0,"arthroscopy-new york - ,"
39163,"m bigorda , d tost",,
39164,"x huang , q xue , j yang",,
39165,ll bierema,2002.0,"new directions for adult and continuing education ,"
39166,nj nilsson,,
39167,"s abiteboul , g grahne",,"vldb ,"
39168,"gr gewirtz , jm gorman , j volavka , j macaluso",1994.0,"neuropsychopharmacology-san diego - ,"
39169,t hofmann,,"european conference on machine learning ( ecml ) ,"
39170,nam maiden,1991.0,"information and software technology ,"
39171,"j carbo , j molina , j davila",,procs . 20th int . conf . on artificial intelligence and
39172,"n krivokapic , a kemper , e gudes",1999.0,"vldb journal ,"
39173,wh see,,
39174,s wren-lewis,2002.0,"unpublished manuscript ,"
39175,a biswas,1995.0,
39176,h andrade,,& hellip ; a knowledge base management system ( kbms ) : an ontology-aware
39177,"dj dire , li kietzman",1995.0,"journal of emergency medicine ,"
39178,ca balanis,,
39179,"b morin , l me , h debar , m ducasse",2002.0,"lecture notes in computer science ,"
39180,"m stonebraker , la rowe",,"vldb ,"
39181,k zeichner,1993.0,
39182,"y du , c herrmann , kp may , d evans",1999.0,"computer networks ,"
39183,l harris,,unpublished
39184,kr singh,1995.0,"international studies-bombay then new delhi - ,"
39185,"rat imielinski , a swami",,
39186,pp chen,,"toward a unified view of data / / acm tods , no ,"
39187,l bouchard,1993.0,"proceedings of the international conference on information & hellip ; ,"
39188,"y sismanis , a deligiannakis , n roussopoulos , y",,"proceedings of the 2002 acm sigmod conference ,"
39189,l merrill,,"seattle , washington ,"
39190,m james,1999.0,
39191,"kcc chang , h garcia-molina , a paepcke",1996.0,"ieee transactions on knowledge & data engineering ,"
39192,a paepcke,,"technical report , stanford university ,"
39193,p mounfield,1995.0,"geography ,"
39194,aa ciereszko,1987.0,"new directions for higher education ,"
39195,pg selinger,,
39196,"mp jones , p blampied",,"submitted for publication ,"
39197,ja pople,,"phil . mag ,"
39198,"gj miltenburg , i krinsky",1987.0,
39199,"s cluet , o kapitskaia , d srivastava",1999.0,"proc acm sigact sigmod sigart symp princ database syst ,"
39200,"ca kiesler , re nisbett , mp zanna",1969.0,"journal of personality and social psychology ,"
39201,"cp martin , k ramamritham",,
39202,"a crisanti , g paladin , a vulpiani",1993.0,
39203,"ah eagly , vj steffen",,"journal of personality and social psychology ,"
39204,e strommen,,"electronic learning ,"
39205,ps auerbach,1997.0,"journal of emergency nursing ,"
39206,"jc hoffsommer , jm rosen",,"md ,"
39207,"cs korn , gw currier , so henderson",2000.0,"journal of emergency medicine ,"
39208,p wegner,1990.0,"acm sigplan oops messenger ,"
39209,"pc woodland , se johnson , p jourlin , ks jones",2000.0,"proceedings of the 23rd annual international acm sigir & hellip ; ,"
39210,r davison,2000.0,"bt technology journal ,"
39211,"ra jacobs , mi jordan , ag barto",1993.0,"lecture notes in computer science ,"
39212,"ksk chinn , jp hannon",1969.0,"fed proc ,"
39213,"d towsley , s panwar",,"coins technical report 89-72 , university of massachusetts ,"
39214,s sunindyo,,"see hooker ,"
39215,"k tan , h bunn",,"cochrane database syst rev ,"
39216,"gn dinardo , w kwok",,"procs . first internat . swordfish symp. , ensenada , mexico . & hellip ; ,"
39217,d yach,,
39218,t fininâ ? ¦,,
39219,"g turk , d banks",1996.0,"proceedings of the 23rd annual conference on computer & hellip ; ,"
39220,"w chai , b vercoe",2003.0,"proceedings of the eleventh acm international conference on & hellip ; ,"
39221,"ll peterbuneman , d suciu , v tannen , l wong",,"acm sigmod record ,"
39222,"ee ferguson , fc fehsenfeld , dl albritton",,"academic : san diego ,"
39223,l seligman,2002.0,"acm sigmod record ,"
39224,"m correia , nf neves , lc lung , p verä ± ssimo",,"submitted for publication ,"
39225,"s walgrave , j manssens",2000.0,"mobilization-san diego - ,"
39226,aw cramb,,
39227,"l chen , nh park , w shi",,
39228,"s berson , l golubchik , rr muntz",,"sigmod ,"
39229,", k voruganti , rc unrau",1998.0,"vldb ,"
39230,"cho junghoo , h garcia-molina",,"acm transactions on database systems ,"
39231,"m toh , k tan",,"fall meeting of project link , athens , greece , november ,"
39232,se language,,
39233,d jecker,,"pc magazine ,"
39234,dr montello,1993.0,"lecture notes in computer science ,"
39235,ra armourâ ? ¦,1987.0,"new directions for teaching and learning ,"
39236,"bn achar , gw brindley",,"proc . int . clay conf . jerusalem ,"
39237,"r schule , y haffner , a jordan",1998.0,
39238,"a bolour , l anderson , l dekeyser , h wong",,sigmod
39239,j langford,,
39240,"e baralis , s chiusano",2004.0,"acm transactions on database systems ,"
39241,"t imielinski , br badrinath",1992.0,"vldb ,"
39242,g anthes,,"computerworld ,"
39243,n coote,2002.0,"cochrane database syst rev ,"
39244,"n lynch , m fischer",,proceedings second [ eee symposium on reliability in d ~
39245,"rg gustafson , tc wainwright , ga winans , fw waknitz",,"noaa technical memorandum nmfs-nwfsc-33 , seattle , washington ,"
39246,"ra mount , jf pysz",,"proc int conf fire saf ,"
39247,m kousis,1999.0,"mobilization-san diego - ,"
39248,"sd ferris , wj berg , n ryman , f utter",,"university of washington press , seattle ,"
39249,"r dallmann , t geissmann",2001.0,"contributions to zoology ,"
39250,"hw crott , m giesel , c hoffmann",1998.0,"journal of personality and social psychology ,"
39251,"m dorigo , m middendorf , t stã 1/4 zle",,"procs . of the 2 ndint . work . on ant algorithms ,"
39252,hb squire,,"phil . mag ,"
39253,s vinterbo,,"ieee transactions on knowledge and data engineering ,"
39254,"al nelson , rdf bromley , cj thomas",2001.0,"applied geography ,"
39255,"j daniels , s cook",1992.0,"conference proceedings on data management 91 table of & hellip ; ,"
39256,"dp davis , kj bramwell , rs hamilton , sr williams",1997.0,"journal of emergency medicine ,"
39257,"m valden , q wang , i vattulainen",1991.0,"oulu univ , proceedings of the 25 th annual conference of the & hellip ; ,"
39258,"da frincke , my huang",2000.0,"computer networks ,"
39259,"wj rennie , mm tomlin",,"ista handbook on seed health testing . zurich , switzerland : & hellip ; ,"
39260,ga parker,1990.0,"proceedings : biological sciences ,"
39261,sr economics,1998.0,
39262,r sedgewick,1977.0,"acm computing surveys ( csur ) ,"
39263,j turner,,
39264,ab carroll,1979.0,"the academy of management review ,"
39265,"e schã $ fer , jd becker , m jarke",,proc . 26th intl. conf . very large data bases ( vldb
39266,v dahl,1982.0,"acm transactions on database systems ,"
39267,"de allen , bj duch , se groh",1996.0,"new directions for teaching and learning ,"
39268,r grzeszczuk,,"msc thesis , department of computer science , university of"
39269,"f hommes , e pless , l zier",2000.0,"computer networks ,"
39270,b giordano,2001.0,"area ,"
39271,"i botos , ee melnikov , s cherry , je tropea , ag",,
39272,"m kojo , d astuti , l daniel , k raatikainen",,submitted for
39273,j dean,,"computer networks ,"
39274,"g boudier , f gallo , r minot , i thomas",1988.0,"proceedings of the third acm sigsoft/sigplan software & hellip ; ,"
39275,j argã 1/4 elles,,electronic
39276,fj cirre,,submitted for
39277,"h garcia-molina , j widom , j wiener , w labio , b",1995.0,
39278,"ms hewitt , mj crowhurst",1996.0,"proceedings-nels ,"
39279,a ruuskanen,1991.0,"oulu univ , proceedings of the 25 th annual conference of the & hellip ; ,"
39280,"a witkowski , s bellamkonda , t bozkaya , n folkert ,",2003.0,"proceedings of the international conference on very large & hellip ; ,"
39281,"aj ziino , mw davies , pg davis",2003.0,"cochrane database syst rev ,"
39282,h tirri,,
39283,"x he , d cai , jr wen , wy ma , hj zhang",,
39284,"cw mikkelsen , m woodbury",2000.0,
39285,"yj kou , ws lu , a antoniou",,
39286,"j van ossenbruggen , a eliens , l rutledge , l",,the seventh international world wide web conference
39287,b garcia,,"computerworld ,"
39288,l zinyama,,"geography ,"
