scholar_id,auth_names,journal_name,pub_title,published_yr
38843,"j fowler , d baker , r dargahi , v kouramajian , h",proceedings of acm,"brook long , k. , petermann , c. , and gorry , g. experience with the virtual notebook system :",
38844,"kg schulze , fs grodzinsky",,teaching ethical issues in computer science : what worked and what didnâ ?? t,
38845,"ff so , ly leu , sr forrest",,on growth of semiconductor structures and high tc thin films on semiconductors,1990.0
38846,"s arabia , ua emirates",,annotated bibliography on topics related to,
38847,"rd wiggins , j bynner","life at ,",social attitudes,
38848,m mullen,"proc of 10th vldb ,","jk , unified dynamic hashing",
38849,"p chwelos , i benbasat , as dexter",,the adoption and impact of electronic data interchange : a test of internal and external factors,
38850,s davidson,"acm transactions on database systems ,","optimism and consistency in partitioned distributed database [ 6 ] kazar , ml systems . synchronization",
38851,"a shepherd , l kerschberg","proceedings of the 1984 acm sigmod international conference & hellip ; ,",prism : a knowledge based system for semantic integrity specification and enforcement in database,1984.0
38852,"p baugh , a gillies , p jastrzebski","information and software technology ,",combining knowledge-based and database technology in a tool for business planning,1993.0
38853,"z tian , r ramakrishnan , mb livny","proceedings of the 1996 acm sigmod international conference & hellip ; ,",an efficient data clustering method for very large databases,
38854,"jl carter , vs iyengar , bk rosen","proc . int . test conf ,",e-cient test coverage determinationfordelayfaults,
38855,rh carlson,"new directions for program evaluation ,",evaluation and the political appointee,1989.0
38856,l bondi,"urban geography ,","gender , class , and urban space : public and private space in contemporary urban landscapes",1998.0
38857,"m chen , y choo , j li","acm press frontier series ,",crystal : theory and pragmatics of generating efficient parallel code,1991.0
38858,db lomet,"proceedings of the 1983 acm sigmod international conference & hellip ; ,","a high performance , universal , key associative access method",1983.0
38859,"eh cordes , rb dunlop","acc . chem . res ,",i ? . b. dunlap,
38860,"am gulmezoglu , gj hofmeyr","cochrane database syst rev ,",maternal nutrient supplementation for suspected impaired fetal growth,2002.0
38861,"j lever , m wallace , b richards","bt technology journal ,",constraint logic programming for scheduling and planning,1995.0
38862,"s gibson , j samosky , a mor , c fyock , wel grimson ,","lecture notes in computer science ,","simulating arthroscopic knee surgery using volumetric object representations , real-time volume",1997.0
38863,a halevy,"sigmod record ,",learning about data integration challenges from day one,2003.0
38864,"ld lambourn , h hartnett , ah devol","seattle , washington , university of washington , special & hellip ; ,",r/v wecoma we94-07b cruise report : porewater data from the washington shelf and slope,
38865,"sj richards , jg kirkby , id currie",,the importance of year of birth in two-dimensional mortality data,
38866,s fraser,"journal of emergency nursing ,",survivors ` recollections of helpful and unhelpful emergency nurse activities surrounding sudden death,1990.0
38867,d spector,"acm sigplan notices ,",efficient full lr ( 1 ) parser generation .,1988.0
38868,"w williams , m brown , a hero","proc . spie ,","uncertainty , information , and time-frequency distributions",1991.0
38869,"y song , j yu , g li , y li , y wang , r xu","acc . chem . res ,",combinatorial approach for the hydrothermal syntheses of open-framework zinc phosphates,1996.0
38870,jc seferis,"national academy of athens , greece , march ,","the airplane as a vehicle for bringing people together for technological , education , and social",
38871,"koâ ?? donovan , boâ ?? brien , j kinsella , d ruane , d",,labour consumption on irish dairy farms and the effects of scale and seasonality,2002.0
38872,"c beer873 beeri , r ramakrishnan","proc . of the 6th acm sigmod-sigact symposium on principles & hellip ; ,",on the power of magic,
38873,ideas.repec.org,,health economics : from patient to consumer,
38874,"s mohanty , vk prasanna , s neema , j davis",,rapid design space exploration of heterogeneous embedded systems using symbolic search and multi -,
38875,"mk miller , ss brenner","proc . 28th int . field emission symposium ,",an atom probe study of irradiated pressure vessel steel,
38876,"m szummer , r picard","bombay , india , jan ,","indoor-outdoor image classification â ?? , nternational or shopin ontent ase ccess to magean i eo",
38877,p wilbarger,"zero to three ,",planning an adequate â ?? sensory dietâ ?? : application of sensory processing theory during the first,
38878,"j jacobson , m lewis",,game engine virtual reality with caveut,
38879,y papakonstantinou,,query rewriting for semistructured data,
38880,"j gray , d slutz , as szalay , ar thakar","microsoft technical report msrtr-2002-01 , jan. .","jan vandenberg , peter z. kunszt , and christopher stoughton . data mining the sdss skyserver database",
38881,cj leliveld,"doctoral , zurich , switzerland ,",a fast monte carlo simulator for scattering in x-ray computerized tomography,
38882,"p buneman , s khanna , k tajima , wc tan","acm transactions on database systems ,",archiving scientific data,2004.0
38883,t otsu,"university of wisconsin ,",generalized empirical likelihood inference under weak identification + working paper,
38884,j valsa,"radioengineering-prague - ,",stability of dc operating points,1997.0
38885,s re,,climate changeâ ?? element of risk,1994.0
38886,"xs wang , c bettini , s jajodia","acm transactions on database systems ,",logical design for temporal databases with multiple,
38887,a segev,"acm sigmod record ,",source acm sigmod record archive,1992.0
38888,k padmaravu,,journey towards dalit dignity,1999.0
38889,"m zaki , c aggarwal","proc . ninth acm sigkdd ,",an effective structural classifier for xml data,
38890,cm de tillesse,back to,tu me verras de dos,
38891,"u murad , g pinkas","lecture notes in computer science ,",unsupervised profiling for identifying superimposed fraud,1999.0
38892,"b jvd , b seeger",,query processing techniques for multiversion access methods,1996.0
38893,"i domowitz , x wang","unpublished manuscript ,","liquidity , liquidity commonality and its impact on portfolio theory",2002.0
38894,si resnick,,"extreme values , regular variation , and point processes",1987.0
38895,"p reuter , i tobor , c schlick , s dedieu","proceedings of acm graphite 2003 ,",point-based modelling and rendering using radial basis functions,2003.0
38896,", ml giger , h macmahon","proc spie ,",analysis of a three-dimensional lung nodule detection method for thoracic ct scans,2000.0
38897,"me hennecke , dg stork , k venkatesh prasad","nato asi series f computer and systems sciences ,",visionary speech : looking ahead to practical speechreading systems,1996.0
38898,k county,,draft basin and nonpoint action plan east lake sammamish action plan,1982.0
38899,"jw ponton , r mckinnel",,nonlinear process simulation and control using transputers,
38900,"ph sweany , sj beatty","proceedings of the 25 thannual international symposium on & hellip ; ,",dominatorpath scheduleâ ?? a global scheduling method,
38901,"l brosseau , l casimiro , s milne , v robinson , b","cochrane database syst rev ,",deep transverse friction massage for treating tendinitis,2002.0
38902,"rm dennis , ar beresford , km brown","bt technology journal ,",virtual university research initiative on mobility,2001.0
38903,"j dalmau , hs gultekin , jb posner , y anti-huâ ? ¦",,paraneoplastic neurologic syndromes : pathogenesis and physiopathology,
38904,"m nã?rgaard , nk poulsen , o ravn","technical university of denmark ,","advances in derivative-free state estimation for nonlinear systems , revidovanã ¡ edãcia",
38905,"ph feiler , ge kaiser","information and software technology ,","â ?? granularity issues in marvel , a knowledge-based programming environment",
38906,"k hiram , t kato",,query by visual example,
38907,"br lucchesi , jl romson , sr jolly","see ref ,",do leukocytes influence infarct size,
38908,d swartwout,,an access path specification language for restructuring network databases,
38909,"on bjornstad , w falck , nc stenseth","proceedings : biological sciences ,",a geographic gradient in small rodent density fluctuations : a statistical modelling approach,1995.0
38910,"le nielsen , j mcclain","social studies and the young learner ,",stars and stripes for kids : a global perspective with art .,1990.0
38911,"f llirbat , e simon , d tombroff","rapport de recherche-institut national de recherche en & hellip ; ,",using versions in update transactions,1996.0
38912,js greenberger,"& hellip ; rk , eaves cj , eckner rj : demonstration of permanent factor -",sakakeeny m,
38913,dv routing,proc . of,for mobile computers,
38914,"j li , d maier , k tufte , v papadimos , pa tucker",,semantics and evaluation techniques for window aggregates in data streams,
38915,"rb scheuhing , mr cascini","electronic manufacturing ,",wave solder thermal profiling using multivariate linear regression techniques,
38916,allr reserved,"sigmod record ,","a note on the relational calculus by cj date po box 2647 , saratoga",1989.0
38917,v sikka,"proceedings of the 2005 acm sigmod international conference & hellip ; ,",data and metadata management in service-oriented architectures : some open challenges,2005.0
38918,y lecun,,"generalization and network design strategies , connectionism in perspective , r. pfeifer , z. schreter ,",1989.0
38919,"m bonsangue , d drew","new directions for teaching and learning ,",increasing minority studentsâ ?? success in college,
38920,"r schneider , m wavelet-matrixkompression","habilitation , technical university darmstadt ,",analysisbasierte methoden zur effizienten losung groer vollbesetzter gleichungssysteme,
38921,cm kellett,"phd thesis , university of california , santa barbara , june",advances in converse and control lyapunov functions,
38922,"pa bernstein , dw shipman , jb rothnie","acm transactions on database systems ,",concurrency controlina system fordistributed databases ( sdd-1 ),
38923,as ibrahim,,self-tuning controllers for turbogenerator excitation and governing systems,
