item_code,brand_name,cost,sector,name,model_identifier
17910,universal,280.0,radios,new-universal 43725 - dry erase board melamine 72 x 48 white black gray aluminum plastic frame - unv43725,
17911,universal,33.0,laminating supplies,new-universal 14115 - hanging file folders 1 5 tab 11 point stock letter standard green 25 box - unv14115,
17912,united facility supply,75.0,labeling tapes,new-united facility supply 1300046 - high-volume wrapping paper 50lb 30w 720 l bn 1 pack - ufs1300046,
17913,trodat,43.0,other office equipment,new-trodat t5030 - trodat professional stamp dater self-inking 1 5 8 x 3 8 black - usst5030,
17914,trodat,33.0,other office equipment,new-trodat e4754 - trodat economy 5-in-1 stamp dater self-inking 1 5 8 x 1 blue red - usse4754,
17915,tops,19.0,storage presentation materials,new-tops 99712 - classified colors notebook narrow rule 5-1 2 x 8-1 2 orchid 100 sheets - top99712,
17916,tops,52.72,storage presentation materials,new-tops 74920 - second nature recycled pad legal margin rule legal canary 50-sheet dozen - top74920,
17917,tops,19.0,storage presentation materials,new-tops 73505 - notebook w red cover narrow rule 5-1 2 x 8-1 2 white 100 sheets pad - top73505,
17918,tops,57.55,storage presentation materials,new-tops 63950 - docket gold perforated pads legal rule letter canary 12 50-sheets pads pack - top63950,
17919,tops,14.8,electronic dictionaries thesauri translators,new-tops 46140 - purchase order book 5-1 2 x 7-7 8 two-part carbonless 50 sets book - top46140,
17920,tops,40.0,laminating supplies,new-tops 1258 - time card for cincinnati lathem simplex job card 1-sided 3-1 2 x 9 500 box - top1258,
17921,tombow,29.36,shredders,new-tombow mono 68626 - mono correction tape non-refillable 1 6 x 394 white tape 4 pack - tom68626,
17922,swingline,284.15,shredders,new-swingline 74650 - 160-sheet heavy-duty two - or three-hole punch 9 32 diameter hole putty gray - swi74650,
17923,strathmore,,storage presentation materials,new-strathmore 300420 - 25 cotton business stationery 24 lbs . 8-1 2 x 11 bright white 500 ream - stt300420,
17924,storex,42.0,laminating supplies,new-storex 61511u01c - portable file storage box w organizer lid letter legal clear - stx61511u01c,
17925,southworth,33.36,storage presentation materials,new-southworth z550ck - 25 cotton linen business coverstock 65 lbs letter white 100 sheets - souz550ck,
17926,smead,,storage presentation materials,new-smead 89234 - deluxe expandable desk file 1-31 index letter size pressboard navy blue - smd89234,
17927,smead,31.0,floor sensors,new-smead 87865 - two-pocket portfolio embossed leather grain paper lavendar 25 box - smd87865,
17928,smead,,laminating supplies,new-smead 27100 - shelf folders straight cut single-ply end tab legal manila 100 box - smd27100,
17929,smead,59.0,laminating supplies,new-smead 19813 - kraft k style fastener folders straight cut top tab legal brown 50 box - smd19813,
17930,smead,72.0,laminating supplies,new-smead 19000 - manila classification folders with 2 5 right tab legal six-section 10 box - smd19000,
17931,smead,82.0,laminating supplies,new-smead 14230 - pressboard classification folders metal tab letter six-section red 10 box - smd14230,
17932,smead,86.0,laminating supplies,new-smead 14083 - pressboard folders with two pocket dividers letter six-section green 10 box - smd14083,
17933,smead,53.0,laminating supplies,new-smead 13700 - manila classification folders with 2 5 right tab letter four-section 10 box - smd13700,
17934,roaring spring paper products,,laptop netbook computer accessories,roa77644 - lab notebook carbonless 4x4 100 sheets tape bound,
17935,smead,39.0,laminating supplies,new-smead 10344 - viewable label file folders 11 pt . manila 1 3 cut letter 100 box - smd10344,
17936,smead,37.0,laminating supplies,new-smead 10343 - watershed cutless file folders 1 3 cut top tab letter manila 100 box - smd10343,
17937,olympus,175.0,digital cameras,new-silver vg-120 14mp digital camera with 5x optical angle zoom and 3 lcd - gb0426,
17938,sharpie,25.54,shredders,new-sharpie accent 25026 - accent tank style highlighter chisel tip fluorescent green 12 pk - san25026,
17939,sharpie,30.03,shredders,new-sharpie 37172 - permanent markers ultra fine point assorted 12 set - san37172,
17940,sharpie,29.03,shredders,new-sharpie 1733168 - accent jumbo highlighter chisel tip fluorescent pink 12 pk - san1733168,
17941,seiko,29.0,other office equipment,new-seiko slp2rlh - self-adhesive address labels 1-1 8 x 3-1 2 white 520 box - skpslp2rlh,
17942,scotch,36.7,blank media,new-scotch dp1000rf6 - refill rolls for dp-1000 easy grip tape dispenser 1.88 x 25 yds 6 rolls pack - mmmdp1000rf6,
17943,samsill,,projection screens,new-samsill 17750 - top performance dxl insertable angle-d binder 1-1 2 capacity black - sam17750,
17944,samsill,70.0,laminating supplies,new-samsill 15650 - professional zippered pad holder ring binder pockets writing pad vinyl black - sam15650,
17945,safco,104.12,laminating supplies,new-safco 4217mh - wall rack six double-hooks wood mahogany - saf4217mh,
17946,rolodex,61.78,shredders,new-rolodex 99200 - wood tones wastebasket trapezoidal wood mahogany - rol99200,
17947,rolodex,,laminating supplies,new-rolodex 67093 - petite covered tray card file holds 250 2 1 4 x 4 cards black - rol67093,
17948,rolodex,44.0,laminating supplies,new-rolodex 66451 - business card binder with a-z tabs holds 200 2 1 4 x 4 cards black - rol66451,
17949,rolodex,51.0,shredders,new-rolodex 23390 - wood tone desk pad mahogany 24 x 19 - rol23390,
17950,rolodex,27.0,laminating supplies,new-rolodex 22191 - letter size mesh file frame holder wire 12 3 8 x 11 3 8 x 9 5 8 black - rol22191,
17951,redi-tag,9.74,label makers,new-redi-tag 76809 - removable reusable page flags sign here red 50 pack - rtg76809,
17952,rediform,23.0,laminating supplies,new-rediform 50111 - wirebound call register 8-1 2 x 11 3 700 forms book - red50111,
17953,rediform,17.56,electronic dictionaries thesauri translators,new-rediform 23l115 - money and rent unnumbered receipt book 5-1 2 x 2-3 4 two-part 200 sets book - red23l115,
17954,hammermill,,laminating supplies,hammermill 122549 - color copy digital cover stock 60 lbs . 8-1 2 x 11 white 250 sheets,
17955,hammermill,,computers accessories,hammermill 120037 - color copy digital cover stock 80 lbs . 11 x 17 white 250 sheets,
17956,es robbins,,printers,es robbins 118699 - design series printed chair mat 60w x 46l world map,
17957,energizer,,coin button cell,energizer size 312 audio pro zero mercury hearing aid batteries - 10 cards of 4 - 40 batteries total,
17958,global marketing partners,38.99,docking stations,docking 2.5 3.5 usb 3.0 2port usb3 .0 pcie combo pack,tip-d180u3-puk
17959,boorum pease,,distribution,boorum pease 211502 - columnar book two column black cover 150 pages 10 3 8 x 8 1 8,
17960,at-a-glance,,appointment books planners,at-a-glance pm25028 - reversible erasable 12-month vacation planner 36 x 24 white,
17961,altra,199.99,television stands entertainment centers,altra open architecture console,1145196
17962,victor,,projection screens,victor 12054 - 1205-4 palm desktop one-color printing calculator 12-digit lcd black,
17963,thecus,,computers accessories,thecus n8800pro 8tb 8 x 1tb 8-bay 2u nas integrated with seagate barracuda desktop,
17964,seh,147.98,,ps1109-gigabit - kyocera 10 100 1000 tx ipv4 ipv6 kuio,m04602
17965,southworth,,printers,southworth p944ck - granite specialty paper 24 lbs . 8-1 2 x 11 blue 100 pack,
17966,qdos,,storage presentation materials,soundframe rotating portable speaker system with ipod touch iphone dock,
17967,smead,,connectors adapters,smead 85750 - project jackets letter poly clear translucent blue green yellow 5 pack,
17968,smead,,printers,smead 71122 - extra-wide five inch expansion wallets 12 3 8 x 10 navy blue,
17969,rediform,,distribution,rediform 98002 - gift certificates w envelopes 8-1 2w x 3-2 3h blue border 25 pack,
17970,quartet,,accessories supplies,quartet 50e - lightweight telescoping tripod easel 38 to 66 high aluminum silver,
17971,power bright,29.95,power converters,power bright vc500w voltage transformer 500 watt step up down 110 volt - 220 volt,vc500w
17972,premiertek,84.97,audio video accessories,premier technologies ca908a 2-way fm car alarm security perp lcd w remote engine start,
17973,oxford,,,oxford 12934 - pressboard report cover prong clip letter 3 capacity red,
17974,general electric,17.99,power strips,ge polarized wall hugger 3 outlet tap ivory single,ge1734-21e5
17975,nti,,printers,nti backup now ez 2010 edition,
17976,wilson jones,42.0,laminating supplies,new-wilson jones c17dbl - colorlife expanding 1-31 indexed files 31 pockets letter dark blue - wljc17dbl,
17977,wilson jones,212.0,laminating supplies,new-wilson jones 039511 - looseleaf minute book black leather-like cover 125 pages 8 1 2 x 11 - wlj039511,
17978,westcott,19.0,shredders,new-westcott 41511 - design line stainless steel scissors 8 length burgundy - acm41511,
17979,swingline,14.84,printer staplers,new-swingline 35550 - high-capacity staples 3 8 inch leg length 2500 box - swi35550,
17980,stanley,13.24,printer staplers,new-stanley bostitch stcrp211514 - full strip b8 staples 1 4 inch leg length 5 000 box - bosstcrp211514,
17981,southworth,57.89,storage presentation materials,new-southworth 924c - granite specialty paper 24 lbs . 8-1 2 x 11 white 500 box - sou924c,
17982,pm company,,connectors adapters,pm company 53050 - tubular coin wrappers half dollar coins 10 pop-open wrappers 1000 pack,
17983,smead,94.0,laminating supplies,new-smead 71119 - extra-wide five inch expansion wallets 12 3 8 x 10 black 10 box - smd71119,
17984,bankers box,158.0,networking products,new-r-kive max box letter legal paper 12 x 15 x 10 case pack 1 - 445601,
17985,redi-tag,26.02,storage presentation materials,new-redi-tag 25702 - 100 recycled notes 3 x 3 yellow 12 100-sheet pads pack - rtg25702,
17986,rediform,17.04,electronic dictionaries thesauri translators,new-rediform 6l639 - packing slip book 5-1 2 x 7-7 8 carbonless triplicate 50 sets book - red6l639,
17987,quartet,102.0,radios,new-quartet te543ma - total dry erase board 36 x 24 white maple frame - qrtte543ma,
17988,pendaflex,,laminating supplies,new-pendaflex 45302 - watershed seven inch expansion file pocket straight cut letter red 5 box - ess45302,
17989,oxford,113.0,storage presentation materials,new-oxford c6193 - catalog binder with expanding posts 11 x 8-1 2 3 to 5-1 2 capacity black - essc6193,
17990,iceberg,251.0,laminating supplies,new-iceberg 20852 - rough n ready 5 shelf open storage system resin 36w x 18d x 74h charcoal - ice20852,
17991,hon,276.0,laminating supplies,new-hon 10716lnn - 10700 l workstation return left 3 4 pedestal 48w x 24d x 29-1 2h mahogany - hon10716lnn,
17992,hon,,laminating supplies,new-hon 10586lnn - 10500 large l or u workstation left 3 4-height ped desk 72w x 36d harvest - hon10586lnn,
17993,hon,713.0,laminating supplies,new-hon 10573nn - 10500 series 3 4-height double pedestal desk 60w x 30d x 29-1 2h mahogany - hon10573nn,
17994,pioneer,,accessories supplies,pioneer ts-d1320c 5.25-inch rev-series 180-watt speaker package,ts-d1320c
17995,pioneer,,headphones,pioneer hdj-1000 dj headphones,hdj-1000
17996,crown,116.0,laminating supplies,new-crown nr0046br - needle rib wipe scrape mat polypropylene 48 x 72 brown - cwnnr0046br,
17997,boorum pease,79.46,storage presentation materials,new-boorum pease l21150r - laboratory notebook record rule 10-3 8 x 8-1 8 white 150 sheets - essl21150r,
17998,philips,6.19,cases sleeves,philips dln1719 hard case with stand for ipad,dln1719
17999,bic,11.83,graphics tablets,new-bic gsm11rd - round stic ballpoint stick pen red ink medium dozen - bicgsm11rd,
18000,best rite,507.0,radios,new-best-rite 2029g - ultra-trim magnetic board dry erase porcelain-on steel 72 x 48 white silver - blt2029g,
18001,avery,19.0,copiers,new-avery 16337 - notetabs-notes three inch tabs and flags neon blue neon magenta clear 12 pack - ave16337,
18002,avery,13.39,projection screens,new-avery 15761 - custom presentation view binder 8-1 2 x 11 1 2 capacity white - ave15761,
18003,pentel,20.28,blank media,pentel ze15rbp2 - refills for tri eraser white 2 pack,
18004,advantus,29.0,laminating supplies,new-advantus ang120d - vinyl magazine binder 9 1 2w x 11-1 4h clear front cover navy blue back - avtang120d,
18005,boise,25.77,computer components,boise mp2201bf - fireworx colored paper 20lb 8-1 2 x 11 boomin buff 500 sheets ream,
18006,the board dudes,,gps mapping software,the board dudes perpetual calendar dry erase board,
18007,black n ' red,,printers,black n red l67019 - recycled casebound notebook ruled 8-1 4 x 11-3 4 we 96 sheets,
18008,otterbox,19.86,,blackberry torch 9800 pink black otterbox otter box commuter series case otr4-0037-44c1att,
18009,basyx,185.03,connectors adapters,basyx h414pp - h410 series four-drawer locking vertical file 15w x 22d x 48-3 4h black,
18010,basyx,,storage presentation materials,basyx c184236q - easy-to-assemble storage cabinet 36w x 18d x 42-3 4h light gray,
18011,balt,,printers,balt 89877 - flipper training table half-round 48w x 24d x 29-1 2h mahogany,
18012,avery,,printer accessories,avery 01382 - preprinted legal side tab dividers exhibit l letter white 25 pack,
18013,atlantic,28.58,plug play satellite radios,atlantic 62835662 large media bin black,
18014,road ready,189.99,bags cases,ata case for two 15 laptops,
18015,alera,,antitheft,alera va217236my - valencia series straight front desk shell 71w x 35-1 2d x 29-1 2h mahogany,
18016,adobe,451.62,audio video accessories,framemaker v. 10.0 - 1 user,
18017,adobe,681.33,audio video accessories,adobe 65098778 upg framemaker 10 generic upg dvd path2 win from fm8,
18018,acroprint,,printers,acroprint 010182000 - es700 digital atomic time recorder black,
18019,panasonic,406.96,camcorders,panasonic hdc-sd90k 3d compatible sd memory camcorder black,hdc-sd90k
18020,comprehensive,67.75,home audio theater,9-pin female connector with hood set of 25,
18021,dixon,21.28,binding machine supplies,dixon 13882 - ticonderoga woodcase pencil hb 2 yellow barrel dozen,
18022,grade-a,,printers,discgear 3700-09m selector 100 silver,
18023,dewalt,199.96,video multiplexers quads,dewalt dw030p laser distance measurer,
18024,crown,,printer accessories,crown wsct35bk - safewalk-light heavy-duty antifatigue mat rubber 36 x 60 black,
18025,dealz4real,128.2,,crown mafg62bk - mat-a-dor entrance antifatigue mat rubber 36 x 72 black,
18026,comprehensive,,,comprehensive pp phono rca plug cable end set of 25,
18027,comprehensive,,,comprehensive fck-1 f crimp connector kit,
18028,comprehensive,,,comprehensive bj-up bnc jack to uhf plug set of 25,
18029,comprehensive,,,comprehensive mj 3.5 mm mini jack cable end set of 25,
18030,sharp,80.44,computers accessories,cinematize 2 - miraizon mac 10.2 or later,
18031,elite,225.85,projection screens,cinegray silverframe series silver fixed frame cinegray screen - 92 diagonal,
