record_id,pub_authors,yr_published,pub_forum,paper_name
51686,kra ziebeck,,"phil . mag ,",a and webster pj 1976
51687,ma biot,,"phil . mag ,",nonlinear theory of elasticity and the linearized case for a body under initial stress
51688,"x shen , s dumais , e horvitz",,,investigations of topic dynamics in web search
51689,"pf odgaard , j stoustrup , p andersen , hf mikkelsen",,"submitted for publication ,",estimation of residuals and servo signals for a compact disc player
51690,c levin,,pc,a new chapter for e-books
51691,"p prasad , rp daniel",,"proc 28th stapp car crash conf , chicago , il , society of & hellip ; ,","a biomechanical analysis of head , neck , and torso injuries to child surrogates due to sudden torso"
51692,wr perrizo,,proceedings of the acm,"j. , and ram , e hydro : a heterogeneous distributed database system"
51693,"dc tsichritzis , o nierstrasz",1989.0,"acm press frontier series ,",directions in object-oriented research
51694,l rayleigh,,"phil . mag ,",the equilibrium of revolving liquid under capillary force
51695,m hart,2005.0,"new directions for adult and continuing education ,",class and gender
51696,"s teufel , b teufel",1995.0,"acm sigois bulletin ,",bridging information technology and business-some modelling aspects
51697,faw george,1998.0,"vldb ,",dms : a parallel data mining server
51698,"j underkoffler , h ishii",,"proc . of acm chiâ ?? 99 ,",urp
51699,"l lakshmanan , j pei , y zhao",,,efficacious data cube exploration by semantic summarization and compression ( demo paper ) in
51700,"dh fishman , p lyngbaek , b mahbod , ma neimat , t",1989.0,"acm press frontier series ,",overview of the iris dbms
51701,b cui,2004.0,"ieee transactions on knowledge and data engineering. ,",main memory indexing : the case for bd-tree
51702,r bayer,1995.0,"proceedings of the international conference on very large & hellip ; ,",document management as a database problem
51703,dw pfaff,1980.0,,estrogens and brain function
51704,"a moenkeberg , g weikum",,"proc . of the 18th vldb conf. , canada ,",performance evaluation of an adaptive and robust load control method for the avoidance of data -
51705,"by smith , ka rodgers , prl browne",,"proceedings of the 23rd new zealand geothermal workshop , & hellip ; ,",opal-aâ ?? the first 100 days
51706,"t arnold-moore , p anderson , r sacks-davis",1997.0,"proceedings of the second acm international conference on & hellip ; ,",managing a digital library of legislation
51707,"j grando , g labaune",1987.0,"& hellip ; on electromagnetic compatibility , 7th , zurich , switzerland , & hellip ; ,",using finite-difference analysis in the calculation of current flow over structures
51708,"a dzielinski , r zbikowski",1996.0,"applied mathematics and computer science ,",a new approach to neurocontrol based on fourier analysis and nonuniform multi-dimensional sampling
51709,"g antoshenkov , m ziauddin",1996.0,"the vldb journal the international journal on very large & hellip ; ,",query processing and optimization in oracle rdb
51710,jg cibulka,,"new directions for program evaluation ,",school improvement processes : a comparative study of chicago high schools
51711,"dl donoho , j jin",,"technical report , stanford university ,",optimality of excess kurtosis for detecting a non-gaussian component in high-dimensional random
51712,er guthrie,1954.0,,the evaluation of teaching ; a progress report .
51713,"d miller , j shamsie",1996.0,"the academy of management journal ,",the resource-based view of the firm in two environments : the hollywood film studios from 1936 to
51714,"gc roman , kc cox",,,a taxonomy of program visualization systems
51715,"ma virmani , v caso , a spadoni , s rossi , f russo , f",2001.0,"annals-new york academy of sciences ,",the action of acetyl-l-carnitine on the neurotoxicity evoked by amyloid fragments and peroxide on
51716,ea wintner,,"studies in molecular replication . acc . chem . res ,","morgan conn m. ; and rebek , jr. , j"
51717,ew cheney,,,introduction to approximation theory
51718,t hoffman,,"computerworld ,",are us programmers slackers
51719,"di howetls , nj fiddian , wa gray , ass meta -",,"proc . 12th intl. conf . on vldb ,",system for relational quey languages
51720,"j song , a iyengar , e levy-abegnoli , d dias",2002.0,"computer networks ,",architecture of a web server accelerator
51721,d foote,,"computerworld ,",who will be to blame when the axe falls ?
51722,d gwatkin,,"icpd at ,","looking beyond the averages , in order to ensure that poor women benefit fully from progress toward"
51723,"k sagonas , t swift , ds warren",,,"xsb as an efficient deductive database engine , 1993"
51724,j dadoly,,"ecology and environment , inc. , seattle ,","march 2000 , oregon department of environmental quality , pendleton , oregon , telephone conversation"
51725,m stonebraker,1994.0,"sigmod record ,",panel : the impact of database research on industrial products ( summary )
51726,"h bowen , j schuster",1986.0,,american professors : a national resource imperiled
51727,r hippe,1979.0,,application of computers in processing of physicochemical and analytical data
51728,c herot,,"acm tods ,",â ?? sdms : a spatial data base system
51729,"mwn deininger , jm goldman , n lydon , jv melo",1997.0,"blood-new york - ,",the tyrosine kinase inhibitor cgp57148b selectively inhibits the growth of bcr-abl-positive cells
51730,e parzen,1967.0,,analysis and synthesis of forecasting models by time series methods
51731,"jm massicotte , rb stewart , dp poppas",,,effects of endogenous absorption in human albumin solder for acute laser wound closure
51732,"j beasley , h ramamurthy , j ramirez-angulo , m",1993.0,"electronic letters ,",i dd pulse response testing : a unified approach to testing digital and analogue ics
51733,d vargha,,"electronic design ,","a designer 's guide to battery charging , switchover , and monitoring"
51734,"a maedche , b motik , l stojanovic",2003.0,"the vldb journal the international journal on very large & hellip ; ,",managing multiple and distributed ontologies on the semantic web
51735,lv orman,,,database auditing
51736,"f banchilon , r ramakrishnan",,"proc . sixth acm sigact-sigmod-sigart symp . on principles of & hellip ; ,","a. silberschatz , safety of recursive horn clauses with infinite relations"
51737,"f moser , a kraisse",,international conference on very large,w ; klas . l/mrp : a buer management strategy for interactive continuous data ows in a multimedia dbms
51738,"a levin , c lin",,"san diego ( mimeographed ) ,",unit root tests in panel data : asymptotic and finite-sample properties . university of california
51739,"r srikant , r agrawal",1996.0,,"mining sequential patterns : generalization and performance improvements , advances in database"
51740,"mowga elisa , bac catlin , cwcwk hon , akea ghafoor ,",2005.0,"sigmod record ,",the indiana center for database systems at purdue university
51741,"ps schenker , et baumgartner , pg backes , h",,"montreal canada , june ,","fido : a field integrated design & operations rover for mars surface exploration , i-sairas"
51742,t wright,2001.0,"bt technology journal ,",secure digital archiving of high-value data
51743,"wp yan , paea larson",,international conference on very large data bases ( vldbâ ?? 95,lazy aggregation
51744,"m smucker , j allan",2005.0,,an investigation of dirichlet prior smoothingâ ?? s performance advantage
51745,"l rosenman , s winocur",,"proceedings of the 23rd annual conference of australian & hellip ; ,",womenâ ?? s planning for old age and retirementâ ??
51746,ko ` neil,1994.0,"journal of emergency nursing ,",a fatal hydrogen fluoride exposure
51747,"dw chadwick , ag marson",2000.0,"cochrane database syst rev ,",zonisamide for drug-resistant partial epilepsy
51748,"s ceri , p fraternali , s paraboschi , l tanca",1994.0,"acm transactions on database systems ,",automatic generation of production rules for integrity maintenance
51749,"en hanson , rc testing",,"proceedings of acm sigmod , san diego , ca , june ,","action execution in ariel , ''"
51750,j wijsen,1999.0,"acm transactions on database systems ,",temporal fds on complex objects
51751,å 1/2 å 1/2,,"acc . chem . res ,",å 1/2 . 2 . a rg pearson
51752,"m bozga , s graf , l mounier",2002.0,"lecture notes in computer science ,",if-2 .0 : a validation environment for component-based real-time systems
51753,d radcliff,,"computerworld ,",hot skills for a cold market
51754,"l liu , w han , d buttler , c pu , w tang",,"sigmod conference ,",xwrap : â ?? an xml-based wrapper generator for web information extractionâ ??
51755,"m antonioletti , m atkinson , r baxter , a borley ,",,,the design and implementation of grid database services in ogsa-dai
51756,s hibino,,,mmvis : design and implementation of a multimedia visual information seeking environment
51757,"a farago , vr syrotiuk",,"proceedings acm mobicom ,",a unified framework for routing protocol
51758,s montgomery,,proceedings of the 25 thasee/ieee frontiers in education,addressing diverse learning styles through the use of multimedia : material and energy 14 . balance
51759,"pg selfridge , d srivastava , lo wilson",,"management of data ( sigmod ) ,","idea : interactive data exploration and analysis , intl. conf"
51760,m barke,,"geography ,","yucatan , mexico : dimensions of development 1970â ?? 1980"
51761,"jh hoeffner , jl mcclelland",,"proceedings of the 25 thchild language research forum ,",can a perceptual processing deficit explain the impairment of inflectional morphology in
51762,g antoshenkov,,,order preserving string compression
51763,d seligsohn,1977.0,"contributions to primatology ,",analysis of species-specific molar adaptations in strepsirhine primates
51764,"rj roberge , e lin , ep krenzelok",2000.0,"journal of emergency medicine ,",flumazenil reversal of carisoprodol ( soma ) intoxication-reversal with flumazenil
51765,jm ball,,to,a proof of the existence of global attractors for damped semilinear wave equations
51766,"b gamrath , l del monte , k richards",1998.0,"journal of emergency nursing ,",noninvasive pacing : what you should know
51767,"gf nyre , fa zhonga",1975.0,"new directions for higher education ,",graduate and professional education : an incisive look at dentistry .
